negatives
"('Q8WXA8', 'O75915')"
"('O60635', 'Q15653')"
"('Q08211', 'Q8TDG4')"
"('O43281', 'Q99698')"
"('Q9UPV0', 'P49593')"
"('P09874', 'P22301')"
"('P36871', 'Q8N335')"
"('Q9UBI6', 'O43741')"
"('Q12873', 'Q9UBB5')"
"('P05387', 'Q9UNL2')"
"('Q9UN86', 'Q6P5R6')"
"('Q9UJQ4', 'Q9H9S0')"
"('P19320', 'Q9NZI8')"
"('P17844', 'Q92900')"
"('Q8WU68', 'Q6Y7W6')"
"('Q13233', 'P46531')"
"('Q03989', 'Q9UQM7')"
"('Q9BTC0', 'P05067')"
"('Q8IXS6', 'Q9Y2T2')"
"('Q9C0K7', 'P54646')"
"('Q8N2K1', 'A0AVI4')"
"('O75962', 'P21333')"
"('Q9Y4G6', 'Q6IBS0')"
"('P31431', 'P09038')"
"('Q16637', 'O14920')"
"('O75787', 'P21912')"
"('Q02878', 'Q9UKM9')"
"('Q00005', 'P30153')"
"('P03905', 'P49711')"
"('Q9BTT4', 'Q9UHV7')"
"('Q15208', 'Q9HCE7')"
"('P24864', 'P0DP23')"
"('Q9H492', 'Q9GZQ8')"
"('O60307', 'Q9HAU0')"
"('Q92620', 'Q13242')"
"('Q96JC9', 'Q9BQ90')"
"('P78346', 'Q9NS87')"
"('O75716', 'A8MQ03')"
"('Q5TC82', 'P19338')"
"('P04629', 'P48634')"
"('P24534', 'P60709')"
"('Q92597', 'P33176')"
"('Q13309', 'P42285')"
"('O60934', 'P38398')"
"('O14757', 'Q30154')"
"('O75570', 'P01106')"
"('Q86VP6', 'Q9Y224')"
"('Q13263', 'P23760')"
"('P35270', 'O95372')"
"('O43447', 'Q9BY32')"
"('Q9H9D4', 'Q96HD1')"
"('P63279', 'P61086')"
"('P17041', 'P60369')"
"('Q9NRR5', 'P63146')"
"('P11172', 'Q13618')"
"('O43684', 'Q8N6R0')"
"('P17948', 'P98077')"
"('P63172', 'Q9ULD2')"
"('P62873', 'P40145')"
"('Q01968', 'Q10471')"
"('Q9BTE6', 'Q9HBI0')"
"('O00154', 'P20963')"
"('P62140', 'Q63ZY3')"
"('P22694', 'Q93100')"
"('O75610', 'P01137')"
"('Q00005', 'Q06432')"
"('Q7Z419', 'Q9H3D4')"
"('Q6DD88', 'P38117')"
"('P51959', 'Q5T447')"
"('Q92956', 'O15055')"
"('Q9Y4P3', 'P50454')"
"('P22694', 'Q8NH79')"
"('P60981', 'Q13287')"
"('Q92731', 'Q15649')"
"('Q8IWL3', 'P01892')"
"('O76027', 'P46934')"
"('Q03060', 'O43889')"
"('P61328', 'Q9BRK4')"
"('O14618', 'P78406')"
"('Q15078', 'P12956')"
"('P78344', 'Q9C0B0')"
"('O94903', 'Q9BV57')"
"('Q9H4L7', 'O95785')"
"('Q8NFQ8', 'Q9H0F7')"
"('Q8WXA8', 'Q6ZXV5')"
"('Q96AJ1', 'Q86WT1')"
"('Q63ZY3', 'Q96B26')"
"('Q8WXX5', 'P04629')"
"('Q9HAU0', 'O14980')"
"('P13984', 'O95071')"
"('Q8NEA9', 'Q92993')"
"('Q96C10', 'P63010')"
"('P16220', 'Q5JR59')"
"('Q32P28', 'P61160')"
"('Q9HCE1', 'P56270')"
"('Q9Y2G2', 'Q9BX69')"
"('P63244', 'Q5JVS0')"
"('P12931', 'P10275')"
"('O14893', 'Q96T76')"
"('Q15084', 'Q9H4I2')"
"('O15524', 'P16333')"
"('P10644', 'Q9GZX7')"
"('P38398', 'Q53T94')"
"('Q9H4B7', 'Q5VVJ2')"
"('Q9NVH2', 'Q96CS3')"
"('Q969V6', 'P51532')"
"('P60328', 'Q9BYQ4')"
"('P09651', 'Q92561')"
"('P61978', 'Q3SY52')"
"('Q8N137', 'Q68DK7')"
"('Q06830', 'Q13620')"
"('P14653', 'P26367')"
"('O14639', 'P12830')"
"('O15169', 'P20823')"
"('Q08881', 'P16885')"
"('Q96C24', 'P20336')"
"('Q8WTS6', 'O14974')"
"('Q13573', 'Q15788')"
"('Q32MZ4', 'Q13045')"
"('O43638', 'P35453')"
"('Q9BWF3', 'O75147')"
"('Q96P70', 'O60264')"
"('O75901', 'Q09028')"
"('Q9P2R6', 'P09234')"
"('Q15388', 'Q15717')"
"('P11233', 'O00471')"
"('Q9NRG4', 'O75122')"
"('P17612', 'Q8NGQ4')"
"('P43897', 'Q07021')"
"('Q9H6W3', 'Q92993')"
"('Q9H1D9', 'P30876')"
"('Q8N205', 'Q9ULW3')"
"('Q8WYH8', 'Q969G3')"
"('P42773', 'P11802')"
"('P62937', 'Q13620')"
"('P85037', 'Q92560')"
"('O60783', 'Q9NY93')"
"('O60568', 'Q9UHL3')"
"('Q15631', 'O95801')"
"('Q6ZNA4', 'P55854')"
"('Q07955', 'O43172')"
"('P86480', 'Q14119')"
"('P12109', 'Q13797')"
"('P04629', 'Q8IZ07')"
"('Q96AJ1', 'Q15717')"
"('P62857', 'P62993')"
"('Q7L2J0', 'P63261')"
"('P55273', 'P62324')"
"('Q1KMD3', 'Q92905')"
"('P0DI81', 'Q5T215')"
"('O95900', 'Q9Y2S7')"
"('P05129', 'P63096')"
"('Q99879', 'P0C0S8')"
"('Q86VP1', 'Q15038')"
"('Q06323', 'Q9Y5Y2')"
"('Q08379', 'Q53HC0')"
"('P08238', 'Q12933')"
"('Q96IR7', 'Q5JTV8')"
"('Q9NZ01', 'Q8N806')"
"('Q0VDD7', 'Q8TCJ0')"
"('P08581', 'P23470')"
"('Q5VX71', 'Q8NFZ4')"
"('Q5T5C0', 'P32856')"
"('P62906', 'Q9UKD2')"
"('Q86T82', 'Q06265')"
"('Q58FF7', 'Q9H9G7')"
"('Q13617', 'O00571')"
"('Q86W54', 'Q9UJV3')"
"('Q8WWY3', 'Q8IXW5')"
"('Q2TBE0', 'Q15427')"
"('P35520', 'Q9BY42')"
"('Q93009', 'Q9NPC7')"
"('P0C7P4', 'Q9H845')"
"('P48454', 'Q13469')"
"('P83876', 'O94906')"
"('Q14232', 'P18089')"
"('P08238', 'Q7L622')"
"('P46821', 'P39687')"
"('P11487', 'P35968')"
"('O43639', 'P12830')"
"('Q8TBZ6', 'Q9UBE0')"
"('P49327', 'P35637')"
"('O15146', 'Q16543')"
"('P25205', 'O60502')"
"('Q96LA8', 'P20719')"
"('Q76FK4', 'P22087')"
"('Q8WXI9', 'P62805')"
"('Q9NY30', 'Q4VXU2')"
"('O00410', 'P49790')"
"('Q9HC78', 'P46940')"
"('Q9H2P0', 'Q9H0W5')"
"('P28702', 'P40222')"
"('P22415', 'P13010')"
"('P10827', 'P24385')"
"('P23771', 'P46094')"
"('O60337', 'P41220')"
"('Q99496', 'Q96HS1')"
"('O75369', 'P60484')"
"('P62136', 'O95625')"
"('Q9NRD1', 'O15230')"
"('Q9H3D4', 'O15151')"
"('Q96T91', 'Q13443')"
"('P41227', 'Q6UN15')"
"('Q96EA4', 'Q9P2H0')"
"('Q3SYB3', 'Q96C00')"
"('P05015', 'P31785')"
"('P61927', 'P27635')"
"('Q9NZN4', 'Q9H201')"
"('P00540', 'Q92845')"
"('Q9BXB5', 'Q14145')"
"('Q9H832', 'Q12933')"
"('Q15910', 'P14649')"
"('Q03181', 'P18146')"
"('P78527', 'P07900')"
"('P0DP25', 'P11233')"
"('Q6ZQN5', 'P46063')"
"('Q86YD7', 'Q05516')"
"('P52292', 'P49792')"
"('Q9Y228', 'Q9UBB9')"
"('P14923', 'Q9H0R8')"
"('P60033', 'Q9Y383')"
"('P06241', 'Q99259')"
"('Q6VAB6', 'Q9UHV9')"
"('Q9UJV9', 'P61978')"
"('P40763', 'P01019')"
"('O43251', 'Q9UPV0')"
"('P46934', 'Q569H4')"
"('O75530', 'P49761')"
"('Q9P244', 'Q9BQ89')"
"('O15551', 'O00501')"
"('Q8IXK0', 'Q9BQE3')"
"('Q15022', 'Q9UKV3')"
"('P49327', 'P63104')"
"('Q16666', 'P45973')"
"('P35613', 'Q9BQE5')"
"('P60369', 'P52737')"
"('P38646', 'Q14568')"
"('Q8WVZ9', 'Q08AD1')"
"('P49792', 'O60260')"
"('Q9P2Y5', 'P35573')"
"('Q15022', 'P26368')"
"('Q9Y244', 'P28070')"
"('P04632', 'Q7L5D6')"
"('Q8TC12', 'Q9HCK4')"
"('P48681', 'O95071')"
"('O60304', 'Q8NF99')"
"('O76013', 'Q6IBS0')"
"('P42285', 'Q16666')"
"('Q15717', 'Q8TE04')"
"('Q7L3S4', 'Q96HE9')"
"('Q96LL9', 'P56181')"
"('Q15800', 'Q9Y2T5')"
"('Q9H2C0', 'Q9Y4A5')"
"('Q5T751', 'Q9BYQ3')"
"('Q8WUW1', 'P59998')"
"('Q15369', 'O75159')"
"('P42262', 'Q9Y4I1')"
"('Q13573', 'Q8N684')"
"('Q9C0B0', 'O95373')"
"('Q99961', 'P08069')"
"('Q8HWS3', 'Q14129')"
"('P61758', 'Q14166')"
"('Q13506', 'Q16633')"
"('Q71UM5', 'Q99759')"
"('O14686', 'P24928')"
"('P54105', 'O14744')"
"('Q8NBT0', 'Q9H0A8')"
"('P10636', 'P19174')"
"('O94973', 'Q5H9R7')"
"('Q96LR5', 'P62877')"
"('Q5T653', 'Q9NUL7')"
"('P21127', 'Q15696')"
"('Q14CW9', 'Q16778')"
"('Q8IVW4', 'Q08379')"
"('Q13882', 'P56945')"
"('Q92997', 'Q9BT49')"
"('Q09028', 'Q9H0R8')"
"('Q99504', 'Q16630')"
"('Q9HB71', 'Q9BQL6')"
"('Q13796', 'P06241')"
"('Q13310', 'Q96HE9')"
"('Q13546', 'Q96DZ5')"
"('P22307', 'P11171')"
"('Q13137', 'Q9Y4Z0')"
"('Q96BN2', 'Q9BWJ5')"
"('P49286', 'P48039')"
"('P10909', 'P15502')"
"('Q96FW1', 'O14737')"
"('P01106', 'P49281')"
"('Q9BT73', 'P25786')"
"('Q01469', 'P31151')"
"('Q9H9Y6', 'O60264')"
"('P01040', 'Q13617')"
"('Q12913', 'P20936')"
"('P35544', 'P22090')"
"('O60548', 'Q3SYB3')"
"('P14314', 'P11310')"
"('P55081', 'Q08379')"
"('O15068', 'Q15796')"
"('Q92614', 'Q5M775')"
"('P00533', 'Q29RF7')"
"('P18206', 'O14562')"
"('P56945', 'Q13813')"
"('Q6PIF2', 'Q16543')"
"('P09234', 'Q92567')"
"('Q96CB9', 'P51460')"
"('Q9BU02', 'Q71U36')"
"('P62304', 'Q9UHI6')"
"('P20333', 'P17066')"
"('P55769', 'P83876')"
"('P41134', 'Q9NQ33')"
"('P35225', 'P15260')"
"('O95347', 'Q9UBN6')"
"('Q9UHD2', 'P19438')"
"('P78371', 'Q9H0R8')"
"('Q00613', 'P78527')"
"('P03372', 'Q96SB4')"
"('P31943', 'Q9Y572')"
"('P07947', 'O14745')"
"('Q99523', 'Q6PCT2')"
"('P32519', 'Q13469')"
"('Q9NY93', 'P62280')"
"('Q9NPJ6', 'A0MZ66')"
"('P37840', 'P21796')"
"('P36956', 'Q86TJ2')"
"('Q6PI78', 'Q9Y5M8')"
"('Q99895', 'Q9BYR8')"
"('Q96HR3', 'Q15648')"
"('Q9H4M3', 'P63208')"
"('P62328', 'Q8IUC2')"
"('P06396', 'Q8N3V7')"
"('Q9Y5S2', 'P42766')"
"('Q9NPY3', 'Q96IP4')"
"('Q5TH69', 'P54259')"
"('P17544', 'Q9H2K8')"
"('Q9BQY4', 'Q08AM6')"
"('O96019', 'Q6PI98')"
"('Q92499', 'P09651')"
"('Q86XZ4', 'P05067')"
"('Q15831', 'Q9UI38')"
"('Q6P2E9', 'Q92900')"
"('Q6P2Q9', 'P38919')"
"('P05412', 'P15498')"
"('Q8N3R9', 'O95954')"
"('Q13464', 'Q96A32')"
"('P48059', 'O95373')"
"('O75147', 'Q9NV31')"
"('P56381', 'Q96H96')"
"('Q9BZE4', 'Q9BQ67')"
"('P17544', 'Q8WW34')"
"('P20340', 'Q14203')"
"('Q7Z434', 'O94826')"
"('Q92733', 'P00441')"
"('Q9H6L5', 'P62491')"
"('Q8IXJ6', 'O43809')"
"('Q712K3', 'O00560')"
"('Q96Q77', 'Q14142')"
"('Q9UBS9', 'P07237')"
"('P05412', 'Q9H4B7')"
"('Q9Y2T2', 'Q8IXS6')"
"('Q96K62', 'Q9Y3C7')"
"('Q99873', 'P25490')"
"('Q9NQ84', 'Q8WVE6')"
"('Q9NWT6', 'Q96NS5')"
"('Q8IYE0', 'Q01850')"
"('Q96B26', 'Q8TBB1')"
"('Q07820', 'O60260')"
"('Q6UY14', 'P60412')"
"('Q04206', 'P35998')"
"('P07339', 'P08246')"
"('P62258', 'Q9UHD2')"
"('Q8TAP6', 'P07900')"
"('Q9P2P5', 'O96019')"
"('Q16570', 'P13500')"
"('P05067', 'P51148')"
"('Q96A72', 'O75530')"
"('Q9BWJ5', 'Q96ES7')"
"('Q92878', 'P54274')"
"('P60411', 'Q16670')"
"('Q15819', 'O75312')"
"('P53350', 'Q13363')"
"('Q92973', 'P27105')"
"('P19387', 'O15160')"
"('Q9Y3T9', 'Q9UBU9')"
"('Q7Z3S9', 'P25786')"
"('Q00526', 'P63208')"
"('Q05655', 'P05771')"
"('P47756', 'Q9Y5K6')"
"('A6NMK7', 'P51946')"
"('P27986', 'Q8IXI1')"
"('Q9BST9', 'Q6PKG0')"
"('P39023', 'P61619')"
"('Q5T4F7', 'Q93098')"
"('O60870', 'Q6IQ23')"
"('Q8TAP9', 'P04216')"
"('Q9NR28', 'P10809')"
"('O60279', 'O00182')"
"('P07195', 'P49917')"
"('Q93074', 'Q5RI15')"
"('Q9Y275', 'Q9NWS6')"
"('P40692', 'P12277')"
"('P21695', 'Q99798')"
"('Q8IWL3', 'Q8N752')"
"('Q9Y4E8', 'Q70EK9')"
"('Q96LD1', 'Q02447')"
"('Q12905', 'Q15427')"
"('Q9NPF8', 'F7VJQ1')"
"('Q9BY76', 'P49716')"
"('Q15375', 'Q8IWV8')"
"('Q8WYP3', 'P61020')"
"('P08574', 'Q04837')"
"('Q8NF91', 'Q15910')"
"('Q01860', 'P78527')"
"('O95166', 'P62899')"
"('P05412', 'O43592')"
"('Q9C002', 'Q9Y6H1')"
"('Q86WB0', 'Q9UKN8')"
"('Q6PJG9', 'Q7Z3S9')"
"('Q96LA8', 'Q9Y6Y8')"
"('P68400', 'P63272')"
"('Q02543', 'P62945')"
"('Q93009', 'Q53GI3')"
"('Q15287', 'P54136')"
"('Q5UIP0', 'P08670')"
"('O95159', 'Q96BA8')"
"('P31946', 'P08670')"
"('O00459', 'Q96HT8')"
"('Q13619', 'P06748')"
"('P14635', 'Q9NSV4')"
"('Q0VD86', 'Q9Y5R4')"
"('P29590', 'P43004')"
"('O60684', 'P55060')"
"('Q96LJ8', 'Q96AJ1')"
"('Q9UGL1', 'Q9UBB5')"
"('Q9NRF8', 'P78347')"
"('Q9UKS7', 'Q13363')"
"('O75038', 'Q9NRD5')"
"('Q9NWH9', 'P43243')"
"('Q6ZW49', 'Q13601')"
"('Q53H96', 'O15131')"
"('Q99567', 'Q9Y6D5')"
"('O75794', 'Q6ZU80')"
"('O76021', 'P25490')"
"('Q96GS4', 'Q9H4M3')"
"('Q01813', 'O95747')"
"('P51571', 'Q8IVT5')"
"('Q53HV7', 'P12757')"
"('P18124', 'P23396')"
"('P49419', 'Q13426')"
"('P04637', 'O15205')"
"('Q9BRA0', 'Q8N9N2')"
"('Q5XPI4', 'P46379')"
"('P35232', 'P21796')"
"('Q9NQZ8', 'Q6ZNH5')"
"('P22392', 'P31939')"
"('P30153', 'P22830')"
"('Q9UQP3', 'P18564')"
"('Q12873', 'Q9NS87')"
"('P05413', 'A0MZ66')"
"('P49736', 'O00303')"
"('Q6N069', 'Q86V81')"
"('Q15428', 'P06753')"
"('Q14765', 'O14796')"
"('O00148', 'O14862')"
"('O43566', 'P42768')"
"('Q15717', 'P78364')"
"('P05556', 'P60981')"
"('O43852', 'Q15185')"
"('Q86SJ2', 'O00555')"
"('O76071', 'Q14181')"
"('Q6FI13', 'P23527')"
"('O75638', 'Q15654')"
"('Q96B77', 'Q9BQ95')"
"('Q96PU8', 'P02751')"
"('Q9NZI2', 'Q6PIL6')"
"('Q6NUN9', 'O00571')"
"('Q15006', 'Q8N9M1')"
"('P32418', 'P18146')"
"('P10809', 'Q13547')"
"('P28331', 'P05023')"
"('P32121', 'Q9UHB6')"
"('P09874', 'P46776')"
"('Q13233', 'Q96GG9')"
"('P61077', 'Q92560')"
"('O15084', 'Q8TAE8')"
"('P43657', 'Q5HYI7')"
"('Q7Z3B4', 'O14964')"
"('Q58FF8', 'Q16665')"
"('Q53S58', 'Q9Y3B7')"
"('P31273', 'Q63HR2')"
"('O95983', 'P51532')"
"('Q9BZL6', 'Q68CJ9')"
"('P27708', 'P19438')"
"('Q9BWG6', 'Q8WXG1')"
"('P01106', 'P48449')"
"('Q71U36', 'O00148')"
"('Q2MKA7', 'Q8NAF0')"
"('O60216', 'P22314')"
"('Q16254', 'O15379')"
"('O00567', 'Q9BZE4')"
"('O95999', 'Q9P1Z9')"
"('P68104', 'P09012')"
"('P40225', 'P01589')"
"('Q7KZF4', 'P62280')"
"('P31689', 'Q9H492')"
"('Q13263', 'Q16236')"
"('Q00610', 'P40227')"
"('Q16186', 'O43765')"
"('Q9NRC8', 'P46939')"
"('P15336', 'Q6IQ16')"
"('P48380', 'Q9H845')"
"('Q96JC9', 'Q659A1')"
"('Q16659', 'Q9HBU1')"
"('Q9NQB0', 'O00255')"
"('Q92858', 'Q9Y520')"
"('Q13148', 'P62906')"
"('P51825', 'P50750')"
"('O15042', 'Q8WYA6')"
"('Q8WX92', 'Q00688')"
"('P04080', 'P18146')"
"('P48681', 'P09496')"
"('P03372', 'Q01094')"
"('Q86UL8', 'Q8TD84')"
"('P53041', 'P23443')"
"('Q86X19', 'Q8NC67')"
"('Q7KZ85', 'Q92466')"
"('O75581', 'O15118')"
"('O96019', 'Q969G3')"
"('Q16659', 'P27635')"
"('Q00613', 'O95757')"
"('Q5TCX8', 'Q86SQ0')"
"('Q9H492', 'P34931')"
"('O43921', 'P11362')"
"('P61956', 'P03372')"
"('Q9H267', 'P49754')"
"('P39023', 'Q15527')"
"('Q00839', 'Q99697')"
"('P34969', 'P63092')"
"('Q9H4L4', 'P25205')"
"('P06241', 'P16885')"
"('Q99523', 'Q8TED0')"
"('O15379', 'Q9Y466')"
"('P63211', 'Q99677')"
"('Q9Y4R7', 'Q9UHR6')"
"('Q17RD7', 'Q9H1C7')"
"('Q9GZQ8', 'O75385')"
"('Q9UM11', 'P15036')"
"('O00148', 'Q92731')"
"('P48454', 'Q12834')"
"('P23258', 'P62263')"
"('O60603', 'P31749')"
"('Q49AN0', 'P08708')"
"('Q76FK4', 'Q7L523')"
"('Q8IU60', 'Q9H1J1')"
"('Q8NA56', 'Q7Z7C8')"
"('P08133', 'Q15637')"
"('Q9C0C2', 'Q8IX12')"
"('Q9BYV2', 'Q01546')"
"('Q8N726', 'O75928')"
"('Q7L576', 'O60573')"
"('Q9UBU9', 'Q15022')"
"('P37840', 'O43236')"
"('P58340', 'Q8IU81')"
"('Q6NT76', 'Q9BVV2')"
"('Q13618', 'Q9UH77')"
"('Q92905', 'P55795')"
"('P61769', 'P02786')"
"('P08637', 'Q8NHJ6')"
"('P61978', 'Q9H492')"
"('Q9GZT8', 'Q9NPF4')"
"('O43660', 'Q8TBF4')"
"('Q9BTV7', 'Q15910')"
"('Q5R372', 'Q4V328')"
"('Q96GW9', 'Q8IWL3')"
"('Q4G148', 'Q9Y4K3')"
"('O75674', 'O15511')"
"('Q9NRA8', 'O43482')"
"('Q9H2P0', 'P17040')"
"('Q9BQQ3', 'Q9BZL6')"
"('P49336', 'Q00536')"
"('P07585', 'Q14031')"
"('P49841', 'Q9Y6Q9')"
"('Q86Y56', 'Q9H444')"
"('P35998', 'P51148')"
"('Q9UMR2', 'Q9UN36')"
"('Q13418', 'Q68CZ2')"
"('P52926', 'Q9UBX2')"
"('Q9HC10', 'P60880')"
"('P12956', 'O75400')"
"('P62805', 'Q71DI3')"
"('Q9NY33', 'P00966')"
"('Q9Y597', 'Q86TI0')"
"('Q15366', 'O60508')"
"('P63279', 'Q9UKY1')"
"('P55209', 'Q8N960')"
"('Q13573', 'P57678')"
"('Q9NRF9', 'Q9BVI0')"
"('Q9Y4L1', 'Q9NVM6')"
"('Q96EY1', 'O75164')"
"('P49641', 'O95163')"
"('P20618', 'Q9UL46')"
"('O75506', 'P60369')"
"('P25098', 'Q8NH93')"
"('Q9BVV7', 'P09669')"
"('O15156', 'P62993')"
"('P23409', 'Q99081')"
"('P62277', 'Q14980')"
"('P24928', 'Q7Z713')"
"('O14920', 'Q8N122')"
"('O43663', 'P14635')"
"('Q96SB4', 'P51858')"
"('Q8TBB1', 'Q9BQD3')"
"('O75351', 'Q12972')"
"('Q14157', 'P63027')"
"('Q7Z3B3', 'O15294')"
"('P22681', 'P40763')"
"('Q8N4C7', 'Q9BWG6')"
"('Q02878', 'P12830')"
"('Q8TBB0', 'Q8WYH8')"
"('Q16537', 'Q9Y3Z3')"
"('O15466', 'Q9NZV5')"
"('Q9P032', 'Q9Y2S7')"
"('Q00005', 'Q07021')"
"('P46940', 'O15264')"
"('Q9H0R8', 'P04259')"
"('Q8NA54', 'Q9Y4K3')"
"('Q9Y2Z0', 'Q3SY69')"
"('P62826', 'P51531')"
"('Q9UBB9', 'O15160')"
"('Q5T890', 'Q9HC98')"
"('Q9Y6E0', 'P30153')"
"('P14921', 'P07814')"
"('O60610', 'P49593')"
"('P35442', 'P13612')"
"('Q16795', 'Q9NX14')"
"('Q01780', 'P05412')"
"('Q96EL3', 'O43615')"
"('P61201', 'O60825')"
"('O43242', 'P63220')"
"('P55036', 'P43686')"
"('P57078', 'Q9NNW5')"
"('Q8WUA4', 'Q969H0')"
"('Q9C0J9', 'P49715')"
"('P63244', 'P40337')"
"('Q9Y490', 'P18084')"
"('Q92905', 'P68104')"
"('P78537', 'P61964')"
"('O00303', 'P47813')"
"('O75934', 'Q96HB5')"
"('Q86VK4', 'Q5JR59')"
"('O95999', 'Q12933')"
"('P18859', 'P0C7P0')"
"('P24928', 'Q96P16')"
"('P67775', 'Q14674')"
"('P29218', 'P04629')"
"('Q9BR77', 'Q2M1P5')"
"('Q9Y275', 'Q9NV64')"
"('P54253', 'Q9H4A3')"
"('P61604', 'P78417')"
"('P08727', 'Q14966')"
"('Q14498', 'O75530')"
"('Q92831', 'P51668')"
"('Q8TBB1', 'P55273')"
"('Q92890', 'Q04323')"
"('P04637', 'Q92831')"
"('P06748', 'Q00839')"
"('O43653', 'P20648')"
"('P60369', 'P19544')"
"('Q9BWH6', 'Q03188')"
"('Q9UM47', 'Q6UXF1')"
"('P25786', 'Q9Y2T2')"
"('P05067', 'P38646')"
"('Q14676', 'Q9UJX3')"
"('P19793', 'Q99743')"
"('Q8ND90', 'Q8TEW0')"
"('Q9Y297', 'Q68CJ9')"
"('Q15717', 'P09131')"
"('P68371', 'P50402')"
"('Q4KMP7', 'O60506')"
"('Q16513', 'Q9C0B0')"
"('Q9P0N5', 'Q9NZJ5')"
"('P62312', 'Q13148')"
"('P10914', 'P01574')"
"('P24821', 'Q9H4F8')"
"('P62917', 'Q9UL18')"
"('Q9UK73', 'Q99801')"
"('P62736', 'P52735')"
"('Q9UKJ5', 'Q5TCM9')"
"('Q15583', 'Q9NQB0')"
"('Q15233', 'O75478')"
"('Q02543', 'P62753')"
"('P21815', 'P18084')"
"('P17787', 'O60674')"
"('Q9NWU5', 'P05412')"
"('Q5VUG0', 'O75608')"
"('O75626', 'P25791')"
"('P15291', 'P07437')"
"('P63172', 'Q9UMZ2')"
"('Q8NC51', 'Q9UER7')"
"('Q06250', 'P60410')"
"('Q2I0M4', 'Q9NRG4')"
"('Q92878', 'Q99496')"
"('Q8N5M4', 'P15374')"
"('O75044', 'Q9P2M7')"
"('P59817', 'P0DP25')"
"('Q15788', 'Q8TEW0')"
"('Q9H9G7', 'P98175')"
"('Q8N8K9', 'P57060')"
"('A6NEM1', 'P0CG20')"
"('P00533', 'P04350')"
"('P06703', 'P24941')"
"('Q96A35', 'Q5XKP0')"
"('P01185', 'Q92633')"
"('P52597', 'Q32P51')"
"('P52848', 'Q02083')"
"('Q9Y248', 'Q96KP4')"
"('P63208', 'Q9Y4G6')"
"('Q96RS6', 'P00748')"
"('P43115', 'Q6PJF5')"
"('Q9UGI9', 'Q15717')"
"('Q9HC52', 'Q13643')"
"('Q9NZC7', 'Q96GM8')"
"('Q01995', 'P09972')"
"('Q13155', 'Q96HA8')"
"('Q00403', 'Q92793')"
"('P98095', 'O14981')"
"('P30480', 'O00442')"
"('P15248', 'P10912')"
"('P15692', 'P22455')"
"('Q9Y297', 'Q8IVM0')"
"('Q6A162', 'P29597')"
"('P55040', 'Q7Z3S9')"
"('Q99853', 'P54577')"
"('P62136', 'P06400')"
"('P23396', 'P62701')"
"('P62873', 'O14775')"
"('Q86V48', 'Q5TB80')"
"('Q8WVB6', 'P12004')"
"('Q9P2G9', 'P48775')"
"('Q8NBM4', 'O94905')"
"('Q99460', 'Q9UQ88')"
"('Q14011', 'Q9HCE7')"
"('P31749', 'P05556')"
"('Q7Z2W7', 'P24588')"
"('Q13148', 'Q13617')"
"('Q8N8L6', 'Q8IWL3')"
"('Q9Y5I7', 'P56856')"
"('Q8WW35', 'Q9NP97')"
"('Q8IZL8', 'P22087')"
"('Q96Q15', 'P62495')"
"('P35638', 'Q10587')"
"('Q9BU89', 'O60784')"
"('P46063', 'Q16531')"
"('Q9H8W4', 'Q6IC98')"
"('P21802', 'P19174')"
"('P62750', 'O14980')"
"('P12755', 'P38646')"
"('Q6NXE6', 'P78371')"
"('O14756', 'P23634')"
"('P40933', 'P48551')"
"('Q9Y4E5', 'Q8N3R9')"
"('P0DJD0', 'Q6EEV6')"
"('Q96S59', 'P68363')"
"('Q9BXW9', 'P20333')"
"('Q8TEK3', 'Q99848')"
"('Q14CN4', 'P02787')"
"('Q9P289', 'Q9H6Y5')"
"('P29374', 'Q96ST3')"
"('P50914', 'P35558')"
"('P29692', 'O43255')"
"('A6NHQ2', 'Q92731')"
"('P21266', 'P03372')"
"('Q9NRC8', 'Q00987')"
"('Q14103', 'P49736')"
"('Q12906', 'P62917')"
"('P55072', 'P62829')"
"('Q8N5N7', 'Q53S58')"
"('Q02543', 'P61313')"
"('Q9UBU9', 'Q14011')"
"('Q00325', 'Q15293')"
"('Q99500', 'P08908')"
"('P07858', 'Q16082')"
"('P40337', 'Q92769')"
"('O60716', 'P07949')"
"('Q13137', 'Q9BWG6')"
"('P16520', 'Q13153')"
"('Q9NQT8', 'Q9ULR3')"
"('Q96DX4', 'Q8IV13')"
"('Q96DA6', 'Q99595')"
"('O15111', 'Q9BXL7')"
"('Q9HCE1', 'Q9BRT3')"
"('P61313', 'P49411')"
"('Q86T65', 'Q99750')"
"('P09067', 'Q96F44')"
"('Q9NQX4', 'O15143')"
"('O15160', 'O14802')"
"('Q86X19', 'Q8N766')"
"('Q6P5Z2', 'P23258')"
"('Q96QZ7', 'O75044')"
"('P55809', 'O75489')"
"('P56211', 'Q9Y4C1')"
"('Q96KR7', 'Q08J23')"
"('Q9Y6Q9', 'O75376')"
"('Q9P2D0', 'P83111')"
"('P38398', 'Q96EP5')"
"('P11487', 'P07333')"
"('P51955', 'P55072')"
"('Q9H4L4', 'P08238')"
"('P39880', 'Q86X76')"
"('Q9UBU9', 'P04626')"
"('Q96JB2', 'Q9NZQ7')"
"('P32320', 'Q9BQC3')"
"('Q13188', 'Q13501')"
"('P38398', 'Q6NZY4')"
"('Q96HU1', 'P30466')"
"('Q9H0W9', 'Q08AM6')"
"('Q01085', 'Q8IWL3')"
"('P01570', 'P42702')"
