negatives
"('P35226', 'O75525')"
"('P61088', 'O95999')"
"('Q9P2M7', 'Q9NXE8')"
"('O00165', 'Q9NVH1')"
"('Q3LXA3', 'P50579')"
"('Q6ZMI0', 'Q8TEA7')"
"('Q9UL18', 'P63173')"
"('Q9Y333', 'Q9Y4Z0')"
"('Q9BW71', 'Q9H6Z4')"
"('P46781', 'P62249')"
"('Q9GZX6', 'Q8N6P7')"
"('Q92769', 'Q15717')"
"('P11310', 'Q86VP6')"
"('O94888', 'Q8IWS0')"
"('Q15370', 'O14544')"
"('Q6GQQ9', 'Q15599')"
"('O15397', 'Q13263')"
"('Q96D31', 'Q96CS3')"
"('P20265', 'P56693')"
"('Q9UM19', 'Q96GD3')"
"('P10809', 'P19320')"
"('P46783', 'Q14134')"
"('P40939', 'Q969H0')"
"('Q9H7Z7', 'Q5VU69')"
"('P22087', 'Q5TC82')"
"('Q8IV08', 'Q96AE4')"
"('O43684', 'P68431')"
"('Q96SB4', 'Q96LK0')"
"('Q14671', 'P55010')"
"('Q96DF8', 'P08670')"
"('Q9Y5K6', 'Q9NYW3')"
"('Q12906', 'P09913')"
"('P35626', 'Q9H207')"
"('P14625', 'Q6PCD5')"
"('Q9Y2Q3', 'Q8WVX9')"
"('O60573', 'Q8TC76')"
"('P36896', 'P98170')"
"('O15182', 'P04792')"
"('P11387', 'Q6P2Q9')"
"('P54098', 'O00716')"
"('O00187', 'P01024')"
"('P20336', 'Q96QF0')"
"('Q6P988', 'O14905')"
"('P05067', 'Q6NUM9')"
"('Q15717', 'Q53HC0')"
"('Q01151', 'P10914')"
"('Q99829', 'O43684')"
"('P35611', 'P06753')"
"('O95166', 'Q9GZZ9')"
"('Q14697', 'Q9H9S0')"
"('Q9H9G7', 'Q8N8Y2')"
"('Q14094', 'Q96E35')"
"('Q8ND90', 'Q9BY77')"
"('P11532', 'P30304')"
"('P61513', 'P62851')"
"('Q9Y217', 'P49286')"
"('O00338', 'Q14527')"
"('P04792', 'P02511')"
"('O00571', 'Q5U5Q3')"
"('P11940', 'Q13573')"
"('P13598', 'Q9NQ11')"
"('P26368', 'O75643')"
"('Q14202', 'Q9UMX0')"
"('P46782', 'Q13601')"
"('Q8IVW6', 'Q12952')"
"('P45973', 'P78371')"
"('P68104', 'Q93045')"
"('Q99933', 'Q5S007')"
"('Q13233', 'P25686')"
"('Q9BVL2', 'Q5SRE5')"
"('Q96Q45', 'Q5VV42')"
"('P61224', 'Q13009')"
"('Q9BWH6', 'P43360')"
"('P53708', 'P06756')"
"('P36873', 'Q8IXW5')"
"('Q15052', 'P32121')"
"('P49368', 'P61160')"
"('O75386', 'Q6ZN11')"
"('P28289', 'Q96C19')"
"('Q8N6S5', 'Q9NVS9')"
"('Q15654', 'Q8N137')"
"('Q9UDX3', 'Q9H8W4')"
"('Q96MW1', 'Q9UN30')"
"('Q86VH2', 'Q13573')"
"('P62820', 'Q86TW2')"
"('O00257', 'P63208')"
"('O14828', 'Q6P1J9')"
"('Q15819', 'Q5T3J3')"
"('Q13131', 'P06213')"
"('P05362', 'P84243')"
"('P01566', 'Q14627')"
"('P54819', 'Q7L2J0')"
"('P05111', 'P27797')"
"('O75822', 'O14775')"
"('Q13043', 'P98177')"
"('Q01081', 'P52756')"
"('P09105', 'O43865')"
"('Q92997', 'Q8TBE0')"
"('P20226', 'Q00403')"
"('P01303', 'Q9UBS5')"
"('Q12857', 'Q9NR30')"
"('P18054', 'Q9UIS9')"
"('Q9Y297', 'Q9UBW8')"
"('Q01094', 'O15151')"
"('P31943', 'P21860')"
"('Q96SW2', 'P35523')"
"('Q13573', 'P54198')"
"('P61289', 'Q8IWI9')"
"('Q96MX0', 'Q8WV28')"
"('P62701', 'P63173')"
"('P34932', 'P35228')"
"('Q9NUX5', 'P04406')"
"('Q9H9T3', 'Q96SB8')"
"('Q96KN7', 'Q86X83')"
"('Q86W11', 'Q9NX65')"
"('O94953', 'Q15291')"
"('Q13315', 'Q5SW79')"
"('O60934', 'Q7L190')"
"('Q9NX55', 'P18669')"
"('P12004', 'Q9UIF7')"
"('P35240', 'O94905')"
"('Q8N9N5', 'Q9NX05')"
"('Q96A08', 'Q9UPS6')"
"('Q13151', 'P02545')"
"('P30876', 'Q16659')"
"('Q6W2J9', 'P41182')"
"('Q04323', 'Q9NRR5')"
"('P13533', 'P49736')"
"('Q96EY7', 'Q9BV73')"
"('Q9BZW7', 'O95201')"
"('Q9Y2T4', 'Q13371')"
"('P27449', 'P21757')"
"('P19838', 'P08670')"
"('P23396', 'Q9Y6K9')"
"('Q96BD6', 'P08581')"
"('Q8TCJ0', 'O75937')"
"('O14617', 'P49407')"
"('Q9UKV3', 'O94906')"
"('Q9BY41', 'Q8IUE6')"
"('O43504', 'P52895')"
"('Q9Y6E7', 'P14735')"
"('Q9UHA4', 'Q93088')"
"('Q13547', 'Q13469')"
"('P04264', 'P02768')"
"('Q9Y3Z3', 'Q15637')"
"('P55060', 'P63104')"
"('Q14703', 'Q92956')"
"('Q9UJV9', 'Q13242')"
"('P43363', 'Q9H8E8')"
"('Q9NYJ8', 'Q9UBE8')"
"('P40692', 'Q15797')"
"('O43353', 'Q9Y6R4')"
"('P08779', 'P35908')"
"('Q9NQW7', 'P04629')"
"('P59998', 'Q9GZT8')"
"('P46379', 'P46087')"
"('Q92905', 'O43318')"
"('Q86UB2', 'Q15717')"
"('O00267', 'P61978')"
"('O14717', 'P05067')"
"('P29460', 'Q9UHF4')"
"('O43175', 'P01889')"
"('P50991', 'P25788')"
"('P12036', 'Q6P1J9')"
"('P45983', 'P15336')"
"('P15927', 'Q9H9Y6')"
"('Q15717', 'P48739')"
"('O95816', 'Q96QT6')"
"('P81605', 'Q13618')"
"('Q92845', 'Q9NRI5')"
"('Q9UK22', 'Q7Z569')"
"('P31946', 'Q6GQQ9')"
"('Q9NYZ3', 'Q9Y2I6')"
"('O00182', 'P55082')"
"('P51665', 'Q02224')"
"('Q9Y6K9', 'Q13573')"
"('Q5BJF6', 'Q8IWC1')"
"('Q8N4N3', 'Q14CS0')"
"('Q6NUQ1', 'P35613')"
"('Q15910', 'P22087')"
"('Q13618', 'Q86UA1')"
"('Q8N1B4', 'Q8N715')"
"('Q9UNZ2', 'Q9UKX3')"
"('Q8IYR0', 'Q5T124')"
"('O75460', 'Q9UKT6')"
"('P19838', 'P62244')"
"('Q9HCE1', 'P20339')"
"('P01876', 'P43631')"
"('Q8TCE9', 'Q9UKT9')"
"('P18583', 'Q12824')"
"('Q9NZ52', 'Q9NY15')"
"('Q92769', 'Q01167')"
"('Q99459', 'P83731')"
"('P31943', 'Q00839')"
"('Q9BPZ7', 'Q9BST9')"
"('O76080', 'P54727')"
"('P41212', 'Q9UQC2')"
"('O00716', 'Q9NVI7')"
"('Q01844', 'P08397')"
"('Q9Y576', 'P09429')"
"('Q96IX9', 'Q08379')"
"('P0C1Z6', 'Q96JG6')"
"('Q13616', 'O43765')"
"('Q9BXF6', 'Q9H4M9')"
"('Q3LI64', 'Q6UXX5')"
"('Q96SB4', 'O75937')"
"('Q9NZT1', 'Q96RR4')"
"('P49770', 'Q9H4I9')"
"('Q16236', 'Q13263')"
"('P20393', 'Q9NZD8')"
"('Q16778', 'P62068')"
"('Q9UGN5', 'Q9H3S4')"
"('O15382', 'Q96G04')"
"('Q9Y5Y6', 'Q15831')"
"('Q6P4R8', 'Q9H9F9')"
"('Q96ST3', 'Q9H9S0')"
"('Q14137', 'P35579')"
"('P35680', 'Q8TCC7')"
"('Q9Y2M5', 'P49642')"
"('P00519', 'Q15303')"
"('O14818', 'Q99460')"
"('Q14576', 'P01023')"
"('Q9Y487', 'P63096')"
"('P41208', 'P54727')"
"('Q8NGF9', 'Q9P2W3')"
"('P48431', 'Q96S59')"
"('Q96HC4', 'Q8IWL3')"
"('P61970', 'Q14974')"
"('P83369', 'Q9BQA1')"
"('Q15276', 'P04629')"
"('P02649', 'Q96JB6')"
"('P01106', 'Q8IXU6')"
"('Q6NXT4', 'Q9UGM1')"
"('Q02878', 'P62424')"
"('Q5W186', 'Q9P0J7')"
"('Q9NV56', 'Q9UKX7')"
"('P60510', 'Q9UIC8')"
"('Q9H9Q2', 'Q15717')"
"('P10809', 'O60260')"
"('Q9Y2M0', 'O95810')"
"('Q00610', 'Q9UJY5')"
"('O00444', 'Q96C92')"
"('Q14978', 'P68400')"
"('Q8NBT0', 'Q8NHQ8')"
"('Q13363', 'P42694')"
"('O00159', 'Q9H596')"
"('Q13952', 'Q68DE3')"
"('P62993', 'P16144')"
"('Q14896', 'Q969Q1')"
"('Q8WVZ9', 'P22061')"
"('Q9Y678', 'P78508')"
"('Q13224', 'Q12959')"
"('Q8IYA8', 'Q17RB8')"
"('O75340', 'Q96B97')"
"('P52948', 'Q14999')"
"('O60504', 'O00401')"
"('P24593', 'Q6ZS10')"
"('P54646', 'P05549')"
"('Q13620', 'Q9H4M3')"
"('O00232', 'P43686')"
"('P36873', 'Q9NR20')"
"('P15391', 'Q6ZUJ8')"
"('P51784', 'Q9P2N7')"
"('Q8IY63', 'Q9NRM7')"
"('Q8TBB1', 'Q5D1E8')"
"('Q9BYR6', 'O43741')"
"('Q8NB12', 'P78424')"
"('Q12923', 'Q13501')"
"('P58340', 'Q96BQ3')"
"('Q8N137', 'Q8IYB1')"
"('Q8NA92', 'Q15047')"
"('P24941', 'P50991')"
"('Q96DG6', 'P31939')"
"('O14965', 'Q15270')"
"('O43432', 'P78344')"
"('Q6P2H3', 'P22314')"
"('Q96JC9', 'Q9Y265')"
"('O60296', 'P63252')"
"('Q5UIP0', 'Q9HCU9')"
"('Q9BRP8', 'Q9P0J7')"
"('Q04864', 'Q01151')"
"('Q8WV44', 'P62837')"
"('Q5TGU0', 'O75360')"
"('P00519', 'P35568')"
"('P11233', 'Q53EZ4')"
"('P29320', 'Q9H6L2')"
"('Q96KG9', 'O14980')"
"('Q15717', 'O75608')"
"('Q5TD97', 'Q96SQ5')"
"('Q8NFW5', 'Q2TAL8')"
"('O43402', 'Q9P0I2')"
"('Q9UK32', 'Q8TDZ2')"
"('P12830', 'Q7Z6J6')"
"('Q86UV6', 'P08238')"
"('P35916', 'Q4KMG9')"
"('Q96FV0', 'Q99697')"
"('Q12905', 'P14373')"
"('Q9BYV2', 'O95983')"
"('O75934', 'P19784')"
"('P40425', 'P20719')"
"('Q07325', 'P54829')"
"('Q9BZP6', 'P29144')"
"('Q9UHN6', 'Q15717')"
"('Q92688', 'P52294')"
"('O76003', 'Q5TA82')"
"('Q8TCB7', 'Q9H4A3')"
"('O00505', 'P53618')"
"('P17858', 'P30480')"
"('P54578', 'Q9BUN8')"
"('O43143', 'Q9Y3T9')"
"('O00159', 'Q155Q3')"
"('P12318', 'P63098')"
"('O95347', 'P50750')"
"('P46060', 'P30041')"
"('O43707', 'P07951')"
"('Q6PKG0', 'Q9NZN8')"
"('P25391', 'P23229')"
"('Q9H3S7', 'O75436')"
"('P09936', 'P06493')"
"('Q9NTG1', 'P04626')"
"('P21333', 'Q14204')"
"('O15479', 'P62750')"
"('O60499', 'Q9UEU0')"
"('Q8N257', 'Q93077')"
"('Q15828', 'P29372')"
"('P17612', 'P42262')"
"('P17936', 'P37231')"
"('Q96RQ3', 'O75600')"
"('P22894', 'Q96GW7')"
"('P45880', 'P60709')"
"('O00231', 'P48556')"
"('Q969K3', 'Q14790')"
"('Q9H492', 'Q01105')"
"('Q8NBL1', 'Q8IX18')"
"('Q9H0W5', 'P19338')"
"('P28340', 'P49005')"
"('Q5UIP0', 'Q9UQ90')"
"('Q92830', 'O75717')"
"('Q9H0I2', 'Q8N6F8')"
"('P06493', 'P16402')"
"('P04637', 'Q9H0Q3')"
"('O15085', 'Q9H4E5')"
"('Q86VZ6', 'P37231')"
"('Q9NWA0', 'P19387')"
"('Q9BYG3', 'Q86VP6')"
"('Q16512', 'Q13393')"
"('P46926', 'Q9NQW7')"
"('Q13936', 'O60858')"
"('O14558', 'Q3LI64')"
"('P05412', 'O00159')"
"('Q9NRC8', 'P61247')"
"('Q13555', 'Q14432')"
"('P38398', 'Q9H6T3')"
"('Q9Y5U2', 'Q9NSG2')"
"('P22234', 'P30613')"
"('P00167', 'P22310')"
"('P01106', 'P38936')"
"('P63104', 'Q9H4B7')"
"('Q6V0I7', 'O00148')"
"('P38398', 'P36873')"
"('O60885', 'P46108')"
"('P30049', 'P56381')"
"('P23610', 'Q13424')"
"('Q15554', 'Q96QC0')"
"('O43390', 'P22087')"
"('Q15717', 'Q9BTL4')"
"('P23246', 'P02751')"
"('P13631', 'Q9Y618')"
"('Q99550', 'O14980')"
"('Q92541', 'Q8N7H5')"
"('O14763', 'Q96P48')"
"('Q9Y6K9', 'P18146')"
"('Q7L190', 'Q14676')"
"('P47914', 'P61313')"
"('Q86WV1', 'O15446')"
"('Q86VP1', 'P60520')"
"('Q9BWF3', 'P48431')"
"('O15350', 'Q9Y294')"
"('P11021', 'Q9GZU5')"
"('P63241', 'Q63HR2')"
"('Q8IYF1', 'P45973')"
"('Q9H0R8', 'P09104')"
"('P40337', 'P62263')"
"('Q9NQW7', 'Q8WZA9')"
"('Q9Y2X8', 'Q9Y577')"
"('Q07955', 'Q9BYV6')"
"('Q9UNF1', 'P01106')"
"('O15524', 'P40763')"
"('P24941', 'Q9NS91')"
"('Q96S53', 'O60307')"
"('P23508', 'Q14232')"
"('Q9Y4G6', 'P13612')"
"('Q96QK1', 'P32121')"
"('Q9BRR8', 'Q96LK0')"
"('Q14247', 'P48163')"
"('O60563', 'P29590')"
"('Q9NS69', 'Q12906')"
"('Q13242', 'O75147')"
"('O43679', 'P61371')"
"('P60866', 'P62701')"
"('Q12774', 'Q12933')"
"('O14656', 'O14657')"
"('Q9UQL6', 'P16403')"
"('Q9NRC8', 'P46939')"
"('P62330', 'Q13393')"
"('P22301', 'Q99062')"
"('Q9UQL6', 'Q9UKS7')"
"('Q9H7D0', 'Q92556')"
"('Q7Z6G3', 'O75909')"
"('P45985', 'Q9NYL2')"
"('Q6A163', 'Q9Y2B5')"
"('O95229', 'Q5U651')"
"('Q16719', 'P23528')"
"('O95718', 'P11142')"
"('Q8TEK3', 'Q14008')"
"('Q8N3E9', 'Q96JC9')"
"('O75909', 'Q8HWS3')"
"('Q96L73', 'Q9Y466')"
"('Q8WWI1', 'P12830')"
"('P37198', 'Q9BVL2')"
"('P35579', 'Q5TGY3')"
"('Q9Y5J5', 'O14593')"
"('Q9H2X0', 'O43597')"
"('P49327', 'Q9BXB1')"
"('P30260', 'O14980')"
"('Q9Y6B6', 'Q15165')"
"('Q15020', 'Q14331')"
"('Q9Y478', 'Q96AH8')"
"('Q13153', 'Q9H0C8')"
"('Q9BV73', 'Q6UVJ0')"
"('P51532', 'Q6N021')"
"('O14920', 'O95163')"
"('P02751', 'P14618')"
"('P05023', 'P31152')"
"('P62495', 'Q9HAU5')"
"('P10588', 'P13631')"
"('P25774', 'P28325')"
"('O00459', 'P49407')"
"('P49639', 'O60341')"
"('Q96II8', 'Q9BYG5')"
"('Q0VD86', 'Q8TEW6')"
"('P53350', 'Q92841')"
"('Q8NHV4', 'Q08380')"
"('P22626', 'Q9UQ80')"
"('Q01860', 'P82914')"
"('P81274', 'Q99501')"
"('P35611', 'P04629')"
"('P61981', 'Q92625')"
"('Q15326', 'P04062')"
"('Q5VZL5', 'Q9NRR5')"
"('P31751', 'P18848')"
"('Q9BRS8', 'Q9NZM3')"
"('Q86Y56', 'P21589')"
"('P57078', 'P11142')"
"('Q96N11', 'P51858')"
"('O15105', 'O75807')"
"('P13224', 'Q9UNA3')"
"('Q9H257', 'Q96F86')"
"('P49207', 'P47914')"
"('Q93074', 'Q9ULK4')"
"('Q96PZ0', 'P13929')"
"('P51116', 'Q8IVW4')"
"('Q05086', 'P61077')"
"('Q969P5', 'P36952')"
"('P36941', 'Q8NEF3')"
"('P01375', 'Q68D85')"
"('P07332', 'Q9HCM2')"
"('P49459', 'Q8IWV7')"
"('Q9H607', 'P78362')"
"('P19320', 'P18124')"
"('Q16643', 'Q0ZGT2')"
"('Q9NZN9', 'Q9HBE1')"
"('P19012', 'Q96GM5')"
"('Q13573', 'Q15466')"
"('Q5VWN6', 'Q9H257')"
"('Q8NC51', 'P35544')"
"('O60315', 'P48431')"
"('P18847', 'O75177')"
"('P32242', 'P60369')"
"('Q9H6J7', 'Q13042')"
"('Q01844', 'P51991')"
"('Q15527', 'Q9NVP1')"
"('P11142', 'P49368')"
"('P63096', 'O14924')"
"('Q9P2W9', 'Q9NRI5')"
"('P62807', 'Q13129')"
"('A2RRH5', 'P08243')"
"('A6NEM1', 'Q86UD4')"
"('Q92673', 'O00214')"
"('Q86XR8', 'Q8WUF5')"
"('P35052', 'P16284')"
"('Q16778', 'P61964')"
"('P80188', 'Q13049')"
"('Q9UER7', 'Q92698')"
"('Q96B26', 'P61968')"
"('P28482', 'P41182')"
"('Q05655', 'Q9UPN3')"
"('Q9H4B6', 'Q9BSJ2')"
"('Q9BQ67', 'P60520')"
"('Q9BQ24', 'P14373')"
"('P60660', 'Q13616')"
"('Q9NRL3', 'Q9P2B4')"
"('P62899', 'P23396')"
"('Q32P44', 'Q04917')"
"('P29692', 'Q9Y570')"
"('P49419', 'P08243')"
"('Q66LE6', 'Q08289')"
"('Q504Q3', 'Q13813')"
"('P08218', 'P08572')"
"('P40692', 'Q9H0J9')"
"('P20711', 'P35613')"
"('Q04917', 'Q96PY6')"
"('P12235', 'P62993')"
"('Q8NA61', 'Q9BVG8')"
"('Q12986', 'Q08211')"
"('Q9HCM2', 'P60763')"
"('P49116', 'Q13263')"
"('P41218', 'O00425')"
"('P63173', 'P46779')"
"('P98170', 'O15067')"
"('O15315', 'P62807')"
"('Q9UPQ3', 'P61586')"
"('Q96GE6', 'Q96LZ3')"
"('P10515', 'P05026')"
"('O60934', 'P43246')"
"('Q9UDV6', 'P18847')"
"('Q93008', 'Q9H992')"
"('P13674', 'Q9Y468')"
"('Q504Q3', 'Q58A45')"
"('O60499', 'Q96AJ9')"
"('O00422', 'P55769')"
"('Q92754', 'P03372')"
"('Q5VV17', 'P54725')"
"('Q86WV1', 'Q13094')"
"('Q969H0', 'P10242')"
"('Q9BYC8', 'Q86TS9')"
"('Q9BRP4', 'O00487')"
"('Q6ZU52', 'P63010')"
"('O76081', 'Q8NEC5')"
"('Q7Z7A1', 'Q1MSJ5')"
"('Q9BUN8', 'P27824')"
"('P49411', 'P84077')"
"('Q7L190', 'P42858')"
"('P33993', 'Q08999')"
"('P00533', 'P68366')"
"('P08700', 'P26951')"
"('Q6PD62', 'P68400')"
"('Q86WG3', 'Q9UNE7')"
"('O60287', 'O75147')"
"('P52655', 'Q8WV60')"
"('Q9ULD0', 'Q8NB12')"
"('P24530', 'P25098')"
"('P51003', 'O60508')"
"('Q96FI4', 'P15927')"
"('P04629', 'A1X283')"
"('P51668', 'O43255')"
"('O00505', 'P27695')"
"('P49768', 'P23528')"
"('O15067', 'P40337')"
"('O75815', 'P17812')"
"('Q3V6T2', 'O14980')"
"('O95273', 'Q9ULW2')"
"('O75604', 'Q86UK7')"
"('P49721', 'P25786')"
"('P11177', 'P20674')"
"('P51531', 'Q92784')"
"('Q8NI37', 'P00558')"
"('O15075', 'Q13009')"
"('Q96HY6', 'Q6PHW0')"
"('O43291', 'Q9BSJ2')"
"('Q8N3L3', 'Q8N1B4')"
"('Q12912', 'Q9H2C0')"
"('P62820', 'P33316')"
"('P35240', 'Q92598')"
"('Q9HB63', 'Q9UBU9')"
"('Q9P015', 'Q9BRJ2')"
"('Q92905', 'P62937')"
"('P04798', 'O60763')"
"('P05412', 'Q7Z4W1')"
"('Q8IUD2', 'Q6UVJ0')"
"('Q08379', 'Q96MU7')"
"('Q9UQ16', 'Q99963')"
"('P62140', 'Q15717')"
"('Q6P4R8', 'Q53TQ3')"
"('P04843', 'Q9UBV2')"
"('Q6P988', 'P09544')"
"('Q96GN5', 'Q8WWY3')"
"('P08758', 'Q92597')"
"('Q16610', 'Q96IK5')"
"('P84098', 'P62987')"
"('Q92754', 'O15230')"
"('O00213', 'Q01105')"
"('Q96IX9', 'Q9BSW2')"
"('Q6EMB2', 'O75665')"
"('Q9Y608', 'Q96H55')"
"('Q14576', 'Q5SZQ8')"
"('O94919', 'Q9Y3E0')"
"('Q92831', 'Q16665')"
"('Q7Z6M2', 'Q07021')"
"('Q8NCY6', 'Q8TBB1')"
"('P60410', 'Q9Y2K5')"
"('Q969M3', 'Q9UNL2')"
"('Q9Y547', 'Q8N4P2')"
"('P61160', 'P12830')"
"('Q3MII6', 'Q9BQ89')"
"('Q99750', 'Q8IVW4')"
"('O75478', 'P11021')"
"('Q6PKG0', 'P55316')"
"('Q6NUN9', 'P16989')"
"('P01889', 'Q9UNM6')"
"('P11021', 'P12755')"
"('Q13216', 'P18074')"
"('P52803', 'P35916')"
"('Q9NRR5', 'P23284')"
"('O60503', 'P15514')"
"('Q8TF42', 'Q5VTE0')"
"('Q8NHR9', 'Q07890')"
"('P29034', 'P33764')"
"('Q8IVP5', 'Q13363')"
"('Q8IYT8', 'P54105')"
"('Q86YP4', 'Q92769')"
"('O15496', 'O14964')"
"('Q9Y597', 'Q8NEY1')"
"('Q5GAN6', 'Q96BA8')"
"('O95967', 'Q99750')"
"('O95551', 'P51451')"
"('Q13257', 'P51955')"
"('Q9UHD2', 'Q15233')"
"('P20648', 'P62491')"
"('Q9H9Q2', 'Q13287')"
"('Q9UKB1', 'Q9UDY4')"
"('O43313', 'Q13535')"
"('Q8WYK2', 'P32780')"
"('P45983', 'P17535')"
"('Q86SQ0', 'Q9UHB6')"
"('P79483', 'P01903')"
"('P82094', 'Q92831')"
"('P20226', 'P45973')"
"('Q9H0E2', 'Q9Y5X2')"
"('Q9H0K4', 'Q8NB12')"
"('Q13492', 'P42566')"
"('Q6PIY7', 'Q86UW9')"
"('P13073', 'O00560')"
"('Q9H0W5', 'P14923')"
"('Q14157', 'P03372')"
"('Q96DB2', 'P42167')"
"('P78386', 'Q6A163')"
"('P28360', 'P50458')"
"('Q8IZT6', 'P01106')"
"('Q96PS8', 'O15173')"
"('Q12809', 'P0DMV8')"
"('P41214', 'P41567')"
"('O43889', 'Q13438')"
"('Q04726', 'Q9BQA5')"
"('P27635', 'Q9Y5B9')"
"('Q15370', 'Q14241')"
"('P52294', 'Q13568')"
"('O00167', 'Q93062')"
"('Q92685', 'Q96GX1')"
"('P07900', 'P07947')"
"('Q99933', 'Q99075')"
"('Q96LI5', 'Q9NZN8')"
"('O43353', 'O60603')"
"('P40763', 'O15392')"
"('P35626', 'Q8NGC0')"
"('O76003', 'P04629')"
"('Q14686', 'Q9H4Z2')"
"('Q99832', 'Q9UBU9')"
"('Q9C0B0', 'Q02218')"
"('P12931', 'P67775')"
"('P15884', 'Q9UIL1')"
"('Q9H2W6', 'Q9NQ50')"
"('P42025', 'Q9UJW0')"
"('P46087', 'Q8WTT2')"
"('O94842', 'Q9H422')"
"('P63165', 'Q9UHF7')"
"('Q02447', 'O15156')"
"('P24941', 'P61626')"
"('O14641', 'Q96B18')"
"('P16885', 'P10636')"
"('Q9UHV9', 'Q16821')"
"('P19086', 'Q9HB71')"
"('Q9Y4C2', 'P04629')"
"('P03372', 'Q16665')"
"('O96018', 'O14980')"
"('O75489', 'P00387')"
"('Q9H972', 'Q9HCE1')"
"('Q9BYR7', 'Q8N6T3')"
"('P10415', 'O95817')"
"('P22736', 'P08238')"
"('Q9HCE5', 'Q15007')"
"('Q3LI72', 'Q16633')"
"('Q9NVI7', 'O00716')"
"('P16104', 'P00533')"
"('Q08209', 'P41594')"
"('P49790', 'Q8NFH4')"
"('Q5HYK9', 'P36873')"
"('Q13618', 'Q96QE5')"
"('P12036', 'Q13510')"
"('Q16363', 'P06756')"
"('Q14943', 'P30508')"
"('P36578', 'Q8NC51')"
"('P40763', 'Q04206')"
"('Q93050', 'Q9Y3E0')"
"('Q8N137', 'P12277')"
"('P54132', 'P61326')"
"('P28356', 'Q5T7V8')"
"('P37198', 'P61970')"
"('P46109', 'P42684')"
"('O75618', 'Q14790')"
"('P49407', 'Q5TZ20')"
"('Q9NSC5', 'Q9UL62')"
"('P46108', 'P08238')"
"('P16234', 'Q06124')"
"('P52798', 'P22607')"
"('Q8NHY3', 'Q6NT76')"
"('P83731', 'P62857')"
"('Q969Q1', 'Q9Y692')"
"('Q9NRC8', 'P08559')"
"('Q9BQ83', 'Q8WXD5')"
"('O60506', 'P07384')"
"('Q13596', 'Q14247')"
"('Q9H2F5', 'Q9NV56')"
"('Q9Y572', 'Q69YQ0')"
"('Q14137', 'Q14999')"
"('Q9Y4A5', 'Q13469')"
"('P19419', 'Q13547')"
"('P07900', 'P33552')"
"('Q9Y6Q6', 'Q9UQC2')"
"('O14980', 'Q14677')"
"('P18146', 'P01583')"
"('O75475', 'Q07955')"
"('O95602', 'Q9Y2S0')"
"('Q16385', 'O75530')"
"('P48444', 'Q9Y678')"
"('Q99496', 'Q14444')"
"('Q96HW7', 'Q8N201')"
"('O14641', 'O95551')"
"('Q92624', 'Q8WVM8')"
"('P48382', 'Q9H9E1')"
"('P17931', 'P01023')"
"('Q06730', 'O95503')"
"('P15923', 'P15884')"
"('P01106', 'Q96BD8')"
"('P11387', 'Q14684')"
"('Q07869', 'Q86TX2')"
"('P09067', 'P36406')"
"('O15440', 'P54819')"
"('Q15691', 'P05067')"
"('Q9Y2I6', 'O75376')"
"('Q9P2K6', 'Q9UHV2')"
"('P09497', 'P53675')"
"('O75031', 'Q8IYE1')"
"('Q8IZ21', 'Q9NP90')"
"('Q71U36', 'Q96Q15')"
"('O75420', 'Q8TEJ3')"
"('P07900', 'Q7Z7L1')"
"('P31751', 'Q07817')"
"('Q9H0E3', 'O75182')"
"('O75593', 'O14981')"
"('Q9NYP9', 'Q9BVL2')"
"('Q96EY1', 'P17612')"
"('Q13237', 'Q8TEY5')"
"('O43681', 'P49720')"
"('Q8WZ33', 'Q9Y6K9')"
"('O75031', 'P51451')"
"('Q13618', 'Q9UKV8')"
"('Q8N205', 'P56851')"
"('Q96JC1', 'P51149')"
"('P27482', 'P56539')"
"('Q92841', 'P35244')"
"('P50552', 'O95684')"
"('Q53FE4', 'O43463')"
"('Q6AHZ1', 'Q16665')"
"('Q15717', 'Q7Z419')"
"('Q96TC7', 'P51674')"
"('P26441', 'Q13651')"
"('Q00987', 'Q15527')"
"('Q9NYJ8', 'Q9H1Y0')"
"('P05386', 'P62280')"
"('Q9Y5M8', 'P11441')"
"('Q9BT92', 'Q9Y5B8')"
"('Q14974', 'P35658')"
"('P41743', 'P15311')"
"('Q13618', 'Q5BKZ1')"
"('P21917', 'P61952')"
"('P49959', 'O60934')"
"('Q08211', 'Q12905')"
"('Q01082', 'P53618')"
"('Q99729', 'Q13616')"
"('Q9UHB7', 'O00560')"
"('Q9BQ04', 'Q3SY00')"
"('Q969D9', 'Q8IU57')"
"('P41219', 'O95447')"
"('P41182', 'P0CW20')"
"('Q01105', 'Q9Y6K9')"
"('O14818', 'Q92905')"
"('P04278', 'Q04941')"
"('Q96M98', 'O15354')"
"('Q99942', 'P49447')"
"('Q9Y6K9', 'P55212')"
"('P08709', 'Q96RL1')"
"('P20648', 'P51572')"
"('O75493', 'Q9NR09')"
"('P24928', 'P11308')"
"('Q8NEG7', 'P05067')"
"('Q96KQ4', 'Q9HAU0')"
"('P08727', 'P13612')"
"('O00170', 'P11279')"
"('Q8IWS0', 'Q13547')"
"('Q9UBX1', 'Q15165')"
"('Q92764', 'Q5XKE5')"
"('Q9NW13', 'Q15633')"
"('P41221', 'O00755')"
"('Q96CS3', 'P22695')"
"('Q15031', 'P27348')"
"('O95299', 'O14874')"
"('P50750', 'P43243')"
"('P30876', 'Q9NVR2')"
