negatives
"frozenset({'P51116', 'Q99708', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q92785', 'P51531'})"
"frozenset({'Q16836', 'Q15637', 'TGFbetaReceptor'})"
"frozenset({'Q9UQC2', 'Q5VZ89', 'TGFbetaReceptor'})"
"frozenset({'P60520', 'Q08188', 'TGFbetaReceptor'})"
"frozenset({'Q13895', 'Q9H4L5', 'TGFbetaReceptor'})"
"frozenset({'P54619', 'Q8WWB7', 'TGFbetaReceptor'})"
"frozenset({'Q15008', 'P40306', 'TGFbetaReceptor'})"
"frozenset({'Q9H211', 'Q9Y5N6', 'TGFbetaReceptor'})"
"frozenset({'Q6FI13', 'Q5S007', 'TGFbetaReceptor'})"
"frozenset({'P21675', 'Q12962', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P06400', 'P62136'})"
"frozenset({'Q96HC4', 'P60409', 'TGFbetaReceptor'})"
"frozenset({'O14746', 'P06280', 'TGFbetaReceptor'})"
"frozenset({'Q9BWH6', 'P52732', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P62993', 'O43610'})"
"frozenset({'Q16623', 'Q9BV40', 'TGFbetaReceptor'})"
"frozenset({'O43172', 'P83876', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9Y4B4', 'P54253'})"
"frozenset({'O95359', 'TGFbetaReceptor', 'Q6PD62'})"
"frozenset({'Q16531', 'Q9H0E3', 'TGFbetaReceptor'})"
"frozenset({'Q69YQ0', 'Q92614', 'TGFbetaReceptor'})"
"frozenset({'Q01453', 'Q92838', 'TGFbetaReceptor'})"
"frozenset({'P36873', 'O95359', 'TGFbetaReceptor'})"
"frozenset({'P78344', 'P00533', 'TGFbetaReceptor'})"
"frozenset({'Q9P2X7', 'P62140', 'TGFbetaReceptor'})"
"frozenset({'Q96CW1', 'P05141', 'TGFbetaReceptor'})"
"frozenset({'Q99828', 'TGFbetaReceptor', 'Q3KNT9'})"
"frozenset({'Q9NRA2', 'P17931', 'TGFbetaReceptor'})"
"frozenset({'P46934', 'Q6ZVM7', 'TGFbetaReceptor'})"
"frozenset({'Q9UGH3', 'O15120', 'TGFbetaReceptor'})"
"frozenset({'Q92831', 'P52732', 'TGFbetaReceptor'})"
"frozenset({'P30511', 'P43631', 'TGFbetaReceptor'})"
"frozenset({'P25789', 'Q9C0C7', 'TGFbetaReceptor'})"
"frozenset({'P63279', 'P21675', 'TGFbetaReceptor'})"
"frozenset({'Q96F86', 'TGFbetaReceptor', 'Q00536'})"
"frozenset({'Q9NRD1', 'P46977', 'TGFbetaReceptor'})"
"frozenset({'P09651', 'Q8WXA9', 'TGFbetaReceptor'})"
"frozenset({'Q9NYY3', 'O60911', 'TGFbetaReceptor'})"
"frozenset({'P07900', 'P00519', 'TGFbetaReceptor'})"
"frozenset({'O14647', 'TGFbetaReceptor', 'Q9NVV9'})"
"frozenset({'P29083', 'Q15029', 'TGFbetaReceptor'})"
"frozenset({'Q96PF2', 'P07900', 'TGFbetaReceptor'})"
"frozenset({'Q15562', 'Q13207', 'TGFbetaReceptor'})"
"frozenset({'P15880', 'P62906', 'TGFbetaReceptor'})"
"frozenset({'P01106', 'Q5JWR5', 'TGFbetaReceptor'})"
"frozenset({'Q15631', 'P61221', 'TGFbetaReceptor'})"
"frozenset({'O00308', 'TGFbetaReceptor', 'Q96SZ6'})"
"frozenset({'Q15717', 'P61088', 'TGFbetaReceptor'})"
"frozenset({'P20930', 'Q07820', 'TGFbetaReceptor'})"
"frozenset({'Q14676', 'Q16891', 'TGFbetaReceptor'})"
"frozenset({'P06744', 'TGFbetaReceptor', 'Q8NI37'})"
"frozenset({'P50990', 'P13612', 'TGFbetaReceptor'})"
"frozenset({'Q8N5M9', 'P05067', 'TGFbetaReceptor'})"
"frozenset({'P35226', 'P61326', 'TGFbetaReceptor'})"
"frozenset({'Q9H0R8', 'P30153', 'TGFbetaReceptor'})"
"frozenset({'P17612', 'P28472', 'TGFbetaReceptor'})"
"frozenset({'Q9UJP4', 'Q13618', 'TGFbetaReceptor'})"
"frozenset({'Q92598', 'P28074', 'TGFbetaReceptor'})"
"frozenset({'Q9P0K7', 'TGFbetaReceptor', 'Q68CZ1'})"
"frozenset({'P51828', 'TGFbetaReceptor', 'P22612'})"
"frozenset({'P62266', 'P82912', 'TGFbetaReceptor'})"
"frozenset({'Q13895', 'Q13206', 'TGFbetaReceptor'})"
"frozenset({'P13500', 'O00574', 'TGFbetaReceptor'})"
"frozenset({'P14416', 'TGFbetaReceptor', 'Q9UK08'})"
"frozenset({'Q9BPU6', 'Q16555', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P62837', 'Q8NG27'})"
"frozenset({'Q8N122', 'Q9C0C7', 'TGFbetaReceptor'})"
"frozenset({'Q8N122', 'Q9Y4H2', 'TGFbetaReceptor'})"
"frozenset({'A6NC98', 'Q9NX04', 'TGFbetaReceptor'})"
"frozenset({'Q15369', 'Q9NQW7', 'TGFbetaReceptor'})"
"frozenset({'P00367', 'O75461', 'TGFbetaReceptor'})"
"frozenset({'Q9NRD5', 'TGFbetaReceptor', 'P30086'})"
"frozenset({'Q13418', 'O43143', 'TGFbetaReceptor'})"
"frozenset({'O15347', 'O75360', 'TGFbetaReceptor'})"
"frozenset({'Q9Y6B7', 'Q96N21', 'TGFbetaReceptor'})"
"frozenset({'Q04323', 'Q16881', 'TGFbetaReceptor'})"
"frozenset({'P56524', 'TGFbetaReceptor', 'Q13555'})"
"frozenset({'P61978', 'Q9UJV9', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q02878', 'P62277'})"
"frozenset({'Q92930', 'TGFbetaReceptor', 'Q16625'})"
"frozenset({'O14764', 'TGFbetaReceptor', 'Q15111'})"
"frozenset({'Q9UI10', 'P43146', 'TGFbetaReceptor'})"
"frozenset({'Q9BPU6', 'TGFbetaReceptor', 'Q9NVR5'})"
"frozenset({'P06753', 'Q99496', 'TGFbetaReceptor'})"
"frozenset({'P38646', 'P61956', 'TGFbetaReceptor'})"
"frozenset({'Q96P63', 'TGFbetaReceptor', 'Q9Y5K5'})"
"frozenset({'TGFbetaReceptor', 'P15923', 'O75616'})"
"frozenset({'Q9UBU9', 'Q99933', 'TGFbetaReceptor'})"
"frozenset({'P51668', 'Q9H5J8', 'TGFbetaReceptor'})"
"frozenset({'P55010', 'Q99613', 'TGFbetaReceptor'})"
"frozenset({'Q96GK7', 'TGFbetaReceptor', 'P49419'})"
"frozenset({'Q5TC82', 'O75643', 'TGFbetaReceptor'})"
"frozenset({'Q92544', 'Q15005', 'TGFbetaReceptor'})"
"frozenset({'Q9Y221', 'Q76FK4', 'TGFbetaReceptor'})"
"frozenset({'P61964', 'Q92905', 'TGFbetaReceptor'})"
"frozenset({'Q14315', 'Q99755', 'TGFbetaReceptor'})"
"frozenset({'O60674', 'P38159', 'TGFbetaReceptor'})"
"frozenset({'Q9UKV5', 'Q13263', 'TGFbetaReceptor'})"
"frozenset({'Q14008', 'Q9UHR6', 'TGFbetaReceptor'})"
"frozenset({'P54725', 'TGFbetaReceptor', 'Q9NYL9'})"
"frozenset({'P49768', 'Q96BI3', 'TGFbetaReceptor'})"
"frozenset({'P61077', 'TGFbetaReceptor', 'Q14258'})"
"frozenset({'P36873', 'Q5UIP0', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P41279', 'Q9NYJ8'})"
"frozenset({'P21291', 'P04792', 'TGFbetaReceptor'})"
"frozenset({'Q96EK5', 'TGFbetaReceptor', 'Q9C009'})"
"frozenset({'TGFbetaReceptor', 'Q08209', 'P53805'})"
"frozenset({'Q01718', 'Q96G30', 'TGFbetaReceptor'})"
"frozenset({'O14965', 'Q9UNN5', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q96IK5', 'O75342'})"
"frozenset({'Q07627', 'P52797', 'TGFbetaReceptor'})"
"frozenset({'Q0VD86', 'Q5SWW7', 'TGFbetaReceptor'})"
"frozenset({'Q96FV9', 'Q9C0E2', 'TGFbetaReceptor'})"
"frozenset({'Q13492', 'Q9NR46', 'TGFbetaReceptor'})"
"frozenset({'Q13418', 'Q14444', 'TGFbetaReceptor'})"
"frozenset({'O43303', 'TGFbetaReceptor', 'Q71U36'})"
"frozenset({'P11441', 'P46776', 'TGFbetaReceptor'})"
"frozenset({'P23527', 'Q96KK5', 'TGFbetaReceptor'})"
"frozenset({'P61421', 'O75390', 'TGFbetaReceptor'})"
"frozenset({'P42771', 'Q15361', 'TGFbetaReceptor'})"
"frozenset({'O95168', 'Q86Y39', 'TGFbetaReceptor'})"
"frozenset({'O60292', 'P63104', 'TGFbetaReceptor'})"
"frozenset({'Q01844', 'Q9GZQ8', 'TGFbetaReceptor'})"
"frozenset({'Q8N201', 'Q99459', 'TGFbetaReceptor'})"
"frozenset({'Q8NHW3', 'Q16539', 'TGFbetaReceptor'})"
"frozenset({'P56945', 'Q9Y4L1', 'TGFbetaReceptor'})"
"frozenset({'Q9H967', 'P51114', 'TGFbetaReceptor'})"
"frozenset({'P82664', 'Q15717', 'TGFbetaReceptor'})"
"frozenset({'Q8IVT5', 'P35269', 'TGFbetaReceptor'})"
"frozenset({'P55211', 'Q9Y6F1', 'TGFbetaReceptor'})"
"frozenset({'P31151', 'Q00005', 'TGFbetaReceptor'})"
"frozenset({'P38646', 'Q13618', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P60411', 'Q9HBT8'})"
"frozenset({'P41227', 'P00533', 'TGFbetaReceptor'})"
"frozenset({'Q9H3U1', 'Q86UK5', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P85037', 'Q8WUU5'})"
"frozenset({'Q96J92', 'O00141', 'TGFbetaReceptor'})"
"frozenset({'Q9GZX6', 'P15260', 'TGFbetaReceptor'})"
"frozenset({'P06729', 'TGFbetaReceptor', 'O43586'})"
"frozenset({'Q9BYB0', 'Q9H2G2', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P01889', 'P28072'})"
"frozenset({'P19388', 'TGFbetaReceptor', 'O95602'})"
"frozenset({'O00750', 'P62993', 'TGFbetaReceptor'})"
"frozenset({'Q7KZI7', 'Q13480', 'TGFbetaReceptor'})"
"frozenset({'Q70EL2', 'O00442', 'TGFbetaReceptor'})"
"frozenset({'P27986', 'TGFbetaReceptor', 'O15056'})"
"frozenset({'Q00341', 'TGFbetaReceptor', 'Q5U5Q3'})"
"frozenset({'O43609', 'P62993', 'TGFbetaReceptor'})"
"frozenset({'Q8IWL3', 'TGFbetaReceptor', 'P54727'})"
"frozenset({'Q92793', 'P04150', 'TGFbetaReceptor'})"
"frozenset({'P42166', 'Q9ULX6', 'TGFbetaReceptor'})"
"frozenset({'Q9HCC0', 'P19838', 'TGFbetaReceptor'})"
"frozenset({'P62316', 'P62304', 'TGFbetaReceptor'})"
"frozenset({'Q3KNV8', 'Q99471', 'TGFbetaReceptor'})"
"frozenset({'O15355', 'TGFbetaReceptor', 'Q04726'})"
"frozenset({'Q9NZH5', 'TGFbetaReceptor', 'Q9UM13'})"
"frozenset({'Q8N474', 'P56705', 'TGFbetaReceptor'})"
"frozenset({'Q96CS2', 'Q96JB2', 'TGFbetaReceptor'})"
"frozenset({'P15336', 'P22695', 'TGFbetaReceptor'})"
"frozenset({'O94905', 'Q96DB2', 'TGFbetaReceptor'})"
"frozenset({'Q93062', 'Q01844', 'TGFbetaReceptor'})"
"frozenset({'Q8IZP0', 'TGFbetaReceptor', 'Q13322'})"
"frozenset({'P09651', 'P30153', 'TGFbetaReceptor'})"
"frozenset({'Q14919', 'P25208', 'TGFbetaReceptor'})"
"frozenset({'Q9BT40', 'Q15323', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P23258', 'Q6R327'})"
"frozenset({'P20248', 'TGFbetaReceptor', 'Q7L5N1'})"
"frozenset({'P42357', 'Q96IK5', 'TGFbetaReceptor'})"
"frozenset({'Q9BVA1', 'P07900', 'TGFbetaReceptor'})"
"frozenset({'Q14315', 'P26006', 'TGFbetaReceptor'})"
"frozenset({'Q08499', 'P12931', 'TGFbetaReceptor'})"
"frozenset({'Q8N9T8', 'P05388', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q8N4C6', 'P49841'})"
"frozenset({'TGFbetaReceptor', 'Q15759', 'P60953'})"
"frozenset({'P38919', 'O00422', 'TGFbetaReceptor'})"
"frozenset({'Q99653', 'O14980', 'TGFbetaReceptor'})"
"frozenset({'P42336', 'TGFbetaReceptor', 'Q12933'})"
"frozenset({'Q04917', 'Q9H6H4', 'TGFbetaReceptor'})"
"frozenset({'O43318', 'P17844', 'TGFbetaReceptor'})"
"frozenset({'P42771', 'TGFbetaReceptor', 'P53355'})"
"frozenset({'Q14134', 'P0DMV8', 'TGFbetaReceptor'})"
"frozenset({'Q16512', 'TGFbetaReceptor', 'P35813'})"
"frozenset({'P01106', 'Q96BY6', 'TGFbetaReceptor'})"
"frozenset({'Q99661', 'TGFbetaReceptor', 'Q8NHU3'})"
"frozenset({'P58340', 'TGFbetaReceptor', 'O95817'})"
"frozenset({'P49901', 'P05187', 'TGFbetaReceptor'})"
"frozenset({'P01100', 'Q92945', 'TGFbetaReceptor'})"
"frozenset({'Q15165', 'Q9UKY4', 'TGFbetaReceptor'})"
"frozenset({'Q96SQ5', 'TGFbetaReceptor', 'P60412'})"
"frozenset({'TGFbetaReceptor', 'P20674', 'P08246'})"
"frozenset({'Q96M89', 'Q8N0Z3', 'TGFbetaReceptor'})"
"frozenset({'P55072', 'P50851', 'TGFbetaReceptor'})"
"frozenset({'Q86UD3', 'P61086', 'TGFbetaReceptor'})"
"frozenset({'Q9UKV3', 'Q08945', 'TGFbetaReceptor'})"
"frozenset({'Q14592', 'Q9UBU9', 'TGFbetaReceptor'})"
"frozenset({'Q8IX01', 'Q8TBN0', 'TGFbetaReceptor'})"
"frozenset({'O14490', 'Q15811', 'TGFbetaReceptor'})"
"frozenset({'Q9NWZ3', 'O60602', 'TGFbetaReceptor'})"
"frozenset({'P01106', 'Q08426', 'TGFbetaReceptor'})"
"frozenset({'O14920', 'Q96PU5', 'TGFbetaReceptor'})"
"frozenset({'O75817', 'P63162', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P78527', 'Q8NFH5'})"
"frozenset({'P17612', 'TGFbetaReceptor', 'Q96R48'})"
"frozenset({'Q93009', 'O96017', 'TGFbetaReceptor'})"
"frozenset({'P49792', 'P55072', 'TGFbetaReceptor'})"
"frozenset({'Q13098', 'Q969U6', 'TGFbetaReceptor'})"
"frozenset({'O75348', 'Q8IVT5', 'TGFbetaReceptor'})"
"frozenset({'Q08623', 'P34913', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9BT67', 'A8MVW5'})"
"frozenset({'O95363', 'Q13618', 'TGFbetaReceptor'})"
"frozenset({'P0DMV8', 'P38936', 'TGFbetaReceptor'})"
"frozenset({'Q8TD86', 'Q13557', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'O76070', 'Q93063'})"
"frozenset({'P01375', 'Q96CV9', 'TGFbetaReceptor'})"
"frozenset({'P17612', 'Q32MK0', 'TGFbetaReceptor'})"
"frozenset({'O75934', 'Q02548', 'TGFbetaReceptor'})"
"frozenset({'Q92600', 'O75175', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P35638', 'Q96HE7'})"
"frozenset({'Q99689', 'Q13332', 'TGFbetaReceptor'})"
"frozenset({'P62805', 'Q08629', 'TGFbetaReceptor'})"
"frozenset({'P03372', 'P42336', 'TGFbetaReceptor'})"
"frozenset({'P61371', 'Q9BWW4', 'TGFbetaReceptor'})"
"frozenset({'P39023', 'P19022', 'TGFbetaReceptor'})"
"frozenset({'Q9Y281', 'P46940', 'TGFbetaReceptor'})"
"frozenset({'Q9NVC6', 'O75586', 'TGFbetaReceptor'})"
"frozenset({'Q7Z6Z7', 'P33176', 'TGFbetaReceptor'})"
"frozenset({'O95714', 'TGFbetaReceptor', 'Q03252'})"
"frozenset({'P62491', 'P61970', 'TGFbetaReceptor'})"
"frozenset({'P59991', 'Q9P2J8', 'TGFbetaReceptor'})"
"frozenset({'O95260', 'P78369', 'TGFbetaReceptor'})"
"frozenset({'P60880', 'TGFbetaReceptor', 'O95295'})"
"frozenset({'P16871', 'P00441', 'TGFbetaReceptor'})"
"frozenset({'Q96D09', 'O95390', 'TGFbetaReceptor'})"
"frozenset({'Q08945', 'P06746', 'TGFbetaReceptor'})"
"frozenset({'P49286', 'TGFbetaReceptor', 'Q9Y4F3'})"
"frozenset({'Q9H2H9', 'Q9C0B0', 'TGFbetaReceptor'})"
"frozenset({'O76041', 'TGFbetaReceptor', 'Q969Q1'})"
"frozenset({'Q8NH61', 'TGFbetaReceptor', 'P25098'})"
"frozenset({'P05107', 'Q14192', 'TGFbetaReceptor'})"
"frozenset({'Q15562', 'Q9H9S0', 'TGFbetaReceptor'})"
"frozenset({'Q96J02', 'Q9NV92', 'TGFbetaReceptor'})"
"frozenset({'P62873', 'P38606', 'TGFbetaReceptor'})"
"frozenset({'Q9H490', 'Q9Y282', 'TGFbetaReceptor'})"
"frozenset({'Q8WWX9', 'P60369', 'TGFbetaReceptor'})"
"frozenset({'P06400', 'P41235', 'TGFbetaReceptor'})"
"frozenset({'Q7L2J0', 'P48431', 'TGFbetaReceptor'})"
"frozenset({'O75487', 'Q8IVT5', 'TGFbetaReceptor'})"
"frozenset({'Q5TCZ1', 'Q8WXF0', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9BTL3', 'O95429'})"
"frozenset({'Q15256', 'TGFbetaReceptor', 'P45983'})"
"frozenset({'Q9Y6U3', 'P28289', 'TGFbetaReceptor'})"
"frozenset({'O15144', 'P52907', 'TGFbetaReceptor'})"
"frozenset({'P54274', 'Q9UBW5', 'TGFbetaReceptor'})"
"frozenset({'P07498', 'P04156', 'TGFbetaReceptor'})"
"frozenset({'Q9HCE7', 'Q9BXU1', 'TGFbetaReceptor'})"
"frozenset({'Q9P287', 'P07384', 'TGFbetaReceptor'})"
"frozenset({'P38919', 'P50222', 'TGFbetaReceptor'})"
"frozenset({'Q9UL03', 'Q96AH0', 'TGFbetaReceptor'})"
"frozenset({'O43678', 'Q92887', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P26640', 'Q09019'})"
"frozenset({'P49639', 'P10745', 'TGFbetaReceptor'})"
"frozenset({'O14576', 'TGFbetaReceptor', 'Q96NL0'})"
"frozenset({'Q86VP6', 'P60709', 'TGFbetaReceptor'})"
"frozenset({'P60900', 'TGFbetaReceptor', 'P28072'})"
"frozenset({'TGFbetaReceptor', 'P78424', 'P53539'})"
"frozenset({'Q86T65', 'O14641', 'TGFbetaReceptor'})"
"frozenset({'Q15628', 'Q13158', 'TGFbetaReceptor'})"
"frozenset({'Q9Y478', 'P23921', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'O60344', 'O60341'})"
"frozenset({'O43236', 'P06400', 'TGFbetaReceptor'})"
"frozenset({'Q9NX24', 'Q02539', 'TGFbetaReceptor'})"
"frozenset({'Q7L5D6', 'Q96EQ0', 'TGFbetaReceptor'})"
"frozenset({'P05015', 'P10912', 'TGFbetaReceptor'})"
"frozenset({'P78337', 'Q9NP73', 'TGFbetaReceptor'})"
"frozenset({'Q7L2J0', 'O15131', 'TGFbetaReceptor'})"
"frozenset({'Q9C0F1', 'Q9Y448', 'TGFbetaReceptor'})"
"frozenset({'P32881', 'P40238', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P61970', 'P15531'})"
"frozenset({'TGFbetaReceptor', 'P05067', 'Q99879'})"
"frozenset({'Q9ULQ0', 'P62714', 'TGFbetaReceptor'})"
"frozenset({'O75607', 'Q99728', 'TGFbetaReceptor'})"
"frozenset({'O14757', 'O60573', 'TGFbetaReceptor'})"
"frozenset({'Q9HBH0', 'O43182', 'TGFbetaReceptor'})"
"frozenset({'P49662', 'Q9P031', 'TGFbetaReceptor'})"
"frozenset({'Q8N7H5', 'P52948', 'TGFbetaReceptor'})"
"frozenset({'O95931', 'Q9UGI0', 'TGFbetaReceptor'})"
"frozenset({'Q9BWF3', 'Q96SB4', 'TGFbetaReceptor'})"
"frozenset({'Q99436', 'Q14318', 'TGFbetaReceptor'})"
"frozenset({'P32119', 'P30048', 'TGFbetaReceptor'})"
"frozenset({'O43921', 'Q15375', 'TGFbetaReceptor'})"
"frozenset({'Q13542', 'Q68EM7', 'TGFbetaReceptor'})"
"frozenset({'Q15717', 'Q13952', 'TGFbetaReceptor'})"
"frozenset({'P04629', 'TGFbetaReceptor', 'Q8NBF6'})"
"frozenset({'TGFbetaReceptor', 'Q52LW3', 'Q15751'})"
"frozenset({'O95644', 'TGFbetaReceptor', 'P08700'})"
"frozenset({'TGFbetaReceptor', 'O43889', 'Q9BQB6'})"
"frozenset({'P55789', 'Q13885', 'TGFbetaReceptor'})"
"frozenset({'O00221', 'Q9Y230', 'TGFbetaReceptor'})"
"frozenset({'Q12955', 'P48547', 'TGFbetaReceptor'})"
"frozenset({'P32121', 'Q13362', 'TGFbetaReceptor'})"
"frozenset({'Q2M2I5', 'Q92731', 'TGFbetaReceptor'})"
"frozenset({'P61962', 'TGFbetaReceptor', 'Q9BYE7'})"
"frozenset({'O94993', 'P08754', 'TGFbetaReceptor'})"
"frozenset({'P53803', 'P38398', 'TGFbetaReceptor'})"
"frozenset({'Q9H8Y5', 'P05067', 'TGFbetaReceptor'})"
"frozenset({'Q8N157', 'TGFbetaReceptor', 'P45984'})"
"frozenset({'O00410', 'P61956', 'TGFbetaReceptor'})"
"frozenset({'Q9H6Z9', 'P43364', 'TGFbetaReceptor'})"
"frozenset({'Q9NRC8', 'P46940', 'TGFbetaReceptor'})"
"frozenset({'P17301', 'P26010', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'O75530', 'P51531'})"
"frozenset({'P16435', 'P10635', 'TGFbetaReceptor'})"
"frozenset({'Q6UWB1', 'TGFbetaReceptor', 'P01562'})"
"frozenset({'Q09472', 'P06748', 'TGFbetaReceptor'})"
"frozenset({'P46776', 'Q86VP6', 'TGFbetaReceptor'})"
"frozenset({'Q13535', 'Q92541', 'TGFbetaReceptor'})"
"frozenset({'Q9UN86', 'Q96HA1', 'TGFbetaReceptor'})"
"frozenset({'O43903', 'P05067', 'TGFbetaReceptor'})"
"frozenset({'Q13303', 'Q9H1K1', 'TGFbetaReceptor'})"
"frozenset({'Q9Y291', 'Q9Y399', 'TGFbetaReceptor'})"
"frozenset({'Q9BXS5', 'Q96PV4', 'TGFbetaReceptor'})"
"frozenset({'Q9Y2Q1', 'TGFbetaReceptor', 'P68431'})"
"frozenset({'Q96BA8', 'Q04941', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P21912', 'Q96FW1'})"
"frozenset({'P29597', 'Q14765', 'TGFbetaReceptor'})"
"frozenset({'Q9BUJ2', 'O43711', 'TGFbetaReceptor'})"
"frozenset({'Q96GS6', 'TGFbetaReceptor', 'Q99750'})"
"frozenset({'Q86XI6', 'P54840', 'TGFbetaReceptor'})"
"frozenset({'Q6ZNE9', 'P55273', 'TGFbetaReceptor'})"
"frozenset({'P54274', 'Q16543', 'TGFbetaReceptor'})"
"frozenset({'Q9NZC7', 'P23246', 'TGFbetaReceptor'})"
"frozenset({'P34931', 'Q8N6T7', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'O14917', 'Q9NRR5'})"
"frozenset({'P56199', 'P26012', 'TGFbetaReceptor'})"
"frozenset({'O95361', 'Q15047', 'TGFbetaReceptor'})"
"frozenset({'Q15323', 'O95835', 'TGFbetaReceptor'})"
"frozenset({'Q9UJW0', 'P47756', 'TGFbetaReceptor'})"
"frozenset({'O15041', 'Q9Y4D7', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P80370', 'Q9HD20'})"
"frozenset({'O75022', 'O75015', 'TGFbetaReceptor'})"
"frozenset({'P21127', 'P21980', 'TGFbetaReceptor'})"
"frozenset({'Q96HR3', 'Q9ULK4', 'TGFbetaReceptor'})"
"frozenset({'Q9NV56', 'Q6PIV2', 'TGFbetaReceptor'})"
"frozenset({'Q9UKB1', 'Q8NEY1', 'TGFbetaReceptor'})"
"frozenset({'P12956', 'Q93034', 'TGFbetaReceptor'})"
"frozenset({'P12956', 'P35251', 'TGFbetaReceptor'})"
"frozenset({'Q9NZR1', 'Q8N5S1', 'TGFbetaReceptor'})"
"frozenset({'Q6IQ23', 'Q14254', 'TGFbetaReceptor'})"
"frozenset({'P04259', 'Q08379', 'TGFbetaReceptor'})"
"frozenset({'Q13099', 'A5D8V7', 'TGFbetaReceptor'})"
"frozenset({'Q8IWV8', 'P19021', 'TGFbetaReceptor'})"
"frozenset({'P49736', 'P23246', 'TGFbetaReceptor'})"
"frozenset({'P13747', 'Q12797', 'TGFbetaReceptor'})"
"frozenset({'A7MD48', 'TGFbetaReceptor', 'Q9HBT8'})"
"frozenset({'P16581', 'P16070', 'TGFbetaReceptor'})"
"frozenset({'Q9H0C1', 'Q9NX04', 'TGFbetaReceptor'})"
"frozenset({'Q15047', 'Q5FWF5', 'TGFbetaReceptor'})"
"frozenset({'Q9H040', 'P05023', 'TGFbetaReceptor'})"
"frozenset({'Q658P3', 'O60238', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'O14763', 'A8MVW5'})"
"frozenset({'P42226', 'O15355', 'TGFbetaReceptor'})"
"frozenset({'Q9Y624', 'P17252', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q9BPX7', 'O00178'})"
"frozenset({'O15399', 'P55072', 'TGFbetaReceptor'})"
"frozenset({'Q02218', 'Q8IXM3', 'TGFbetaReceptor'})"
"frozenset({'Q13573', 'O95639', 'TGFbetaReceptor'})"
"frozenset({'P48736', 'P43403', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'O60934', 'P49916'})"
"frozenset({'Q15738', 'P19838', 'TGFbetaReceptor'})"
"frozenset({'Q3LXA3', 'TGFbetaReceptor', 'P55786'})"
"frozenset({'Q9NYK5', 'O95900', 'TGFbetaReceptor'})"
"frozenset({'P25786', 'O75368', 'TGFbetaReceptor'})"
"frozenset({'Q99972', 'P02792', 'TGFbetaReceptor'})"
"frozenset({'Q9BX82', 'Q08AF8', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'Q15323', 'Q13227'})"
"frozenset({'P19338', 'TGFbetaReceptor', 'P46060'})"
"frozenset({'P26368', 'P23246', 'TGFbetaReceptor'})"
"frozenset({'Q8TCE6', 'O60826', 'TGFbetaReceptor'})"
"frozenset({'O43684', 'P01106', 'TGFbetaReceptor'})"
"frozenset({'Q9H228', 'Q03113', 'TGFbetaReceptor'})"
"frozenset({'P20936', 'TGFbetaReceptor', 'P01111'})"
"frozenset({'O14980', 'Q6ZVM7', 'TGFbetaReceptor'})"
"frozenset({'P01106', 'Q9NZI8', 'TGFbetaReceptor'})"
"frozenset({'TGFbetaReceptor', 'P51114', 'Q15022'})"
"frozenset({'P56545', 'Q96MA1', 'TGFbetaReceptor'})"
"frozenset({'Q6UX07', 'P52732', 'TGFbetaReceptor'})"
"frozenset({'Q9BQE3', 'Q00987', 'TGFbetaReceptor'})"
"frozenset({'P0DML2', 'P15260', 'TGFbetaReceptor'})"
"frozenset({'Q96HN2', 'Q92688', 'TGFbetaReceptor'})"
"frozenset({'Q5JR59', 'Q8IYX3', 'TGFbetaReceptor'})"
