negatives
"frozenset({'Q66LE6', 'TNFalpha', 'Q00987'})"
"frozenset({'P61106', 'TNFalpha', 'Q9Y6A5'})"
"frozenset({'Q99801', 'P14625', 'TNFalpha'})"
"frozenset({'O76013', 'TNFalpha', 'Q9HCE7'})"
"frozenset({'Q99732', 'O95817', 'TNFalpha'})"
"frozenset({'P28065', 'TNFalpha', 'P53803'})"
"frozenset({'O60307', 'TNFalpha', 'P09874'})"
"frozenset({'Q03518', 'TNFalpha', 'O95551'})"
"frozenset({'Q15303', 'O14511', 'TNFalpha'})"
"frozenset({'Q9NUP9', 'TNFalpha', 'Q15717'})"
"frozenset({'Q13148', 'TNFalpha', 'P30050'})"
"frozenset({'Q9NY93', 'TNFalpha', 'P55769'})"
"frozenset({'Q9BRP4', 'P35998', 'TNFalpha'})"
"frozenset({'O43390', 'P46108', 'TNFalpha'})"
"frozenset({'Q13823', 'TNFalpha', 'Q86VP6'})"
"frozenset({'Q9P209', 'TNFalpha', 'O60343'})"
"frozenset({'Q92874', 'P41240', 'TNFalpha'})"
"frozenset({'Q9H6F5', 'TNFalpha', 'Q96HE9'})"
"frozenset({'P30260', 'P55157', 'TNFalpha'})"
"frozenset({'O95467', 'TNFalpha', 'P13945'})"
"frozenset({'P08581', 'TNFalpha', 'P42680'})"
"frozenset({'Q07352', 'TNFalpha', 'Q15717'})"
"frozenset({'O00459', 'P63215', 'TNFalpha'})"
"frozenset({'Q6P158', 'P60409', 'TNFalpha'})"
"frozenset({'Q969V3', 'O00422', 'TNFalpha'})"
"frozenset({'Q93008', 'Q9H9S0', 'TNFalpha'})"
"frozenset({'P05067', 'TNFalpha', 'P15514'})"
"frozenset({'Q16401', 'TNFalpha', 'Q9ULU4'})"
"frozenset({'P33991', 'TNFalpha', 'O43763'})"
"frozenset({'Q14974', 'TNFalpha', 'Q14999'})"
"frozenset({'Q13085', 'P49407', 'TNFalpha'})"
"frozenset({'Q96EA4', 'TNFalpha', 'P12081'})"
"frozenset({'O43809', 'Q07020', 'TNFalpha'})"
"frozenset({'Q16531', 'Q5H9S7', 'TNFalpha'})"
"frozenset({'P05067', 'TNFalpha', 'P57060'})"
"frozenset({'Q8WZ42', 'P08047', 'TNFalpha'})"
"frozenset({'P18827', 'A8TX70', 'TNFalpha'})"
"frozenset({'Q9P0P8', 'Q9BYD1', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q8IWV8', 'P58753'})"
"frozenset({'P82930', 'TNFalpha', 'Q9BV73'})"
"frozenset({'P63261', 'P60981', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P55040', 'O95995'})"
"frozenset({'Q9HCH0', 'Q9NRM7', 'TNFalpha'})"
"frozenset({'Q13526', 'O15353', 'TNFalpha'})"
"frozenset({'P04843', 'Q9Y277', 'TNFalpha'})"
"frozenset({'Q96D09', 'Q13049', 'TNFalpha'})"
"frozenset({'Q9BUJ2', 'TNFalpha', 'Q13617'})"
"frozenset({'TNFalpha', 'P60900', 'O14965'})"
"frozenset({'P48735', 'TNFalpha', 'Q6NUN9'})"
"frozenset({'Q96NB2', 'TNFalpha', 'Q8IU60'})"
"frozenset({'Q15040', 'TNFalpha', 'Q8TBB1'})"
"frozenset({'P62820', 'TNFalpha', 'Q16658'})"
"frozenset({'P52597', 'Q96GM8', 'TNFalpha'})"
"frozenset({'Q8WU58', 'TNFalpha', 'O95429'})"
"frozenset({'Q9BVG8', 'TNFalpha', 'Q8N8B7'})"
"frozenset({'Q13286', 'O43175', 'TNFalpha'})"
"frozenset({'P05412', 'TNFalpha', 'Q6STE5'})"
"frozenset({'Q8NC51', 'TNFalpha', 'Q86VP6'})"
"frozenset({'O95171', 'Q9BVG8', 'TNFalpha'})"
"frozenset({'Q13618', 'Q92624', 'TNFalpha'})"
"frozenset({'Q15648', 'Q15759', 'TNFalpha'})"
"frozenset({'O60814', 'TNFalpha', 'Q7L7L0'})"
"frozenset({'Q76L83', 'TNFalpha', 'Q01167'})"
"frozenset({'O00175', 'P41597', 'TNFalpha'})"
"frozenset({'Q86VZ1', 'TNFalpha', 'Q16720'})"
"frozenset({'Q9NY99', 'O60941', 'TNFalpha'})"
"frozenset({'P05093', 'Q9HBU1', 'TNFalpha'})"
"frozenset({'Q9BSM1', 'TNFalpha', 'P0C0S5'})"
"frozenset({'Q9H9C1', 'TNFalpha', 'P31946'})"
"frozenset({'P35221', 'P46937', 'TNFalpha'})"
"frozenset({'Q13563', 'O60610', 'TNFalpha'})"
"frozenset({'Q15072', 'Q13885', 'TNFalpha'})"
"frozenset({'P13798', 'P04629', 'TNFalpha'})"
"frozenset({'Q9GZQ8', 'Q66K14', 'TNFalpha'})"
"frozenset({'Q92734', 'TNFalpha', 'P62136'})"
"frozenset({'P32121', 'Q8WZ94', 'TNFalpha'})"
"frozenset({'P51828', 'TNFalpha', 'P50150'})"
"frozenset({'P24278', 'TNFalpha', 'P61956'})"
"frozenset({'P48552', 'TNFalpha', 'P13631'})"
"frozenset({'Q9NVR5', 'P61764', 'TNFalpha'})"
"frozenset({'Q96CP6', 'TNFalpha', 'Q96HH9'})"
"frozenset({'Q9Y4E8', 'O95786', 'TNFalpha'})"
"frozenset({'P0DMV8', 'TNFalpha', 'P16871'})"
"frozenset({'Q99941', 'Q96DZ1', 'TNFalpha'})"
"frozenset({'Q96B67', 'TNFalpha', 'P46934'})"
"frozenset({'P35579', 'Q6AHZ1', 'TNFalpha'})"
"frozenset({'Q13237', 'TNFalpha', 'P54709'})"
"frozenset({'P24666', 'TNFalpha', 'P24941'})"
"frozenset({'O43167', 'TNFalpha', 'O95751'})"
"frozenset({'Q96SQ5', 'TNFalpha', 'Q13077'})"
"frozenset({'P27986', 'TNFalpha', 'O14733'})"
"frozenset({'Q99496', 'TNFalpha', 'O43592'})"
"frozenset({'Q9Y2I6', 'Q9UGJ1', 'TNFalpha'})"
"frozenset({'Q12788', 'Q15397', 'TNFalpha'})"
"frozenset({'Q9Y3M2', 'Q5SW79', 'TNFalpha'})"
"frozenset({'P51687', 'TNFalpha', 'Q9UHD9'})"
"frozenset({'P62191', 'Q9Y3D3', 'TNFalpha'})"
"frozenset({'O60361', 'Q96NR8', 'TNFalpha'})"
"frozenset({'O76050', 'TNFalpha', 'Q15717'})"
"frozenset({'Q6PF05', 'Q8NCA9', 'TNFalpha'})"
"frozenset({'Q6WCQ1', 'TNFalpha', 'Q04695'})"
"frozenset({'P63167', 'Q9UKR5', 'TNFalpha'})"
"frozenset({'O95231', 'TNFalpha', 'Q6P1W5'})"
"frozenset({'Q9Y6G9', 'O95613', 'TNFalpha'})"
"frozenset({'P05067', 'Q8TAV5', 'TNFalpha'})"
"frozenset({'Q86V48', 'Q9Y2I6', 'TNFalpha'})"
"frozenset({'P05412', 'Q99966', 'TNFalpha'})"
"frozenset({'O60840', 'P09471', 'TNFalpha'})"
"frozenset({'O60462', 'TNFalpha', 'P54709'})"
"frozenset({'Q9NZE8', 'TNFalpha', 'Q9NP92'})"
"frozenset({'P78527', 'TNFalpha', 'P11388'})"
"frozenset({'Q16665', 'P28074', 'TNFalpha'})"
"frozenset({'Q7Z6Z7', 'P50991', 'TNFalpha'})"
"frozenset({'P51513', 'Q96SB4', 'TNFalpha'})"
"frozenset({'P24394', 'Q8TAD2', 'TNFalpha'})"
"frozenset({'P51692', 'P32927', 'TNFalpha'})"
"frozenset({'Q5VSY0', 'P18206', 'TNFalpha'})"
"frozenset({'P32121', 'P13639', 'TNFalpha'})"
"frozenset({'Q9HD15', 'TNFalpha', 'Q8NB16'})"
"frozenset({'Q15139', 'TNFalpha', 'Q16236'})"
"frozenset({'P33992', 'TNFalpha', 'Q5QNW6'})"
"frozenset({'P08519', 'Q9UBX5', 'TNFalpha'})"
"frozenset({'P22528', 'Q969R5', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9BQI3', 'P05198'})"
"frozenset({'P01106', 'Q53HC0', 'TNFalpha'})"
"frozenset({'O43924', 'P54725', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P56556', 'P22612'})"
"frozenset({'Q5T0W9', 'P25054', 'TNFalpha'})"
"frozenset({'Q9Y3C1', 'TNFalpha', 'Q96SB4'})"
"frozenset({'Q96CW1', 'P68104', 'TNFalpha'})"
"frozenset({'Q9UBN4', 'Q9Y210', 'TNFalpha'})"
"frozenset({'O00629', 'P46063', 'TNFalpha'})"
"frozenset({'Q15043', 'Q86WV6', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q92830', 'Q8N1L9'})"
"frozenset({'Q9H1K0', 'O00716', 'TNFalpha'})"
"frozenset({'Q6ICL3', 'TNFalpha', 'P04040'})"
"frozenset({'Q5TD97', 'TNFalpha', 'Q9NWS9'})"
"frozenset({'TNFalpha', 'O75347', 'P24941'})"
"frozenset({'Q9UBE8', 'TNFalpha', 'P10243'})"
"frozenset({'Q9Y6A4', 'Q92665', 'TNFalpha'})"
"frozenset({'P08138', 'TNFalpha', 'Q15147'})"
"frozenset({'Q9Y3A3', 'O94989', 'TNFalpha'})"
"frozenset({'Q92734', 'TNFalpha', 'Q7Z7G0'})"
"frozenset({'Q9HCE1', 'Q68DY9', 'TNFalpha'})"
"frozenset({'P20132', 'P43629', 'TNFalpha'})"
"frozenset({'O75616', 'TNFalpha', 'P57078'})"
"frozenset({'TNFalpha', 'P41227', 'P18440'})"
"frozenset({'Q9Y577', 'Q9Y4E8', 'TNFalpha'})"
"frozenset({'Q9NYB0', 'Q9BWC9', 'TNFalpha'})"
"frozenset({'P61289', 'P42771', 'TNFalpha'})"
"frozenset({'P16520', 'O43306', 'TNFalpha'})"
"frozenset({'Q9BYR8', 'TNFalpha', 'Q6PEX3'})"
"frozenset({'P21333', 'P68431', 'TNFalpha'})"
"frozenset({'Q9UNL4', 'Q9UM07', 'TNFalpha'})"
"frozenset({'O15259', 'TNFalpha', 'P68400'})"
"frozenset({'O15264', 'TNFalpha', 'O43524'})"
"frozenset({'P38919', 'Q96HS1', 'TNFalpha'})"
"frozenset({'Q9NYY1', 'P14784', 'TNFalpha'})"
"frozenset({'P42766', 'TNFalpha', 'P05362'})"
"frozenset({'Q9UBC2', 'Q9Y4E8', 'TNFalpha'})"
"frozenset({'P04629', 'TNFalpha', 'Q9Y2L5'})"
"frozenset({'Q9BQ83', 'TNFalpha', 'O60830'})"
"frozenset({'O00233', 'TNFalpha', 'P11802'})"
"frozenset({'Q9BZZ5', 'TNFalpha', 'Q9UKV3'})"
"frozenset({'Q8WWB5', 'TNFalpha', 'Q8IVT2'})"
"frozenset({'O14744', 'TNFalpha', 'Q8TBB1'})"
"frozenset({'Q99853', 'TNFalpha', 'Q1KMD3'})"
"frozenset({'P20823', 'Q09472', 'TNFalpha'})"
"frozenset({'Q9Y3C1', 'TNFalpha', 'Q86VP6'})"
"frozenset({'Q8WTS6', 'TNFalpha', 'O43524'})"
"frozenset({'Q13508', 'Q8TCX1', 'TNFalpha'})"
"frozenset({'P20333', 'TNFalpha', 'Q92616'})"
"frozenset({'P41219', 'TNFalpha', 'P20700'})"
"frozenset({'P41218', 'TNFalpha', 'Q9BVJ6'})"
"frozenset({'Q7Z3S9', 'O14910', 'TNFalpha'})"
"frozenset({'Q7L0Y3', 'Q02252', 'TNFalpha'})"
"frozenset({'P41252', 'TNFalpha', 'P21281'})"
"frozenset({'P24385', 'TNFalpha', 'P10275'})"
"frozenset({'Q9Y5B0', 'Q68E01', 'TNFalpha'})"
"frozenset({'Q8TB45', 'TNFalpha', 'P48729'})"
"frozenset({'P30533', 'Q6IQ23', 'TNFalpha'})"
"frozenset({'O43791', 'Q9Y4K3', 'TNFalpha'})"
"frozenset({'P54132', 'Q96RL1', 'TNFalpha'})"
"frozenset({'P49593', 'Q3B820', 'TNFalpha'})"
"frozenset({'O00212', 'O60879', 'TNFalpha'})"
"frozenset({'P23458', 'TNFalpha', 'P01566'})"
"frozenset({'Q06830', 'P54274', 'TNFalpha'})"
"frozenset({'P0DML2', 'Q15796', 'TNFalpha'})"
"frozenset({'Q9NPC6', 'Q8IUH5', 'TNFalpha'})"
"frozenset({'P46782', 'P19338', 'TNFalpha'})"
"frozenset({'P27797', 'P13747', 'TNFalpha'})"
"frozenset({'Q8WVX3', 'P0DP23', 'TNFalpha'})"
"frozenset({'P35222', 'TNFalpha', 'P14921'})"
"frozenset({'TNFalpha', 'Q9Y228', 'Q9BUL8'})"
"frozenset({'Q9UBG0', 'O15297', 'TNFalpha'})"
"frozenset({'P06733', 'TNFalpha', 'Q8WUM4'})"
"frozenset({'P23396', 'TNFalpha', 'Q13077'})"
"frozenset({'Q9UKB1', 'P09651', 'TNFalpha'})"
"frozenset({'Q13133', 'TNFalpha', 'O43524'})"
"frozenset({'Q3MHD2', 'Q96GG9', 'TNFalpha'})"
"frozenset({'P09651', 'TNFalpha', 'Q9NP92'})"
"frozenset({'Q96EE3', 'P19838', 'TNFalpha'})"
"frozenset({'Q01804', 'Q6ICG8', 'TNFalpha'})"
"frozenset({'P55268', 'TNFalpha', 'Q9Y3C0'})"
"frozenset({'TNFalpha', 'Q9BV73', 'Q9Y5Q9'})"
"frozenset({'Q04721', 'Q96KN1', 'TNFalpha'})"
"frozenset({'P04150', 'TNFalpha', 'Q04206'})"
"frozenset({'TNFalpha', 'Q9BYQ0', 'O14633'})"
"frozenset({'P58012', 'TNFalpha', 'Q9UBK2'})"
"frozenset({'Q5JY77', 'TNFalpha', 'P08173'})"
"frozenset({'Q14554', 'P15289', 'TNFalpha'})"
"frozenset({'P11908', 'O95817', 'TNFalpha'})"
"frozenset({'Q16829', 'TNFalpha', 'Q15717'})"
"frozenset({'P62244', 'P46777', 'TNFalpha'})"
"frozenset({'P04637', 'O43474', 'TNFalpha'})"
"frozenset({'P50416', 'P04629', 'TNFalpha'})"
"frozenset({'O14958', 'Q9NVR0', 'TNFalpha'})"
"frozenset({'P10636', 'P10644', 'TNFalpha'})"
"frozenset({'P60896', 'TNFalpha', 'P62333'})"
"frozenset({'TNFalpha', 'Q99569', 'Q8TBB1'})"
"frozenset({'P30291', 'TNFalpha', 'P14635'})"
"frozenset({'Q8TBZ8', 'O75360', 'TNFalpha'})"
"frozenset({'P31689', 'TNFalpha', 'P27824'})"
"frozenset({'P11831', 'Q08945', 'TNFalpha'})"
"frozenset({'P37802', 'O15540', 'TNFalpha'})"
"frozenset({'Q9H2P0', 'O43638', 'TNFalpha'})"
"frozenset({'P30740', 'Q9UMR2', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P24941', 'Q9NPJ3'})"
"frozenset({'Q14202', 'P45973', 'TNFalpha'})"
"frozenset({'P67809', 'O95819', 'TNFalpha'})"
"frozenset({'Q8IUQ4', 'P49757', 'TNFalpha'})"
"frozenset({'O94905', 'Q14197', 'TNFalpha'})"
"frozenset({'Q96SB4', 'TNFalpha', 'Q9UBS0'})"
"frozenset({'O60216', 'Q8N163', 'TNFalpha'})"
"frozenset({'A8MW92', 'P08571', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q15418', 'P08238'})"
"frozenset({'P18858', 'TNFalpha', 'P12004'})"
"frozenset({'Q9UGF6', 'TNFalpha', 'P22612'})"
"frozenset({'Q9UNZ2', 'Q6MZP7', 'TNFalpha'})"
"frozenset({'Q8WXS5', 'P63151', 'TNFalpha'})"
"frozenset({'Q9ULQ1', 'Q8WVE6', 'TNFalpha'})"
"frozenset({'Q7KZF4', 'TNFalpha', 'Q9H7E2'})"
"frozenset({'P35869', 'Q92905', 'TNFalpha'})"
"frozenset({'P08727', 'TNFalpha', 'P21980'})"
"frozenset({'Q8NGT9', 'P38405', 'TNFalpha'})"
"frozenset({'P55316', 'P26367', 'TNFalpha'})"
"frozenset({'P40763', 'Q99558', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O14908', 'Q9UM54'})"
"frozenset({'P32942', 'TNFalpha', 'Q05516'})"
"frozenset({'Q15046', 'Q6PI48', 'TNFalpha'})"
"frozenset({'Q9GZM8', 'Q9NYP9', 'TNFalpha'})"
"frozenset({'P10909', 'P01857', 'TNFalpha'})"
"frozenset({'Q9BZE0', 'Q8NFJ9', 'TNFalpha'})"
"frozenset({'P00533', 'Q9NXR7', 'TNFalpha'})"
"frozenset({'Q9HBH7', 'A8MQ03', 'TNFalpha'})"
"frozenset({'P53675', 'TNFalpha', 'Q9BXB1'})"
"frozenset({'Q12778', 'P45984', 'TNFalpha'})"
"frozenset({'Q01094', 'Q9BXL8', 'TNFalpha'})"
"frozenset({'Q01101', 'Q13509', 'TNFalpha'})"
"frozenset({'O60512', 'TNFalpha', 'Q13635'})"
"frozenset({'P32121', 'TNFalpha', 'Q8IXE1'})"
"frozenset({'Q00610', 'P08574', 'TNFalpha'})"
"frozenset({'P28331', 'TNFalpha', 'P51149'})"
"frozenset({'Q71U36', 'O60260', 'TNFalpha'})"
"frozenset({'Q03135', 'TNFalpha', 'Q86X19'})"
"frozenset({'Q13620', 'TNFalpha', 'P83731'})"
"frozenset({'Q14689', 'TNFalpha', 'P98082'})"
"frozenset({'P40763', 'P17844', 'TNFalpha'})"
"frozenset({'Q9ULR0', 'TNFalpha', 'P63279'})"
"frozenset({'Q9BYV6', 'O75369', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q15717', 'P53667'})"
"frozenset({'P35658', 'Q15796', 'TNFalpha'})"
"frozenset({'Q8TEM1', 'Q53H82', 'TNFalpha'})"
"frozenset({'P53041', 'TNFalpha', 'O00273'})"
"frozenset({'Q13045', 'TNFalpha', 'Q16643'})"
"frozenset({'Q8IXJ6', 'TNFalpha', 'P22681'})"
"frozenset({'Q86VP3', 'TNFalpha', 'Q9Y2I8'})"
"frozenset({'Q8TDR0', 'TNFalpha', 'P0DMV8'})"
"frozenset({'Q9P0N5', 'TNFalpha', 'Q8N0U8'})"
"frozenset({'Q6FHJ7', 'TNFalpha', 'Q8IWZ3'})"
"frozenset({'O14744', 'O75626', 'TNFalpha'})"
"frozenset({'Q92520', 'Q96TC7', 'TNFalpha'})"
"frozenset({'Q9NRF8', 'Q9H223', 'TNFalpha'})"
"frozenset({'P78552', 'Q9ULV8', 'TNFalpha'})"
"frozenset({'Q92805', 'Q8IYX8', 'TNFalpha'})"
"frozenset({'Q92547', 'P07992', 'TNFalpha'})"
"frozenset({'O15131', 'Q9UBU9', 'TNFalpha'})"
"frozenset({'O00459', 'TNFalpha', 'O15294'})"
"frozenset({'O75822', 'Q8IUQ4', 'TNFalpha'})"
"frozenset({'Q75T13', 'TNFalpha', 'Q9H492'})"
"frozenset({'P02751', 'P58215', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q7Z3K3', 'O00303'})"
"frozenset({'Q9NPJ4', 'P19793', 'TNFalpha'})"
"frozenset({'P53350', 'TNFalpha', 'Q9NS56'})"
"frozenset({'Q494R4', 'TNFalpha', 'Q01850'})"
"frozenset({'Q16576', 'TNFalpha', 'Q13619'})"
"frozenset({'Q6PIY7', 'TNFalpha', 'Q86UW9'})"
"frozenset({'Q9NQC7', 'O95786', 'TNFalpha'})"
"frozenset({'P49591', 'TNFalpha', 'Q14696'})"
"frozenset({'O15382', 'P04075', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9NWB7', 'Q9H7X7'})"
"frozenset({'Q92738', 'TNFalpha', 'P62993'})"
"frozenset({'P42336', 'Q07890', 'TNFalpha'})"
"frozenset({'P51116', 'Q9UBR4', 'TNFalpha'})"
"frozenset({'P04637', 'P26358', 'TNFalpha'})"
"frozenset({'Q13618', 'O95166', 'TNFalpha'})"
"frozenset({'Q6NT76', 'Q3B820', 'TNFalpha'})"
"frozenset({'Q8IXJ6', 'Q96NL6', 'TNFalpha'})"
"frozenset({'Q9Y5M8', 'P82979', 'TNFalpha'})"
"frozenset({'Q6UVY6', 'P67870', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9BTW9', 'Q9Y6K9'})"
"frozenset({'Q15154', 'Q9NYP9', 'TNFalpha'})"
"frozenset({'Q9H0M0', 'Q8N5I2', 'TNFalpha'})"
"frozenset({'Q01860', 'O43395', 'TNFalpha'})"
"frozenset({'P22392', 'O75874', 'TNFalpha'})"
"frozenset({'Q9H4B7', 'TNFalpha', 'P68363'})"
"frozenset({'Q96BD5', 'Q9BZD4', 'TNFalpha'})"
"frozenset({'Q01844', 'Q9P2E9', 'TNFalpha'})"
"frozenset({'P07900', 'P14174', 'TNFalpha'})"
"frozenset({'Q13618', 'TNFalpha', 'Q16778'})"
"frozenset({'P09471', 'O60353', 'TNFalpha'})"
"frozenset({'P32456', 'Q13188', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q8NFT2', 'P10275'})"
"frozenset({'Q8NB12', 'TNFalpha', 'Q8IX15'})"
"frozenset({'P38398', 'O14818', 'TNFalpha'})"
"frozenset({'Q8N0U4', 'TNFalpha', 'O14964'})"
"frozenset({'Q8IZT6', 'O43852', 'TNFalpha'})"
"frozenset({'O95433', 'P54727', 'TNFalpha'})"
"frozenset({'P62714', 'P27361', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q86YJ7', 'P08754'})"
"frozenset({'Q9P2P5', 'Q8IXK0', 'TNFalpha'})"
"frozenset({'Q9Y478', 'TNFalpha', 'P35080'})"
"frozenset({'Q9NUL3', 'TNFalpha', 'P15880'})"
"frozenset({'P28749', 'Q6MZP7', 'TNFalpha'})"
"frozenset({'P03372', 'TNFalpha', 'P51532'})"
"frozenset({'P01857', 'P02538', 'TNFalpha'})"
"frozenset({'P78358', 'Q13404', 'TNFalpha'})"
"frozenset({'Q9UHP6', 'O95678', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P12956', 'P10275'})"
"frozenset({'Q10586', 'TNFalpha', 'O60264'})"
"frozenset({'Q14686', 'TNFalpha', 'Q9UMN6'})"
"frozenset({'O95298', 'O43678', 'TNFalpha'})"
"frozenset({'O15040', 'O95166', 'TNFalpha'})"
"frozenset({'Q99816', 'TNFalpha', 'Q86VP1'})"
"frozenset({'P09622', 'P11182', 'TNFalpha'})"
"frozenset({'Q9UMX0', 'TNFalpha', 'P15374'})"
"frozenset({'Q15173', 'Q8IVT5', 'TNFalpha'})"
"frozenset({'P04637', 'TNFalpha', 'Q9UM73'})"
"frozenset({'P50991', 'TNFalpha', 'Q9BXA6'})"
"frozenset({'Q8WWY3', 'TNFalpha', 'P54257'})"
"frozenset({'Q96PE2', 'TNFalpha', 'P32242'})"
"frozenset({'TNFalpha', 'P45984', 'P62834'})"
"frozenset({'Q96AX1', 'Q8WUH2', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q4W5P6', 'Q8WVP7'})"
"frozenset({'Q15475', 'TNFalpha', 'P32242'})"
"frozenset({'Q9BVJ6', 'TNFalpha', 'Q13315'})"
"frozenset({'Q8IVT5', 'O15372', 'TNFalpha'})"
"frozenset({'O15049', 'Q9H0I2', 'TNFalpha'})"
"frozenset({'Q92922', 'TNFalpha', 'P62993'})"
"frozenset({'Q96PU4', 'TNFalpha', 'P09874'})"
"frozenset({'Q12874', 'Q9Y657', 'TNFalpha'})"
"frozenset({'P02751', 'TNFalpha', 'Q9Y3U8'})"
"frozenset({'TNFalpha', 'Q92831', 'O96017'})"
"frozenset({'Q7Z7L1', 'TNFalpha', 'P08238'})"
"frozenset({'P10451', 'P24593', 'TNFalpha'})"
"frozenset({'Q9UBU9', 'O14787', 'TNFalpha'})"
"frozenset({'Q9UBW8', 'TNFalpha', 'Q96P20'})"
"frozenset({'Q15155', 'TNFalpha', 'Q01780'})"
"frozenset({'O43583', 'TNFalpha', 'P57060'})"
"frozenset({'Q5TD97', 'TNFalpha', 'P17028'})"
"frozenset({'P26651', 'Q8IZD4', 'TNFalpha'})"
"frozenset({'Q92922', 'Q969G3', 'TNFalpha'})"
"frozenset({'O00461', 'TNFalpha', 'Q8N4V1'})"
"frozenset({'O60907', 'O43847', 'TNFalpha'})"
"frozenset({'Q9UBU9', 'A6NHJ4', 'TNFalpha'})"
"frozenset({'Q99748', 'P56159', 'TNFalpha'})"
"frozenset({'O43638', 'Q9NVJ2', 'TNFalpha'})"
"frozenset({'Q9H8E8', 'TNFalpha', 'Q8IYH5'})"
"frozenset({'P48775', 'TNFalpha', 'Q9P2G9'})"
"frozenset({'Q14683', 'Q8IWZ8', 'TNFalpha'})"
"frozenset({'Q495Y8', 'TNFalpha', 'P06493'})"
"frozenset({'O95235', 'TNFalpha', 'P32019'})"
"frozenset({'P34897', 'Q5T5P2', 'TNFalpha'})"
"frozenset({'Q15759', 'TNFalpha', 'Q9H0W5'})"
"frozenset({'Q1A5X7', 'O75886', 'TNFalpha'})"
"frozenset({'Q8NHQ1', 'Q9NZM5', 'TNFalpha'})"
"frozenset({'Q8NI27', 'TNFalpha', 'Q9UMN6'})"
"frozenset({'Q16537', 'O43399', 'TNFalpha'})"
"frozenset({'Q15311', 'Q8N5S1', 'TNFalpha'})"
"frozenset({'P30305', 'O15264', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9UQ90', 'Q8WXA8'})"
"frozenset({'Q15389', 'P05556', 'TNFalpha'})"
"frozenset({'Q9H0R8', 'P38646', 'TNFalpha'})"
"frozenset({'P23229', 'O75369', 'TNFalpha'})"
"frozenset({'Q8IYA8', 'TNFalpha', 'Q9NX04'})"
"frozenset({'P11387', 'TNFalpha', 'P78362'})"
"frozenset({'P62805', 'Q9H7Z6', 'TNFalpha'})"
"frozenset({'P39023', 'TNFalpha', 'P62701'})"
"frozenset({'O14841', 'P78424', 'TNFalpha'})"
"frozenset({'O15239', 'Q86Y39', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P78329', 'P16333'})"
"frozenset({'P17987', 'P48643', 'TNFalpha'})"
"frozenset({'Q9BQQ3', 'Q9BZL6', 'TNFalpha'})"
"frozenset({'Q8N205', 'TNFalpha', 'Q6IBW4'})"
"frozenset({'Q68D86', 'Q9GZT8', 'TNFalpha'})"
"frozenset({'Q9C009', 'TNFalpha', 'Q9GZR7'})"
"frozenset({'P03928', 'TNFalpha', 'P00846'})"
"frozenset({'Q5QGS0', 'P54274', 'TNFalpha'})"
"frozenset({'Q12789', 'P22415', 'TNFalpha'})"
"frozenset({'Q9P0M6', 'TNFalpha', 'Q9UQL6'})"
"frozenset({'Q13522', 'TNFalpha', 'O75807'})"
"frozenset({'Q9Y2D8', 'Q9HC77', 'TNFalpha'})"
"frozenset({'O60762', 'TNFalpha', 'P10398'})"
"frozenset({'Q8N8A2', 'Q9UPN7', 'TNFalpha'})"
"frozenset({'O95977', 'TNFalpha', 'P08754'})"
"frozenset({'O14544', 'TNFalpha', 'Q92569'})"
"frozenset({'TNFalpha', 'P42766', 'Q9Y3U8'})"
"frozenset({'A1E959', 'TNFalpha', 'O00560'})"
"frozenset({'P49407', 'A6NF89', 'TNFalpha'})"
"frozenset({'O94875', 'P18206', 'TNFalpha'})"
"frozenset({'Q01844', 'Q92993', 'TNFalpha'})"
"frozenset({'Q9UGJ0', 'Q96SD1', 'TNFalpha'})"
"frozenset({'P04629', 'TNFalpha', 'Q4G0F5'})"
"frozenset({'P36897', 'TNFalpha', 'Q9Y5K5'})"
"frozenset({'TNFalpha', 'Q9BVC5', 'Q14676'})"
"frozenset({'P25098', 'P37840', 'TNFalpha'})"
"frozenset({'Q99741', 'Q13416', 'TNFalpha'})"
"frozenset({'P31749', 'TNFalpha', 'Q92574'})"
"frozenset({'Q5JY77', 'TNFalpha', 'Q9UHF0'})"
"frozenset({'Q16531', 'TNFalpha', 'Q15291'})"
"frozenset({'P02751', 'TNFalpha', 'Q15056'})"
"frozenset({'Q15366', 'Q96PU8', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P08621', 'Q99459'})"
"frozenset({'P37840', 'TNFalpha', 'Q9NYY3'})"
