negatives
"frozenset({'Q9UDY6', 'O43741', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q86TG7', 'Q99933'})"
"frozenset({'Q14457', 'KitReceptor', 'P63167'})"
"frozenset({'P19883', 'KitReceptor', 'Q15139'})"
"frozenset({'P50148', 'KitReceptor', 'Q9Y478'})"
"frozenset({'KitReceptor', 'O00308', 'P63244'})"
"frozenset({'KitReceptor', 'Q07955', 'Q99496'})"
"frozenset({'KitReceptor', 'O75521', 'P32121'})"
"frozenset({'KitReceptor', 'P26641', 'Q8IZ13'})"
"frozenset({'Q12888', 'KitReceptor', 'Q96SB8'})"
"frozenset({'KitReceptor', 'O00410', 'P22695'})"
"frozenset({'KitReceptor', 'P07900', 'Q9NR20'})"
"frozenset({'KitReceptor', 'P62837', 'Q9Y4B6'})"
"frozenset({'KitReceptor', 'P05412', 'P36542'})"
"frozenset({'O15397', 'KitReceptor', 'Q6P2D0'})"
"frozenset({'Q9Y4F9', 'KitReceptor', 'P61586'})"
"frozenset({'KitReceptor', 'Q86X19', 'Q99959'})"
"frozenset({'KitReceptor', 'Q13813', 'Q01968'})"
"frozenset({'KitReceptor', 'Q08J23', 'Q96S44'})"
"frozenset({'KitReceptor', 'P50151', 'P54619'})"
"frozenset({'P46063', 'KitReceptor', 'P04798'})"
"frozenset({'KitReceptor', 'Q9BYD3', 'Q7Z7H8'})"
"frozenset({'KitReceptor', 'A9UHW6', 'Q00536'})"
"frozenset({'Q13007', 'KitReceptor', 'Q969J5'})"
"frozenset({'KitReceptor', 'A8MYP8', 'A8MQ03'})"
"frozenset({'KitReceptor', 'P51668', 'O75155'})"
"frozenset({'P43357', 'Q9BW66', 'KitReceptor'})"
"frozenset({'Q86TC9', 'KitReceptor', 'Q9H6A0'})"
"frozenset({'O60763', 'KitReceptor', 'Q9UNI6'})"
"frozenset({'O00754', 'KitReceptor', 'Q9BWS9'})"
"frozenset({'Q99853', 'KitReceptor', 'Q9UKN8'})"
"frozenset({'KitReceptor', 'Q8N5V2', 'P21709'})"
"frozenset({'Q9HAQ2', 'Q15742', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P52630', 'P09914'})"
"frozenset({'O94986', 'Q9BV73', 'KitReceptor'})"
"frozenset({'Q96CK0', 'KitReceptor', 'Q8WV44'})"
"frozenset({'KitReceptor', 'P49450', 'P49406'})"
"frozenset({'P11441', 'KitReceptor', 'P13674'})"
"frozenset({'P61964', 'KitReceptor', 'P62805'})"
"frozenset({'P51970', 'KitReceptor', 'P22694'})"
"frozenset({'KitReceptor', 'Q6W2J9', 'O75530'})"
"frozenset({'KitReceptor', 'Q9H0H5', 'Q96RN1'})"
"frozenset({'Q9NWB1', 'KitReceptor', 'P52597'})"
"frozenset({'P17844', 'KitReceptor', 'P78527'})"
"frozenset({'Q16864', 'KitReceptor', 'P15313'})"
"frozenset({'Q58FF6', 'KitReceptor', 'P50613'})"
"frozenset({'KitReceptor', 'P59780', 'Q16254'})"
"frozenset({'KitReceptor', 'O00560', 'P51531'})"
"frozenset({'P61421', 'KitReceptor', 'P49789'})"
"frozenset({'KitReceptor', 'Q15645', 'P59991'})"
"frozenset({'Q9P0I2', 'KitReceptor', 'Q5UCC4'})"
"frozenset({'P36952', 'KitReceptor', 'Q9NP90'})"
"frozenset({'KitReceptor', 'O43318', 'Q9UQM7'})"
"frozenset({'Q8NER5', 'KitReceptor', 'P01137'})"
"frozenset({'Q12884', 'KitReceptor', 'P01303'})"
"frozenset({'P36915', 'KitReceptor', 'Q99935'})"
"frozenset({'KitReceptor', 'P02751', 'P22087'})"
"frozenset({'KitReceptor', 'P60484', 'P46934'})"
"frozenset({'Q9NX47', 'KitReceptor', 'P51668'})"
"frozenset({'KitReceptor', 'P62736', 'P26232'})"
"frozenset({'P35240', 'KitReceptor', 'Q9UQ35'})"
"frozenset({'Q96J02', 'P04062', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P42336', 'P55211'})"
"frozenset({'KitReceptor', 'P34897', 'O94919'})"
"frozenset({'Q14994', 'KitReceptor', 'Q06520'})"
"frozenset({'Q9BQE3', 'Q8NHV4', 'KitReceptor'})"
"frozenset({'Q969R5', 'KitReceptor', 'Q8IY57'})"
"frozenset({'Q13464', 'KitReceptor', 'O43293'})"
"frozenset({'Q9H1Y0', 'KitReceptor', 'P31947'})"
"frozenset({'KitReceptor', 'Q7Z7F0', 'Q99459'})"
"frozenset({'P08670', 'KitReceptor', 'Q6I9Y2'})"
"frozenset({'Q9NY12', 'KitReceptor', 'O95166'})"
"frozenset({'Q9H5J0', 'KitReceptor', 'P55347'})"
"frozenset({'KitReceptor', 'Q00796', 'Q9P287'})"
"frozenset({'P53779', 'KitReceptor', 'P11233'})"
"frozenset({'Q9H8H2', 'KitReceptor', 'O60832'})"
"frozenset({'P45880', 'KitReceptor', 'P22695'})"
"frozenset({'KitReceptor', 'P52597', 'Q86Y56'})"
"frozenset({'Q9NRH2', 'KitReceptor', 'O75716'})"
"frozenset({'P00338', 'KitReceptor', 'Q9H0R8'})"
"frozenset({'P01588', 'KitReceptor', 'P48357'})"
"frozenset({'Q15459', 'Q7L014', 'KitReceptor'})"
"frozenset({'Q8TB24', 'KitReceptor', 'Q9Y575'})"
"frozenset({'KitReceptor', 'Q9NQA5', 'P17612'})"
"frozenset({'P55317', 'KitReceptor', 'P35453'})"
"frozenset({'KitReceptor', 'Q5H9I0', 'Q9UKA4'})"
"frozenset({'KitReceptor', 'Q9NZU7', 'P63098'})"
"frozenset({'Q9UP65', 'KitReceptor', 'P63092'})"
"frozenset({'Q9UL42', 'KitReceptor', 'Q9GZV7'})"
"frozenset({'Q16531', 'KitReceptor', 'O15350'})"
"frozenset({'KitReceptor', 'P02768', 'Q16891'})"
"frozenset({'Q8IU54', 'KitReceptor', 'P19235'})"
"frozenset({'O60573', 'KitReceptor', 'Q13107'})"
"frozenset({'Q15569', 'KitReceptor', 'P21439'})"
"frozenset({'P04278', 'P25705', 'KitReceptor'})"
"frozenset({'P34925', 'KitReceptor', 'P41221'})"
"frozenset({'KitReceptor', 'Q13573', 'Q15233'})"
"frozenset({'P20333', 'KitReceptor', 'P12235'})"
"frozenset({'P07900', 'KitReceptor', 'O75582'})"
"frozenset({'Q9C0C9', 'KitReceptor', 'P67809'})"
"frozenset({'P08670', 'P29692', 'KitReceptor'})"
"frozenset({'Q8NBS9', 'KitReceptor', 'Q9BQ66'})"
"frozenset({'Q92585', 'KitReceptor', 'P51532'})"
"frozenset({'Q9UBZ4', 'Q13064', 'KitReceptor'})"
"frozenset({'P20340', 'KitReceptor', 'P24386'})"
"frozenset({'KitReceptor', 'P54920', 'P15927'})"
"frozenset({'Q8TD31', 'KitReceptor', 'Q9UJ41'})"
"frozenset({'P0DP23', 'KitReceptor', 'Q14012'})"
"frozenset({'KitReceptor', 'P09619', 'P05000'})"
"frozenset({'Q9NP77', 'KitReceptor', 'Q9P2I0'})"
"frozenset({'Q96IZ0', 'Q9H0W5', 'KitReceptor'})"
"frozenset({'Q9UKB1', 'KitReceptor', 'Q9GZL7'})"
"frozenset({'Q99942', 'P51572', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9GZN1', 'O43257'})"
"frozenset({'A5D8V7', 'O60826', 'KitReceptor'})"
"frozenset({'Q08499', 'KitReceptor', 'P24941'})"
"frozenset({'Q16665', 'KitReceptor', 'P54727'})"
"frozenset({'Q9UHR6', 'KitReceptor', 'O95400'})"
"frozenset({'P04629', 'KitReceptor', 'Q9H3P7'})"
"frozenset({'P01106', 'KitReceptor', 'Q9Y6J0'})"
"frozenset({'Q15654', 'KitReceptor', 'Q15643'})"
"frozenset({'KitReceptor', 'P17252', 'P08581'})"
"frozenset({'P04629', 'KitReceptor', 'O00461'})"
"frozenset({'Q9P2H0', 'KitReceptor', 'Q9Y383'})"
"frozenset({'Q15149', 'P14921', 'KitReceptor'})"
"frozenset({'O15054', 'P42768', 'KitReceptor'})"
"frozenset({'Q5VYK3', 'KitReceptor', 'O75179'})"
"frozenset({'Q13618', 'Q9UL18', 'KitReceptor'})"
"frozenset({'P0DMS8', 'KitReceptor', 'Q66K14'})"
"frozenset({'KitReceptor', 'P11473', 'P48443'})"
"frozenset({'Q86TM6', 'KitReceptor', 'Q86YN6'})"
"frozenset({'P09603', 'KitReceptor', 'Q7Z3S9'})"
"frozenset({'A2RU67', 'KitReceptor', 'Q7Z6J6'})"
"frozenset({'KitReceptor', 'Q16629', 'Q15424'})"
"frozenset({'Q13200', 'KitReceptor', 'P43686'})"
"frozenset({'O76003', 'KitReceptor', 'Q9BQ66'})"
"frozenset({'KitReceptor', 'Q92688', 'P27694'})"
"frozenset({'P02647', 'Q14684', 'KitReceptor'})"
"frozenset({'Q96DZ9', 'KitReceptor', 'P43378'})"
"frozenset({'Q8TAT6', 'Q5VVQ6', 'KitReceptor'})"
"frozenset({'Q9BXP5', 'KitReceptor', 'P52735'})"
"frozenset({'Q8NCW6', 'Q9BRK5', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q2TAC2', 'Q6XQN6'})"
"frozenset({'Q9H0W5', 'O94813', 'KitReceptor'})"
"frozenset({'Q9BWF3', 'P17844', 'KitReceptor'})"
"frozenset({'P12236', 'KitReceptor', 'Q14197'})"
"frozenset({'P98175', 'Q92624', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P60709', 'Q8WYL5'})"
"frozenset({'O95631', 'KitReceptor', 'Q8IZJ1'})"
"frozenset({'Q07960', 'KitReceptor', 'P27986'})"
"frozenset({'KitReceptor', 'Q8IYE0', 'O76015'})"
"frozenset({'O15550', 'Q8NHW3', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9BQG0', 'Q6NUN9'})"
"frozenset({'KitReceptor', 'P24534', 'Q6DD88'})"
"frozenset({'P55273', 'KitReceptor', 'Q6P1W5'})"
"frozenset({'KitReceptor', 'Q14CZ7', 'P60709'})"
"frozenset({'P62873', 'Q8NGK6', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P28799', 'P59990'})"
"frozenset({'O75420', 'KitReceptor', 'Q9H6L4'})"
"frozenset({'Q9NQC7', 'KitReceptor', 'P04083'})"
"frozenset({'Q9NP55', 'Q9NRR5', 'KitReceptor'})"
"frozenset({'Q8IWL3', 'KitReceptor', 'Q9NYY8'})"
"frozenset({'KitReceptor', 'Q99572', 'A8MQ03'})"
"frozenset({'KitReceptor', 'P23508', 'P62993'})"
"frozenset({'KitReceptor', 'Q9BXF9', 'Q9BTL3'})"
"frozenset({'Q9P127', 'P61254', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9ULA0', 'Q9Y6E7'})"
"frozenset({'KitReceptor', 'Q8IY37', 'Q6NUN9'})"
"frozenset({'P60410', 'KitReceptor', 'Q9UHI7'})"
"frozenset({'O60216', 'KitReceptor', 'O43918'})"
"frozenset({'KitReceptor', 'P0C7P0', 'Q969Z0'})"
"frozenset({'KitReceptor', 'P00533', 'P10644'})"
"frozenset({'Q13315', 'KitReceptor', 'Q99638'})"
"frozenset({'Q9UNA1', 'KitReceptor', 'Q6P5Z2'})"
"frozenset({'Q9NVT9', 'KitReceptor', 'Q8NCB2'})"
"frozenset({'KitReceptor', 'Q9BYQ0', 'P26371'})"
"frozenset({'KitReceptor', 'O60896', 'P63092'})"
"frozenset({'P14921', 'KitReceptor', 'P50613'})"
"frozenset({'P61981', 'KitReceptor', 'Q6P597'})"
"frozenset({'P55769', 'KitReceptor', 'Q12789'})"
"frozenset({'P0DP23', 'KitReceptor', 'O00232'})"
"frozenset({'P28070', 'KitReceptor', 'P62333'})"
"frozenset({'Q13148', 'KitReceptor', 'O43187'})"
"frozenset({'Q14999', 'KitReceptor', 'Q13435'})"
"frozenset({'Q13418', 'KitReceptor', 'Q7Z4I7'})"
"frozenset({'KitReceptor', 'Q04917', 'Q8IVT5'})"
"frozenset({'KitReceptor', 'P30466', 'Q9Y265'})"
"frozenset({'KitReceptor', 'O00560', 'P02792'})"
"frozenset({'Q9HBE4', 'Q8N6P7', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P39019', 'P15880'})"
"frozenset({'Q8N6T3', 'KitReceptor', 'Q5R372'})"
"frozenset({'Q96GM5', 'KitReceptor', 'Q8WUB8'})"
"frozenset({'KitReceptor', 'P31946', 'Q00536'})"
"frozenset({'Q96KQ7', 'KitReceptor', 'Q6XQN6'})"
"frozenset({'KitReceptor', 'P01891', 'P43358'})"
"frozenset({'KitReceptor', 'Q9UMX0', 'O75084'})"
"frozenset({'KitReceptor', 'Q9H0R8', 'Q92499'})"
"frozenset({'KitReceptor', 'Q07866', 'P57078'})"
"frozenset({'KitReceptor', 'Q9UBW5', 'Q9NUX5'})"
"frozenset({'P05067', 'KitReceptor', 'Q96LR5'})"
"frozenset({'P49407', 'Q16539', 'KitReceptor'})"
"frozenset({'P62244', 'KitReceptor', 'Q9HCE1'})"
"frozenset({'P22314', 'P0DP23', 'KitReceptor'})"
"frozenset({'Q16891', 'KitReceptor', 'Q9BQD7'})"
"frozenset({'P51692', 'Q14764', 'KitReceptor'})"
"frozenset({'P01116', 'P52306', 'KitReceptor'})"
"frozenset({'O00144', 'KitReceptor', 'Q9H1J7'})"
"frozenset({'O75317', 'KitReceptor', 'Q6PIZ9'})"
"frozenset({'KitReceptor', 'P12931', 'P29323'})"
"frozenset({'KitReceptor', 'P52333', 'O75159'})"
"frozenset({'P02747', 'KitReceptor', 'P0C0L4'})"
"frozenset({'KitReceptor', 'Q5VUJ6', 'Q9BV73'})"
"frozenset({'KitReceptor', 'Q8WXE9', 'Q16643'})"
"frozenset({'Q96B02', 'KitReceptor', 'Q9ULK6'})"
"frozenset({'KitReceptor', 'Q13243', 'O43290'})"
"frozenset({'KitReceptor', 'P10415', 'Q86XN8'})"
"frozenset({'KitReceptor', 'O75364', 'P02533'})"
"frozenset({'Q9P2W3', 'Q8NGK2', 'KitReceptor'})"
"frozenset({'P28065', 'KitReceptor', 'Q9Y244'})"
"frozenset({'Q9UKV8', 'KitReceptor', 'O60716'})"
"frozenset({'KitReceptor', 'P15056', 'Q16644'})"
"frozenset({'Q5T200', 'KitReceptor', 'P0DPB3'})"
"frozenset({'Q86WJ1', 'KitReceptor', 'P43631'})"
"frozenset({'P04629', 'KitReceptor', 'Q7Z3B4'})"
"frozenset({'KitReceptor', 'Q8TDY2', 'P49750'})"
"frozenset({'KitReceptor', 'Q16891', 'Q8WYQ3'})"
"frozenset({'Q9NZ09', 'KitReceptor', 'Q9UK41'})"
"frozenset({'P22392', 'KitReceptor', 'Q8IZL9'})"
"frozenset({'Q00994', 'KitReceptor', 'Q13515'})"
"frozenset({'KitReceptor', 'Q9GZV5', 'Q13485'})"
"frozenset({'KitReceptor', 'Q86SZ2', 'Q9Y296'})"
"frozenset({'Q6EEV4', 'Q96GD3', 'KitReceptor'})"
"frozenset({'P46783', 'KitReceptor', 'P20042'})"
"frozenset({'KitReceptor', 'Q9BYV2', 'P15374'})"
"frozenset({'Q13885', 'KitReceptor', 'P57078'})"
"frozenset({'P50213', 'KitReceptor', 'Q9NR56'})"
"frozenset({'P00519', 'KitReceptor', 'P23458'})"
"frozenset({'Q13618', 'KitReceptor', 'P08621'})"
"frozenset({'P62877', 'KitReceptor', 'Q96G25'})"
"frozenset({'KitReceptor', 'P28223', 'O96000'})"
"frozenset({'P51688', 'Q9NRD1', 'KitReceptor'})"
"frozenset({'Q13509', 'KitReceptor', 'P48431'})"
"frozenset({'Q9Y2M5', 'P55789', 'KitReceptor'})"
"frozenset({'Q13889', 'KitReceptor', 'Q08830'})"
"frozenset({'P55081', 'KitReceptor', 'Q15022'})"
"frozenset({'Q5T686', 'Q96I34', 'KitReceptor'})"
"frozenset({'Q6N069', 'KitReceptor', 'P41227'})"
"frozenset({'KitReceptor', 'Q7L5N1', 'P50453'})"
"frozenset({'Q68CJ9', 'Q9Y297', 'KitReceptor'})"
"frozenset({'O15259', 'O95905', 'KitReceptor'})"
"frozenset({'Q9Y6K9', 'KitReceptor', 'Q9BTW9'})"
"frozenset({'Q96RG2', 'KitReceptor', 'O75925'})"
"frozenset({'P51681', 'KitReceptor', 'P35626'})"
"frozenset({'Q6YHK3', 'Q8NFB2', 'KitReceptor'})"
"frozenset({'Q13616', 'KitReceptor', 'Q99733'})"
"frozenset({'KitReceptor', 'Q7Z7H8', 'O75027'})"
"frozenset({'Q969V5', 'KitReceptor', 'P63279'})"
"frozenset({'Q7L4I2', 'KitReceptor', 'P04629'})"
"frozenset({'P14618', 'KitReceptor', 'P00533'})"
"frozenset({'KitReceptor', 'P23458', 'P52333'})"
"frozenset({'Q6A163', 'KitReceptor', 'Q8N3L3'})"
"frozenset({'KitReceptor', 'O95750', 'P00533'})"
"frozenset({'P51687', 'KitReceptor', 'P78358'})"
"frozenset({'Q92466', 'KitReceptor', 'Q70EK8'})"
"frozenset({'KitReceptor', 'Q15427', 'P62993'})"
"frozenset({'P14618', 'P20073', 'KitReceptor'})"
"frozenset({'P41252', 'KitReceptor', 'Q6NUN9'})"
"frozenset({'Q14533', 'KitReceptor', 'P02751'})"
"frozenset({'P62917', 'O96028', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q13976', 'Q05469'})"
"frozenset({'P61981', 'KitReceptor', 'P61962'})"
"frozenset({'KitReceptor', 'Q53GQ0', 'O00410'})"
"frozenset({'Q13137', 'Q8IVS8', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q15691', 'Q9UBN7'})"
"frozenset({'Q9GZZ8', 'KitReceptor', 'Q9BXW4'})"
"frozenset({'KitReceptor', 'O95573', 'P61218'})"
"frozenset({'Q6NZI2', 'Q08211', 'KitReceptor'})"
"frozenset({'Q13114', 'KitReceptor', 'Q93009'})"
"frozenset({'KitReceptor', 'P38159', 'O75530'})"
"frozenset({'Q05086', 'Q15334', 'KitReceptor'})"
"frozenset({'Q9BQ04', 'P0CAP2', 'KitReceptor'})"
"frozenset({'P04271', 'P25815', 'KitReceptor'})"
"frozenset({'Q9UBS0', 'KitReceptor', 'P17066'})"
"frozenset({'P20963', 'KitReceptor', 'P42574'})"
"frozenset({'Q9BZR9', 'KitReceptor', 'Q96BQ3'})"
"frozenset({'Q92782', 'KitReceptor', 'Q6STE5'})"
"frozenset({'O95619', 'KitReceptor', 'Q8IVT5'})"
"frozenset({'KitReceptor', 'Q13315', 'Q6ZNG1'})"
"frozenset({'P29966', 'KitReceptor', 'P12830'})"
"frozenset({'P00519', 'O15117', 'KitReceptor'})"
"frozenset({'Q9BSI4', 'Q9NZN9', 'KitReceptor'})"
"frozenset({'P15813', 'P27797', 'KitReceptor'})"
"frozenset({'Q00796', 'KitReceptor', 'Q8WVJ2'})"
"frozenset({'P35222', 'KitReceptor', 'Q9UII4'})"
"frozenset({'Q96AP0', 'Q9HC98', 'KitReceptor'})"
"frozenset({'KitReceptor', 'O75578', 'P12814'})"
"frozenset({'Q96P16', 'KitReceptor', 'P04637'})"
"frozenset({'Q96J94', 'P07900', 'KitReceptor'})"
"frozenset({'Q6QNY0', 'KitReceptor', 'P78537'})"
"frozenset({'P04843', 'P49411', 'KitReceptor'})"
"frozenset({'P05060', 'P28340', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P0DMU9', 'Q9H190'})"
"frozenset({'Q9NQY0', 'KitReceptor', 'O14980'})"
"frozenset({'KitReceptor', 'Q9UNK0', 'P46459'})"
"frozenset({'Q01082', 'P11441', 'KitReceptor'})"
"frozenset({'Q12946', 'KitReceptor', 'P17482'})"
"frozenset({'KitReceptor', 'O60341', 'Q15049'})"
"frozenset({'KitReceptor', 'Q9NRD1', 'Q9NRH3'})"
"frozenset({'P31749', 'KitReceptor', 'Q9Y487'})"
"frozenset({'KitReceptor', 'Q52LR7', 'Q05BQ5'})"
"frozenset({'P31749', 'KitReceptor', 'P30086'})"
"frozenset({'KitReceptor', 'Q15691', 'Q9NP97'})"
"frozenset({'KitReceptor', 'P10589', 'P01100'})"
"frozenset({'KitReceptor', 'P19013', 'Q96KQ4'})"
"frozenset({'Q9BQ95', 'P32119', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q8N5J4', 'Q8NFW5'})"
"frozenset({'KitReceptor', 'P35443', 'P18827'})"
"frozenset({'KitReceptor', 'P19438', 'P23396'})"
"frozenset({'Q5TA45', 'KitReceptor', 'Q8TDS5'})"
"frozenset({'P47914', 'Q8NHW5', 'KitReceptor'})"
"frozenset({'Q9NSI6', 'KitReceptor', 'O94888'})"
"frozenset({'Q92890', 'Q03135', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q9H9Y6', 'P0DPB6'})"
"frozenset({'P05231', 'KitReceptor', 'Q6N021'})"
"frozenset({'KitReceptor', 'Q15645', 'P63279'})"
"frozenset({'Q9H3M0', 'KitReceptor', 'P30536'})"
"frozenset({'P62834', 'KitReceptor', 'P51149'})"
"frozenset({'P80098', 'KitReceptor', 'P04150'})"
"frozenset({'O94905', 'Q5T3F8', 'KitReceptor'})"
"frozenset({'Q9NQW7', 'KitReceptor', 'P49841'})"
"frozenset({'Q8N668', 'KitReceptor', 'O15524'})"
"frozenset({'Q8N4C6', 'Q96AY4', 'KitReceptor'})"
"frozenset({'Q8NCE0', 'KitReceptor', 'Q9H078'})"
"frozenset({'KitReceptor', 'P22223', 'O60716'})"
"frozenset({'P26717', 'KitReceptor', 'P01889'})"
"frozenset({'P01106', 'KitReceptor', 'Q9UJ70'})"
"frozenset({'KitReceptor', 'Q13546', 'P04083'})"
"frozenset({'P35268', 'KitReceptor', 'Q9HCE7'})"
"frozenset({'Q9BWQ8', 'P25445', 'KitReceptor'})"
"frozenset({'O60477', 'KitReceptor', 'Q9BYG4'})"
"frozenset({'Q92903', 'Q96IQ7', 'KitReceptor'})"
"frozenset({'O75385', 'KitReceptor', 'Q15436'})"
"frozenset({'Q14999', 'KitReceptor', 'P52597'})"
"frozenset({'P22607', 'KitReceptor', 'O43915'})"
"frozenset({'P08238', 'KitReceptor', 'P54764'})"
"frozenset({'KitReceptor', 'O95271', 'O60239'})"
"frozenset({'P14780', 'KitReceptor', 'P02452'})"
"frozenset({'Q6IQ23', 'KitReceptor', 'Q9ULJ3'})"
"frozenset({'P05231', 'KitReceptor', 'P24928'})"
"frozenset({'P12004', 'KitReceptor', 'Q14258'})"
"frozenset({'P62487', 'KitReceptor', 'Q9NQG5'})"
"frozenset({'KitReceptor', 'Q68CZ1', 'Q9Y4F5'})"
"frozenset({'P62701', 'KitReceptor', 'Q2NL82'})"
"frozenset({'KitReceptor', 'Q8TBB1', 'O14978'})"
"frozenset({'P61244', 'KitReceptor', 'Q86Y13'})"
"frozenset({'P36873', 'KitReceptor', 'P46020'})"
"frozenset({'KitReceptor', 'P49736', 'Q9H078'})"
"frozenset({'KitReceptor', 'P05067', 'Q9H2H0'})"
"frozenset({'P55036', 'P06576', 'KitReceptor'})"
"frozenset({'P08238', 'KitReceptor', 'Q9Y617'})"
"frozenset({'KitReceptor', 'Q9UHC3', 'Q96QZ7'})"
"frozenset({'Q6UXV4', 'KitReceptor', 'Q9C002'})"
"frozenset({'KitReceptor', 'P32969', 'Q99459'})"
"frozenset({'Q6ZW61', 'KitReceptor', 'A2A3K4'})"
"frozenset({'KitReceptor', 'Q14194', 'Q16555'})"
"frozenset({'KitReceptor', 'Q9Y272', 'P61952'})"
"frozenset({'Q92611', 'KitReceptor', 'Q8TF01'})"
"frozenset({'P11021', 'KitReceptor', 'P25685'})"
"frozenset({'KitReceptor', 'P02751', 'P34741'})"
"frozenset({'Q9Y295', 'KitReceptor', 'Q9NZC7'})"
"frozenset({'Q9Y4A5', 'Q9BRQ0', 'KitReceptor'})"
"frozenset({'Q9UQ88', 'KitReceptor', 'Q06730'})"
"frozenset({'Q9UPU3', 'P01138', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P08195', 'P05412'})"
"frozenset({'P55795', 'KitReceptor', 'P09651'})"
"frozenset({'O60315', 'P05067', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q5TC82', 'Q8NFW8'})"
"frozenset({'KitReceptor', 'Q06136', 'P62820'})"
"frozenset({'P25445', 'Q9NUQ7', 'KitReceptor'})"
"frozenset({'P04628', 'KitReceptor', 'Q6UXX9'})"
"frozenset({'P53634', 'KitReceptor', 'Q13489'})"
"frozenset({'P55082', 'A8MVW5', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P13765', 'P28068'})"
"frozenset({'Q01518', 'KitReceptor', 'Q99972'})"
"frozenset({'P57679', 'KitReceptor', 'Q9UBU9'})"
"frozenset({'KitReceptor', 'Q96ST3', 'Q92769'})"
"frozenset({'Q8N6M6', 'Q9UHC1', 'KitReceptor'})"
"frozenset({'Q8N122', 'Q9Y2Q5', 'KitReceptor'})"
"frozenset({'O00762', 'KitReceptor', 'P63316'})"
"frozenset({'P62753', 'P62841', 'KitReceptor'})"
"frozenset({'Q96IT1', 'P04150', 'KitReceptor'})"
"frozenset({'Q8WU58', 'O15496', 'KitReceptor'})"
"frozenset({'P78424', 'P56693', 'KitReceptor'})"
"frozenset({'Q27J81', 'P55072', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q86YB8', 'P36969'})"
"frozenset({'KitReceptor', 'Q9BY44', 'Q9UBU9'})"
"frozenset({'KitReceptor', 'P04350', 'Q969X0'})"
"frozenset({'Q7L0Q8', 'Q53QZ3', 'KitReceptor'})"
"frozenset({'O95696', 'KitReceptor', 'P25205'})"
"frozenset({'Q7L590', 'P33991', 'KitReceptor'})"
"frozenset({'O00159', 'KitReceptor', 'Q16643'})"
"frozenset({'KitReceptor', 'P26373', 'Q8TCC3'})"
"frozenset({'O14733', 'Q12852', 'KitReceptor'})"
"frozenset({'Q9HBG6', 'Q9NXC2', 'KitReceptor'})"
"frozenset({'KitReceptor', 'P04049', 'P30086'})"
"frozenset({'Q8IXM3', 'Q96AE4', 'KitReceptor'})"
"frozenset({'Q9UNZ5', 'KitReceptor', 'O60341'})"
"frozenset({'Q9NS73', 'P51610', 'KitReceptor'})"
"frozenset({'Q9NZN5', 'KitReceptor', 'Q9H2X3'})"
"frozenset({'KitReceptor', 'Q9Y3D7', 'Q99595'})"
"frozenset({'KitReceptor', 'Q9NQW6', 'Q9P0K7'})"
"frozenset({'O43920', 'KitReceptor', 'O00217'})"
"frozenset({'Q8NC60', 'KitReceptor', 'P84077'})"
"frozenset({'P62753', 'KitReceptor', 'Q96GG9'})"
"frozenset({'P51681', 'KitReceptor', 'Q9UN74'})"
"frozenset({'Q92633', 'KitReceptor', 'O60262'})"
"frozenset({'Q9Y496', 'KitReceptor', 'O75386'})"
"frozenset({'O15061', 'Q9Y4J8', 'KitReceptor'})"
"frozenset({'Q8N163', 'KitReceptor', 'O95816'})"
"frozenset({'Q9BRA2', 'KitReceptor', 'Q8TBC4'})"
"frozenset({'KitReceptor', 'Q96EP0', 'Q96BN8'})"
"frozenset({'KitReceptor', 'Q9Y4G8', 'Q96IX5'})"
"frozenset({'Q9NQP4', 'KitReceptor', 'Q96JK2'})"
"frozenset({'KitReceptor', 'Q8NI36', 'O15160'})"
"frozenset({'Q92633', 'KitReceptor', 'Q9UBI6'})"
"frozenset({'KitReceptor', 'Q3LI70', 'Q7Z6R9'})"
"frozenset({'Q9H211', 'KitReceptor', 'P49736'})"
"frozenset({'KitReceptor', 'O00232', 'Q14315'})"
"frozenset({'Q96T58', 'O14757', 'KitReceptor'})"
"frozenset({'P56748', 'P78369', 'KitReceptor'})"
"frozenset({'KitReceptor', 'Q16822', 'P68036'})"
"frozenset({'P06748', 'KitReceptor', 'P46778'})"
"frozenset({'P60880', 'P30968', 'KitReceptor'})"
"frozenset({'O95163', 'KitReceptor', 'P25787'})"
"frozenset({'O75312', 'KitReceptor', 'Q15819'})"
