negatives
"('P52292', 'Q99459')"
"('Q05209', 'O43294')"
"('P62714', 'P30153')"
"('Q9UJ78', 'P12757')"
"('P21281', 'P04406')"
"('P22087', 'Q13418')"
"('Q9NYJ7', 'Q9UM47')"
"('Q16659', 'O60832')"
"('P62158', 'Q14028')"
"('Q92922', 'O15360')"
"('Q99500', 'P63096')"
"('Q8TEW0', 'O60739')"
"('Q9UHX1', 'Q15287')"
"('O95298', 'O00217')"
"('P04183', 'Q8NFF5')"
"('P10275', 'Q9Y675')"
"('P04899', 'P59768')"
"('Q02535', 'P15923')"
"('Q13490', 'Q13489')"
"('P04406', 'O60861')"
"('Q96JN2', 'Q9NRI5')"
"('P61964', 'Q99880')"
"('P41143', 'Q96AW1')"
"('Q16643', 'P62993')"
"('P18031', 'P25963')"
"('Q9Y6D9', 'Q9UI95')"
"('Q8IZP6', 'P62256')"
"('P61626', 'P22392')"
"('P00491', 'Q14164')"
"('P51532', 'Q86U86')"
"('P49407', 'P04731')"
"('P22681', 'Q8N6P7')"
"('Q15102', 'P32456')"
"('P61513', 'P46777')"
"('P26196', 'Q00005')"
"('Q9UK08', 'P27986')"
"('P78537', 'Q99624')"
"('O75376', 'O75446')"
"('P23458', 'Q15464')"
"('O43347', 'P33240')"
"('P25942', 'P11142')"
"('Q7Z5R6', 'P50552')"
"('Q9HBI0', 'P60709')"
"('P04899', 'O95622')"
"('Q9ULB4', 'Q9Y6N8')"
"('O43557', 'Q92956')"
"('P19174', 'Q13111')"
"('P15172', 'P55036')"
"('P11021', 'O75460')"
"('Q9H4A3', 'P54253')"
"('Q9BY43', 'Q5VWQ8')"
"('P57075', 'P0CG48')"
"('P17252', 'Q96B18')"
"('O15524', 'Q14765')"
"('O95163', 'P33240')"
"('Q7L3T8', 'Q14197')"
"('O15111', 'O75569')"
"('Q13315', 'Q8N302')"
"('Q8TBK6', 'P51681')"
"('Q16539', 'Q8NER1')"
"('145781', 'Q13574')"
"('O60603', 'P58753')"
"('P11387', 'P17844')"
"('O15162', 'P49639')"
"('Q8NH70', 'P38405')"
"('O15287', 'Q06547')"
"('O14965', 'P20936')"
"('Q13145', 'Q14332')"
"('P61956', 'O14715')"
"('P68036', 'P11171')"
"('P34741', 'Q15465')"
"('P61970', 'Q9UET6')"
"('P26599', 'Q05519')"
"('Q99459', 'P17987')"
"('P41182', 'O00628')"
"('P13500', 'P41597')"
"('O14908', 'Q9H9D4')"
"('P30519', 'Q9BT40')"
"('Q15653', 'P07437')"
"('Q08499', 'P32121')"
"('Q9C035', 'P61088')"
"('Q8N4G2', 'Q9HCE7')"
"('Q9BUH8', 'O75604')"
"('P51116', 'Q9NVV9')"
"('P62945', 'P05386')"
"('P62277', 'P62263')"
"('P01241', 'Q6UXL0')"
"('Q8IZJ0', 'Q99665')"
"('P01112', 'P30304')"
"('P12236', 'Q9UL18')"
"('Q6GQQ9', 'O00220')"
"('Q02543', 'Q9UKV8')"
"('P63279', 'P36956')"
"('P09651', 'P60709')"
"('P53680', 'Q07889')"
"('P49674', 'P10071')"
"('Q92625', 'P31947')"
"('Q12972', 'Q5RL73')"
"('Q96FW1', 'Q9H1Y0')"
"('P62258', 'Q14558')"
"('P55081', 'Q01081')"
"('P07947', 'Q96KM6')"
"('O95297', 'P12931')"
"('Q9Y4K3', 'P61160')"
"('P49810', 'O75369')"
"('O15131', 'Q9NYR8')"
"('P16591', 'P18031')"
"('Q9P0W0', 'Q9HC73')"
"('Q08043', 'Q15942')"
"('P38398', 'P52292')"
"('Q13315', 'Q12905')"
"('Q6VMQ6', 'P98160')"
"('Q9NPF4', 'P31689')"
"('Q15583', 'P41225')"
"('Q14197', 'Q8IYB8')"
"('P01889', 'Q9P258')"
"('P12931', 'Q9Y2D5')"
"('P61927', 'Q9NY93')"
"('P38646', 'P16152')"
"('O75044', 'Q96L33')"
"('P11245', 'P41227')"
"('Q9HD15', 'Q92769')"
"('P62318', 'O75626')"
"('P05388', 'Q9UKV8')"
"('O60504', 'P48023')"
"('P62805', 'Q15672')"
"('P12757', 'Q9UNY4')"
"('P52294', 'Q5TAQ9')"
"('Q16620', 'P13591')"
"('Q8NGX1', 'P38405')"
"('Q9UKY1', 'Q9NX58')"
"('Q12929', 'P00533')"
"('Q969Y2', 'P29372')"
"('O76071', 'P25205')"
"('Q02556', 'P15884')"
"('P01106', 'O43493')"
"('Q13557', 'Q14934')"
"('P46379', 'P52757')"
"('Q9BWF3', 'P52272')"
"('P20226', 'P29084')"
"('P49023', 'Q05209')"
"('P12956', 'P11387')"
"('Q9NV56', 'Q9HAF1')"
"('P63220', 'P46781')"
"('Q15459', 'P98175')"
"('P35080', 'P49771')"
"('P83731', 'P62993')"
"('O00571', 'Q14164')"
"('Q5TAQ9', 'Q99750')"
"('P12757', 'O43318')"
"('Q9HAU4', 'Q15155')"
"('Q14683', 'Q8IWZ8')"
"('P30291', 'P14625')"
"('Q9Y4X0', 'Q9Y2T1')"
"('P32121', 'Q8NH72')"
"('Q96EY7', 'P18848')"
"('O43597', 'Q13191')"
"('Q96FJ2', 'Q01844')"
"('P53803', 'P52434')"
"('P60709', 'P14317')"
"('P49716', 'P53567')"
"('P02549', 'P48023')"
"('P10398', 'P27986')"
"('Q01344', 'O60674')"
"('O00329', 'O14939')"
"('P36575', 'Q93091')"
"('Q12789', 'Q8NAV1')"
"('O15444', 'P25024')"
"('P61619', 'O75365')"
"('P53708', 'P63261')"
"('Q86SE5', 'Q8TAP4')"
"('Q9Y6Y9', 'P17676')"
"('P46379', 'Q8IZH2')"
"('Q8NI35', 'P56880')"
"('Q9H773', 'P01889')"
"('P28472', 'Q9H0R8')"
"('P50213', 'O60684')"
"('Q04724', 'P67870')"
"('P32121', 'Q8NGG8')"
"('Q02878', 'P62829')"
"('P62910', 'P47914')"
"('P20809', 'P31785')"
"('Q86WN2', 'P16471')"
"('Q13191', 'Q9Y371')"
"('Q9BTT4', 'P55209')"
"('P04141', 'P40189')"
"('O43809', 'O60500')"
"('P31939', 'Q14164')"
"('P63261', 'Q6VMQ6')"
"('Q9Y6J9', 'Q9H0E3')"
"('P14174', 'Q86XK2')"
"('P02766', 'Q15572')"
"('Q9Y4A5', 'Q9ULK4')"
"('O96020', 'Q9UJX3')"
"('P28066', 'P25786')"
"('Q9BTW9', 'Q13885')"
"('Q9NVP1', 'Q9UL18')"
"('P10145', 'O15111')"
"('O95747', 'Q9UET6')"
"('P18846', 'Q6UUV9')"
"('P18146', 'O15121')"
"('P48039', 'Q9P2W3')"
"('P41236', 'P36873')"
"('P28067', 'P01903')"
"('Q96S82', 'P46379')"
"('Q02750', 'Q96RU7')"
"('Q6UVK1', 'P17931')"
"('Q9NQH7', 'P13569')"
"('O95685', 'P54840')"
"('Q8WW43', 'Q9UM47')"
"('Q9Y478', 'Q53ET0')"
"('Q16659', 'Q8NAV1')"
"('Q15628', 'P08138')"
"('O15504', 'Q9NRG9')"
"('Q15834', 'O94868')"
"('P10721', 'P42566')"
"('P04731', 'P04637')"
"('Q13177', 'Q15746')"
"('Q8TAX7', 'P35080')"
"('P29372', 'Q9HB71')"
"('P46527', 'P30279')"
"('26765', 'P20226')"
"('Q9BRK5', 'Q96KM6')"
"('Q07021', 'P01042')"
"('P62979', 'P46782')"
"('P01243', 'P24752')"
"('P58876', 'O75832')"
"('P49771', 'P35080')"
"('P35968', 'Q96CV9')"
"('Q9BTT4', 'P26599')"
"('Q99459', 'Q99832')"
"('O75909', 'Q93062')"
"('Q9Y620', 'P25786')"
"('P67870', 'P34897')"
"('Q5SRE5', 'Q96EE3')"
"('Q9HAU4', 'P36897')"
"('Q9UL26', 'Q9UI14')"
"('Q13555', 'Q8TEY5')"
"('P62633', 'P23508')"
"('P53007', 'P20333')"
"('P56750', 'C9JDP6')"
"('O95602', 'Q14978')"
"('O60925', 'Q93063')"
"('O95071', 'O95402')"
"('Q8WYR1', 'Q13480')"
"('Q16539', 'P63151')"
"('P31371', 'P08581')"
"('Q8WWW0', 'Q00987')"
"('O60645', 'P01106')"
"('O14867', 'O60675')"
"('P05023', 'P32418')"
"('Q68DV7', 'Q15233')"
"('Q14683', 'Q13573')"
"('O95400', 'O43809')"
"('P52742', 'P49841')"
"('Q6Y7W6', 'P25054')"
"('Q99836', 'P11473')"
"('P43250', 'P51677')"
"('P82914', 'Q9UL18')"
"('P19174', 'P63000')"
"('P19838', 'P63151')"
"('P05091', 'Q9NTG7')"
"('P01116', 'Q9UQ13')"
"('O60315', 'Q13461')"
"('P06756', 'Q14315')"
"('P32121', 'Q8NGJ0')"
"('Q70EL1', 'Q9NZZ3')"
"('Q6WCQ1', 'P09651')"
"('P03897', 'O95167')"
"('Q29983', 'O43908')"
"('Q14766', 'P10600')"
"('O43147', 'Q12905')"
"('P17568', 'O43676')"
"('O95376', 'P24394')"
"('O00750', 'P62993')"
"('P42768', 'P59998')"
"('O75581', 'P98082')"
"('O43900', 'Q15788')"
"('Q6FHJ7', 'Q9H461')"
"('O43719', 'P63162')"
"('P78536', 'P35625')"
"('O15047', 'P58876')"
"('Q9HC35', 'P01116')"
"('Q9UHV2', 'P42771')"
"('P06454', 'P24941')"
"('Q9GZM8', 'Q3V6T2')"
"('Q9GZV5', 'Q13485')"
"('Q9UQP3', 'P17301')"
"('Q15834', 'Q15906')"
"('Q14197', 'Q9HC36')"
"('P06241', 'Q9UQ16')"
"('Q01101', 'P07437')"
"('Q13555', 'Q9BXT2')"
"('P63096', 'Q8WYR1')"
"('P08514', 'P21333')"
"('P01584', 'Q8WX94')"
"('Q12834', 'Q9UJX2')"
"('Q01844', 'P49841')"
"('P20138', 'Q13191')"
"('Q9UKV3', 'Q15287')"
"('Q9BQA1', 'Q15459')"
"('Q9NZM3', 'Q9H2E6')"
"('P01135', 'Q13424')"
"('O14777', 'Q13573')"
"('P62333', 'P19438')"
"('Q9UER7', 'P45973')"
"('P04629', 'P18031')"
"('P78345', 'P16333')"
"('Q16585', 'Q13326')"
"('Q15560', 'P24928')"
"('O75385', 'Q9C0C7')"
"('P63220', 'P62269')"
"('P62136', 'Q03135')"
"('Q9NZN4', 'P53680')"
"('P36402', 'Q09472')"
"('P80217', 'Q16520')"
"('Q9UQM7', 'Q13554')"
"('P22694', 'Q13522')"
"('P35225', 'Q13651')"
"('Q17RW2', 'P53708')"
"('P41220', 'P10074')"
"('P0CAP2', 'Q8IWZ3')"
"('Q8IYI6', 'P05783')"
"('P40429', 'P46779')"
"('Q8N2W9', 'P40763')"
"('Q01974', 'P41221')"
"('Q9BPX5', 'Q14247')"
"('P35968', 'Q9ULV8')"
"('Q9P015', 'Q8IY92')"
"('O60739', 'P59998')"
"('Q9Y572', 'Q9ULV4')"
"('P62841', 'P35544')"
"('Q86SE5', 'Q15834')"
"('P26951', 'Q07812')"
"('P78362', 'Q8NAV1')"
"('Q9NYG5', 'Q9UM11')"
"('P57081', 'Q9P2G9')"
"('P32121', 'Q8N0Y5')"
"('P08582', 'Q9UMX0')"
"('O75293', 'P52564')"
"('P41221', 'Q01973')"
"('A8TX70', 'P56199')"
"('P04049', 'Q13233')"
"('P08913', 'Q03113')"
"('Q92793', 'Q14186')"
"('Q04724', 'O00231')"
"('P08637', 'Q8NHL6')"
"('Q07666', 'P51531')"
"('Q15034', 'P0CG48')"
"('Q16695', 'P24385')"
"('Q13546', 'P41743')"
"('Q01484', 'P12830')"
"('Q96LR5', 'Q9C040')"
"('Q7Z6J0', 'P31751')"
"('Q9BUV8', 'Q9Y5J5')"
"('P0C0S8', 'Q93079')"
"('Q9UBU9', 'Q08211')"
"('Q09472', 'Q9H3D4')"
"('P01857', 'P13645')"
"('P04637', 'Q13526')"
"('Q9NWZ3', 'O14836')"
"('P00451', 'O60739')"
"('P46100', 'Q13472')"
"('Q07020', 'Q02878')"
"('P01106', 'O75161')"
"('P51665', 'Q13200')"
"('O00459', 'Q06124')"
"('P40763', 'P08238')"
"('O95870', 'Q15424')"
"('P61024', 'Q86TM6')"
"('P10074', 'P41220')"
"('P19875', 'P32246')"
"('Q96L91', 'P16104')"
"('P56537', 'Q86SQ4')"
"('O00222', 'P59768')"
"('O95886', 'P12931')"
"('P55196', 'P31946')"
"('P32519', 'P17275')"
"('Q8N726', 'P06748')"
"('Q15637', 'O75554')"
"('Q10586', 'P35659')"
"('P30533', 'Q99523')"
"('406948', 'P24385')"
"('Q14188', 'P62258')"
"('O00238', 'O94921')"
"('P10914', 'P02778')"
"('Q9NPA5', 'Q04724')"
"('Q99880', 'Q96DB2')"
"('P15880', 'P62244')"
"('Q9Y297', 'Q9NS23')"
"('P30550', 'P50148')"
"('Q8N6K7', 'Q13485')"
"('P05455', 'Q14164')"
"('P19793', 'Q93074')"
"('P62328', 'P04183')"
"('Q15287', 'Q15393')"
"('Q13315', 'Q8IVD9')"
"('P35869', 'P10275')"
"('P62328', 'P40692')"
"('P01106', 'Q9NS18')"
"('P52788', 'Q15910')"
"('P32121', 'Q96NX5')"
"('Q00688', 'P30480')"
"('Q9Y243', 'P22736')"
"('Q9UPR3', 'Q13362')"
"('Q9NWB7', 'Q14790')"
"('Q14D04', 'Q9Y2Q3')"
"('Q9Y5M8', 'Q15714')"
"('Q13363', 'Q9H2S9')"
"('P35222', 'Q15717')"
"('Q02388', 'P11142')"
"('P35368', 'P50148')"
"('P17275', 'Q13485')"
"('Q9HCN6', 'P07947')"
"('P18146', 'P15036')"
"('P68032', 'Q16658')"
"('Q9Y4J8', 'P46939')"
"('O75934', 'Q13573')"
"('Q15369', 'Q9H257')"
"('Q13557', 'Q9UKV0')"
"('Q9H7E9', 'Q9NQX6')"
"('P40933', 'Q01344')"
"('P01106', 'Q9UPT9')"
"('P17987', 'Q04206')"
"('Q00613', 'P45983')"
"('Q9P2D1', 'Q68CP9')"
"('Q16288', 'P16885')"
"('Q04206', 'P01579')"
"('P48061', 'P46092')"
"('P62993', 'P48995')"
"('P50591', 'Q12933')"
"('P26045', 'P63104')"
"('O00341', 'Q13424')"
"('P16581', 'Q16539')"
"('P62993', 'Q5JSH3')"
"('P10301', 'Q9P212')"
"('P62158', 'Q32MK0')"
"('Q99836', 'P07437')"
"('Q99873', 'Q96ID5')"
"('P10275', 'P16118')"
"('Q96CS2', 'Q13416')"
"('P22694', 'Q6IN85')"
"('O95865', 'Q13188')"
"('P68366', 'P30050')"
"('Q13094', 'P61224')"
"('Q9Y6X2', 'Q13547')"
"('Q13131', 'P35558')"
"('P43405', 'Q8N6C8')"
"('Q6Y7W6', 'P09234')"
"('P61769', 'P46379')"
"('Q93096', 'P18146')"
"('407004', 'P18075')"
"('Q13315', 'O43156')"
"('P51817', 'P18146')"
"('Q16181', 'O75909')"
"('Q9UBS0', 'Q13387')"
"('Q9UJX2', 'P51531')"
"('Q96MT8', 'Q9NS73')"
"('Q06547', 'Q14005')"
"('Q01196', 'Q9Y4K3')"
"('Q8N5J2', 'O95777')"
"('Q9Y5P4', 'Q9UGN5')"
"('O75379', 'O14662')"
"('Q9H7B4', 'Q8WVX9')"
"('P22626', 'P62937')"
"('P16220', 'Q96PN7')"
"('P67870', 'Q9UNN5')"
"('P42679', 'Q16288')"
"('P51398', 'P62993')"
"('O43290', 'P63165')"
"('Q9NR97', 'P17676')"
"('407046', 'Q9H9Z2')"
"('P49716', 'Q01094')"
"('P08311', 'Q8TEW0')"
"('P56537', 'Q13347')"
"('P35221', 'Q15910')"
"('Q9H6S0', 'Q9NX58')"
"('P26583', 'P09086')"
"('P05452', 'Q96QR1')"
"('P15374', 'Q9P2P5')"
"('Q9Y605', 'Q9H7E9')"
"('P51948', 'Q92759')"
"('Q04724', 'P49703')"
"('P06756', 'P35609')"
"('Q14155', 'P04350')"
"('O95782', 'Q96GM8')"
"('Q9Y2T4', 'Q9UPR3')"
"('Q92985', 'Q86WV6')"
"('Q13049', 'P51617')"
"('Q96QK1', 'O14964')"
"('P0CG48', 'Q9Y6R4')"
"('Q13813', 'Q00597')"
"('Q96T60', 'Q9BQ66')"
"('Q9BUI4', 'Q9H1D9')"
"('Q9HAU4', 'Q14653')"
"('Q13976', 'Q13698')"
"('P06400', 'P27540')"
"('O00571', 'Q96KM6')"
"('P10321', 'P43631')"
"('P38398', 'Q92769')"
"('Q03014', 'P23769')"
"('P17066', 'Q99558')"
"('Q13263', 'P30504')"
"('P48730', 'O15055')"
"('P0CG47', 'Q99759')"
"('406952', 'O43521')"
"('Q8N1C3', 'O95166')"
"('P04222', 'P17812')"
"('P07437', 'Q9BZH6')"
"('Q15365', 'Q7Z434')"
"('P35626', 'Q8NGQ3')"
"('P36941', 'Q99558')"
"('P13232', 'P23458')"
"('P00519', 'P40763')"
"('P36873', 'P63208')"
"('P10276', 'Q9UL19')"
"('Q99459', 'P28340')"
"('P50750', 'P40189')"
"('P78347', 'Q96DC9')"
"('Q8N5Z5', 'Q6ZVK8')"
"('Q14258', 'O95786')"
"('Q13535', 'Q96A47')"
"('406906', 'Q9BYV9')"
"('P11142', 'Q15653')"
"('Q6ZVL6', 'Q14697')"
"('P14174', 'Q13418')"
"('O15264', 'O43524')"
"('P47898', 'P63211')"
"('P46108', 'O43683')"
"('P20701', 'Q05397')"
"('Q12815', 'Q13895')"
"('P62829', 'P62945')"
"('Q13042', 'Q9NYG5')"
"('Q01094', 'Q8N726')"
"('P43686', 'Q15008')"
"('Q71U36', 'Q9Y6K9')"
"('P18146', 'Q13547')"
"('P13612', 'Q13477')"
"('P50613', 'P10827')"
"('Q96PU5', 'P00533')"
"('Q16514', 'Q9BRQ0')"
"('P48443', 'Q96RI1')"
"('A8K6C2', 'P26951')"
"('P16104', 'Q6ZW49')"
"('P03923', 'O75251')"
"('Q9Y383', 'Q9P2H0')"
"('P08865', 'P62273')"
"('Q99956', 'P45984')"
"('Q9Y320', 'Q9H3N1')"
"('Q9Y5K5', 'P20618')"
"('Q9GZM8', 'Q13398')"
"('O75815', 'O15067')"
"('P10809', 'O00429')"
"('Q06187', 'P40763')"
"('P46778', 'Q07020')"
"('P78536', 'P28482')"
"('P28074', 'P08238')"
"('O14965', 'P52732')"
"('Q13191', 'P21860')"
"('Q8IWE5', 'Q9NSK0')"
"('Q13315', 'O14965')"
"('P20226', 'P04150')"
"('Q9UL03', 'Q9HC44')"
"('P08172', 'Q96D09')"
"('P32745', 'Q9UDY2')"
"('P24855', 'P60709')"
"('Q12933', 'O14763')"
"('Q13683', 'Q07889')"
"('Q16644', 'Q7L5N1')"
"('Q16665', 'Q9HBZ2')"
"('O43541', 'O43318')"
"('Q86WV6', 'O15118')"
"('Q15637', 'P98175')"
"('Q8TBB1', 'Q96GX9')"
"('Q9BQ95', 'Q15047')"
"('Q01968', 'Q00610')"
"('P09669', 'P21246')"
"('Q13310', 'P62330')"
"('Q14181', 'Q15910')"
"('Q8NGJ7', 'P38405')"
"('P62979', 'P98175')"
"('P10644', 'Q15750')"
"('Q15388', 'Q7Z419')"
"('Q9Y5S2', 'P42766')"
"('Q9NZI8', 'Q9UL18')"
"('Q9H974', 'P01857')"
"('Q13263', 'O60858')"
"('Q9Y4A9', 'P38405')"
"('P61981', 'Q14739')"
"('Q96KP1', 'Q13573')"
"('Q14203', 'O95817')"
"('P68104', 'O60333')"
"('O96019', 'Q9C086')"
"('Q9P0W0', 'P40189')"
"('Q9Y6M1', 'O15264')"
"('Q96CW1', 'P53675')"
"('P27635', 'Q9Y3U8')"
"('O14730', 'Q96JQ0')"
"('Q9UKM9', 'Q07666')"
"('P54646', 'Q49AN0')"
"('Q15287', 'P30414')"
"('Q8WXF1', 'O75554')"
"('Q9Y272', 'P50151')"
"('O43597', 'P04080')"
"('P07359', 'P31946')"
"('P01308', 'P06213')"
"('Q9UBI6', 'Q08828')"
"('O15162', 'Q05516')"
"('P43360', 'Q13547')"
"('Q13263', 'Q15047')"
"('Q86YP4', 'Q8WXI9')"
"('P05362', 'P19838')"
"('Q9P0U4', 'P61964')"
"('P41252', 'Q00653')"
"('Q96P48', 'Q15750')"
"('P61224', 'Q15139')"
"('Q07889', 'Q9UJM3')"
"('Q9HCU9', 'P29374')"
"('P60709', 'P12882')"
"('Q96B18', 'P48730')"
"('P07355', 'P63104')"
"('Q96AQ7', 'P16220')"
"('P46109', 'P43405')"
"('Q9UNW9', 'P61978')"
"('O75150', 'P63146')"
"('P25398', 'P46781')"
"('P62899', 'P42766')"
"('P04637', '406937')"
"('P23025', 'P09429')"
"('Q3KQU3', 'P01106')"
"('P01106', 'Q8N1G2')"
"('P20908', 'Q13683')"
"('P16150', 'Q9BZZ2')"
"('P21333', 'P38398')"
"('Q9BT17', 'Q14197')"
"('P38398', 'P51531')"
"('Q86UT6', 'Q9Y4K3')"
"('Q96Q15', 'Q15172')"
"('Q14566', 'Q9BWG6')"
"('P62253', 'Q9BYM8')"
"('P60709', 'P08133')"
"('O60504', 'Q8N684')"
"('P62913', 'P83881')"
"('P49792', 'Q9Y613')"
"('Q969U6', 'Q9BQ66')"
"('Q9NQX7', 'P56817')"
"('Q16795', 'O43674')"
"('P09651', 'P52272')"
"('P18564', 'P26006')"
"('Q5ST30', 'Q05639')"
"('P55157', 'Q9UQ16')"
"('Q8WVD3', 'Q8IYR0')"
"('Q13618', 'Q14145')"
"('P48556', 'Q9UL46')"
"('Q9UL46', 'Q14164')"
"('Q00987', 'O43524')"
"('P26599', 'O43251')"
"('Q9NR45', 'Q9UKE5')"
"('Q9UM54', 'P25054')"
"('P63104', 'Q6P597')"
"('P05113', 'Q08334')"
"('P14416', 'O14610')"
"('Q15287', 'P38159')"
"('Q92973', 'Q9UBU9')"
"('P49716', 'Q969D9')"
"('P00519', 'Q9Y4D1')"
"('Q96PM5', 'P35790')"
"('P40763', 'P06239')"
"('A4D0S4', 'O75578')"
"('P13645', 'P02768')"
"('Q9HCE7', 'P08069')"
"('P05455', 'Q9NX58')"
"('P37802', 'P14317')"
"('P12931', 'Q9UKL4')"
"('P35637', 'Q14683')"
"('Q8NC60', 'Q9UMX3')"
"('O15372', 'P60228')"
"('P24941', 'P19784')"
"('P16104', 'P28070')"
"('Q9NS23', 'P23025')"
"('P05386', 'P12956')"
"('Q14315', 'P16144')"
"('Q6ZNA4', 'P51668')"
"('P84022', 'O60313')"
"('P08151', 'O95409')"
"('O43676', 'P03915')"
"('P05129', 'O14939')"
"('P25208', 'O14907')"
"('Q9BQ83', 'P25789')"
"('P11169', 'Q14789')"
"('Q12933', 'Q96B97')"
"('Q04206', 'P35232')"
"('P43405', 'O00459')"
"('Q96EK5', 'P16444')"
"('Q8WYK2', 'P15336')"
"('Q06413', 'Q13469')"
"('P46783', 'P62854')"
"('P35626', 'Q9UGF6')"
"('O00232', 'Q9UET6')"
"('Q16891', 'Q12873')"
"('Q9UBF6', 'P62993')"
"('Q92574', 'Q15078')"
"('Q8IVL0', 'P25054')"
"('P10412', 'Q13185')"
"('Q92793', 'Q13887')"
"('P30084', 'P01889')"
"('P58012', 'P63165')"
"('O75376', 'Q9UKV0')"
"('Q3ZCQ8', 'P25963')"
"('Q06187', 'Q9Y4D1')"
"('Q99878', 'Q16778')"
"('P60520', 'P07355')"
"('P19012', 'Q96HB5')"
"('P31947', 'Q9UJM3')"
"('P45983', 'Q8N726')"
"('Q15038', 'Q9H0M0')"
"('Q99459', 'Q09666')"
"('Q9Y679', 'P43360')"
"('P08172', 'Q9HAV0')"
"('O15239', 'Q14789')"
"('Q14164', 'O00232')"
"('P08708', 'P62753')"
"('P14866', 'Q15287')"
"('Q13426', 'Q96T60')"
"('Q15038', 'Q93062')"
"('P32121', 'Q8NGP8')"
"('P04626', 'Q9Y316')"
"('P42704', 'P01889')"
"('28900', 'P27448')"
"('O94850', 'Q96B97')"
"('Q15080', 'P13498')"
"('Q14197', 'Q96EH3')"
"('Q12796', 'Q92753')"
"('O75771', 'Q96JH8')"
"('P61247', 'P62701')"
"('Q9H3D4', 'P35637')"
"('Q8TCJ2', 'P61803')"
"('O75604', 'P19012')"
"('Q9BX66', 'O75955')"
"('P12931', 'P09327')"
"('P06493', 'P25205')"
"('O95352', 'Q9NT62')"
"('P61244', 'Q9H8W4')"
"('Q92979', 'P12429')"
"('P30154', 'Q9NSI5')"
"('P24385', 'Q7L590')"
"('P05000', 'P24394')"
"('O00585', 'P25025')"
"('P06454', 'P40763')"
"('P01106', 'Q9Y5X3')"
"('O43390', 'Q99873')"
"('P63000', 'O14733')"
"('P33992', 'Q92794')"
"('Q00005', 'P17987')"
"('Q96NS5', 'P00519')"
"('Q9BQ83', 'Q16637')"
"('P17480', 'Q9NYV6')"
"('O60858', 'O75909')"
"('Q8WWB5', 'P12980')"
"('Q8WXG9', 'Q9HBM0')"
"('P55899', 'P42224')"
"('P07900', 'Q9HCU9')"
"('Q9HBL0', 'P63104')"
"('Q9BRP4', 'P51665')"
"('Q9ULV8', 'P21802')"
"('P68431', 'Q8WTS6')"
"('P62879', 'Q13936')"
"('Q53G59', 'Q9UBV8')"
"('P51532', 'P49642')"
"('Q9HB58', 'Q16637')"
"('P22681', 'Q9ULH1')"
"('P61812', 'P35555')"
"('O14879', 'Q13114')"
"('Q15291', 'Q9P0U4')"
"('P30084', 'Q9HAU4')"
"('P57735', 'P53680')"
"('P62851', 'P46783')"
"('O00429', 'Q13573')"
"('Q08945', 'Q99879')"
"('P05000', 'P08887')"
"('Q14315', 'P18084')"
"('P56545', 'Q13363')"
"('Q15904', 'P05129')"
"('O43809', 'P60660')"
"('Q05086', 'P53804')"
"('Q13237', 'A8MYU2')"
"('P04406', 'P49913')"
"('P46108', 'O14980')"
"('P14778', 'P51617')"
"('P52952', 'O94983')"
"('Q9BYX4', 'Q15365')"
"('P43115', 'P04899')"
"('Q9BWU1', 'Q9NWA0')"
"('P05107', 'P43405')"
"('O14933', 'Q86Y13')"
"('Q05397', 'Q12933')"
"('Q9NW08', 'Q9Y535')"
"('O14920', 'Q13489')"
"('Q13485', 'P51858')"
"('Q9Y6I3', 'Q9UBC2')"
"('Q15262', 'P06213')"
"('P21781', 'P51452')"
"('Q92569', 'P18146')"
"('P02774', 'Q5T3J3')"
"('Q9Y678', 'Q13418')"
"('O43426', 'O95400')"
"('Q9Y4D1', 'Q96RU3')"
"('P56880', 'O75970')"
"('O43318', 'P19525')"
"('A5PL33', 'P49841')"
"('P20700', 'O75815')"
"('407006', 'Q96LC9')"
"('Q9UQ16', 'Q9H2G2')"
"('P41250', 'P01889')"
"('Q15334', 'Q9GZV5')"
"('Q9HCK5', 'Q9UJS0')"
"('P40763', 'P27986')"
"('P42704', 'Q9UBN6')"
"('P04637', 'P28360')"
"('P54764', 'P52799')"
"('Q14164', 'P60660')"
"('P27361', 'P01111')"
"('P07305', 'Q9UHY7')"
"('406991', 'Q8TF71')"
"('P01106', 'Q9Y6K0')"
"('Q96NE9', 'P31946')"
"('Q9Y5V3', 'Q7L5D6')"
"('P35606', 'Q9Y478')"
"('P33991', 'P78527')"
"('Q9NZC7', 'Q8N684')"
"('P61978', 'P38159')"
"('P0DJD1', 'P61956')"
"('O14512', 'P16871')"
"('P17535', 'P20226')"
"('P01583', 'Q99836')"
"('P10275', 'O60828')"
"('P05783', 'Q9UKW4')"
"('O14576', 'Q9BUF5')"
"('Q9BT78', 'Q13098')"
"('Q9Y6X2', 'P52630')"
"('Q9BUF5', 'P68366')"
"('Q9HBW0', 'P61952')"
"('O60934', 'Q92878')"
"('P52735', 'Q96JH7')"
"('O00232', 'Q9UNM6')"
"('P35968', 'Q00722')"
"('Q9H1R2', 'P46108')"
"('P26010', 'P05129')"
"('P17612', 'P62158')"
"('P51685', 'P63096')"
"('P20073', 'Q6UXF1')"
"('Q75N90', 'Q15714')"
"('P14778', 'P63000')"
"('P02778', 'P25025')"
"('Q12791', 'Q13698')"
"('Q16594', 'O94864')"
"('Q86X55', 'P68431')"
