negatives
"('P98164', 'Q15075')"
"('P59768', 'P42338')"
"('Q9UER7', 'O43570')"
"('P56537', 'P16152')"
"('P04637', 'O75150')"
"('Q13522', 'P62136')"
"('Q15714', 'Q8N6L1')"
"('O76013', 'Q6IBS0')"
"('Q12788', 'Q7L2E3')"
"('O75626', 'P62318')"
"('Q06455', 'Q14974')"
"('Q12933', 'Q9UKL3')"
"('O95295', 'Q15796')"
"('O75533', 'Q96I25')"
"('Q9NZ09', 'P0CG48')"
"('Q9UNX3', 'P26373')"
"('P10276', 'P56524')"
"('P63098', 'Q8NHZ8')"
"('P21860', 'Q9UKW4')"
"('P62873', 'P63211')"
"('Q9BUH8', 'Q14565')"
"('P78352', 'P35609')"
"('Q15365', 'Q16851')"
"('Q13315', 'Q9UKK9')"
"('P42345', 'P49841')"
"('P62879', 'P28482')"
"('Q99759', 'O00159')"
"('Q14203', 'P42575')"
"('P46934', 'P60520')"
"('P67870', 'P25963')"
"('Q86Z02', 'P04637')"
"('Q16513', 'O43639')"
"('P35580', 'P11171')"
"('Q16401', 'O00487')"
"('P60709', 'P46783')"
"('Q04206', 'P13500')"
"('Q9P0U4', 'Q9UBL3')"
"('Q99759', 'Q9BVA1')"
"('P15036', 'O75376')"
"('P61927', 'P40429')"
"('Q9HCE7', 'P61586')"
"('Q92743', 'Q96IP4')"
"('Q6P1J9', 'Q8NEZ4')"
"('Q96KM6', 'Q86U86')"
"('Q13111', 'Q9NVP2')"
"('P20618', 'Q15714')"
"('Q92574', 'Q9BXF6')"
"('Q96KG7', 'Q96CW1')"
"('P28749', 'Q9HC98')"
"('Q9Y3R0', 'P04150')"
"('Q6WCQ1', 'P52735')"
"('P27824', 'P18124')"
"('O43908', 'Q9BZM4')"
"('P16885', 'Q3MJ16')"
"('O75376', 'P10828')"
"('Q15759', 'P17676')"
"('P01106', 'Q9H9B1')"
"('P08107', 'P25963')"
"('Q15796', 'P84022')"
"('Q9UHY1', 'P24522')"
"('Q99706', 'Q9NWF9')"
"('P60709', 'Q01449')"
"('P35268', 'P40337')"
"('Q8N205', 'Q9UJ70')"
"('P98175', 'Q8IX12')"
"('O60603', 'Q86XR7')"
"('P67870', 'Q14872')"
"('P62277', 'P46781')"
"('Q9UQ35', 'Q96N46')"
"('P30260', 'P06493')"
"('Q99880', 'Q9UQL6')"
"('P06241', 'P06734')"
"('Q9UMX6', 'P51841')"
"('P68032', 'P26232')"
"('Q8N8A2', 'O00743')"
"('Q969H0', 'Q99466')"
"('Q08211', 'Q9NX58')"
"('P00403', 'P52735')"
"('Q13177', 'P06730')"
"('Q13797', 'P26010')"
"('Q562F6', 'Q15172')"
"('P29972', 'Q6UY14')"
"('P22612', 'O60840')"
"('Q9H0S4', 'Q9UL18')"
"('P07332', 'P10721')"
"('Q86SZ2', 'Q99798')"
"('Q14192', 'P00568')"
"('O95741', 'P04183')"
"('Q8IUE6', 'Q9UQL6')"
"('Q9H0R8', 'Q15334')"
"('Q13490', 'P68036')"
"('Q12905', 'O43147')"
"('Q14011', 'Q9Y490')"
"('Q15389', 'P11362')"
"('P63279', 'P11831')"
"('P52797', 'Q15375')"
"('Q13177', 'P53671')"
"('P46527', 'P62993')"
"('Q04771', 'Q9NW38')"
"('Q9Y277', 'P05141')"
"('P22694', 'Q12879')"
"('Q9UBW7', 'P63279')"
"('Q9Y271', 'P30679')"
"('P57721', 'P61086')"
"('P60709', 'P06756')"
"('Q9H4P4', 'P22607')"
"('Q14766', 'P21980')"
"('Q15759', 'Q04206')"
"('P15172', 'P24468')"
"('Q9HAU4', 'P07333')"
"('O14807', 'P48736')"
"('P51970', 'O15239')"
"('Q8TEW8', 'P61981')"
"('P01106', 'Q14571')"
"('Q9BYG5', 'Q15147')"
"('Q14781', 'P68431')"
"('Q01094', 'Q16877')"
"('P61981', 'Q5VV41')"
"('P45378', 'O95989')"
"('Q13315', 'O00339')"
"('O75367', 'Q969S8')"
"('Q92997', 'Q96B18')"
"('Q9Y5S8', 'P13498')"
"('P04637', 'Q8TAQ2')"
"('O00231', 'P68104')"
"('P49407', 'P32246')"
"('P60660', 'P62736')"
"('Q08043', 'P29274')"
"('Q13287', 'Q13748')"
"('Q96MA1', 'P55345')"
"('2310', 'P38936')"
"('Q13617', 'P01243')"
"('P13385', 'O60383')"
"('P10721', 'O14544')"
"('P52597', 'O75937')"
"('Q13418', 'Q9P003')"
"('P22694', 'Q96BA8')"
"('Q9H0E9', 'P19793')"
"('Q96KM6', 'O43719')"
"('Q14966', 'Q9H0M0')"
"('Q15428', 'O75940')"
"('P04080', 'P11171')"
"('Q13315', 'P49959')"
"('Q9NYJ8', 'O15379')"
"('Q14974', 'Q01201')"
"('Q9HAW0', 'O95831')"
"('P51610', 'Q9UPS6')"
"('Q08170', 'P84103')"
"('Q9H211', 'Q13309')"
"('Q9P0Z9', 'Q9ULJ1')"
"('P20333', 'P18859')"
"('P61513', 'P62891')"
"('Q13636', 'Q13368')"
"('Q6GTX8', 'P29350')"
"('P08572', 'Q15038')"
"('P58335', 'O75581')"
"('Q9UKS6', 'Q07890')"
"('Q13485', 'P01243')"
"('Q9BXR5', 'P30084')"
"('P51965', 'O15344')"
"('P48551', 'Q00978')"
"('Q8N6Y0', 'Q86YR5')"
"('Q15036', 'P16109')"
"('O43586', 'P62910')"
"('Q13137', 'Q8N2W9')"
"('Q9NYG2', 'Q01844')"
"('P48454', 'Q92934')"
"('P62304', 'Q8TEQ6')"
"('Q04206', 'P08670')"
"('Q12841', 'P36894')"
"('Q13464', 'P53667')"
"('Q8NE71', 'Q13573')"
"('P29459', 'P78552')"
"('P62256', 'Q9NTX7')"
"('P20929', 'O95425')"
"('P21583', 'Q02763')"
"('Q9UKV8', 'P98175')"
"('P62877', 'Q15370')"
"('P26232', 'Q04917')"
"('P52333', 'O14543')"
"('P39880', 'O15527')"
"('P49796', 'P18146')"
"('P35228', 'P27482')"
"('Q15596', 'P55055')"
"('Q9UK32', 'P05452')"
"('P98172', 'P12931')"
"('O95433', 'O15085')"
"('Q92747', 'O00401')"
"('Q14005', 'Q9BZL4')"
"('Q5T1C6', 'Q9Y243')"
"('O43674', 'P56556')"
"('O00221', 'P08238')"
"('Q08050', 'P06493')"
"('P68104', 'Q9Y6G3')"
"('Q8TD86', 'P29474')"
"('Q9ULZ2', 'P10721')"
"('Q9H0R8', 'A7KAX9')"
"('P29460', 'P42702')"
"('P32121', 'Q8NH69')"
"('P49841', 'Q9Y6I7')"
"('P10914', 'Q9HBE5')"
"('Q9P2Y5', 'Q9P253')"
"('P61604', 'Q5T3J3')"
"('P79483', 'P01730')"
"('P11166', 'P04406')"
"('P62308', 'P14678')"
"('Q9NTZ6', 'Q6Y7W6')"
"('P07996', 'Q16610')"
"('P52435', 'O95402')"
"('P18124', 'Q04206')"
"('Q7L190', 'P08670')"
"('Q9Y5L0', 'Q9Y5J5')"
"('P58876', 'P0C0S8')"
"('Q9NXK8', 'Q15797')"
"('Q9HCS7', 'Q5VU97')"
"('Q9UBN7', 'Q05516')"
"('Q9UJX2', 'Q13112')"
"('Q9BTT4', 'P60842')"
"('P16520', 'P11229')"
"('O43809', 'Q9ULV5')"
"('Q07020', 'P50914')"
"('P02751', 'Q08380')"
"('P67809', 'P14866')"
"('P56537', 'P39656')"
"('Q9UBD9', 'P01589')"
"('Q8TCE6', 'P05091')"
"('P41240', 'P08575')"
"('Q15796', 'P01106')"
"('Q9UL46', 'P62195')"
"('Q9NZN5', 'P52198')"
"('Q9Y6C5', 'Q14623')"
"('O94832', 'Q9Y5J5')"
"('P13569', 'Q9UQ84')"
"('Q15262', 'O95257')"
"('P63092', 'Q9UP65')"
"('P14207', 'Q01850')"
"('P04637', 'P22570')"
"('Q16539', 'Q92905')"
"('P17301', 'P49023')"
"('Q9UBS5', 'P59768')"
"('P49736', 'Q08945')"
"('Q92831', 'Q9H8E8')"
"('Q14802', 'O95989')"
"('A5YKK6', 'P51679')"
"('P52747', 'Q9Y333')"
"('O95484', 'O14493')"
"('P49407', 'O00505')"
"('P28300', 'O76061')"
"('O75771', 'Q96JH8')"
"('Q8NAV1', 'P78362')"
"('P42574', 'Q9UKB1')"
"('P21583', 'P08069')"
"('Q9UI14', 'P68371')"
"('Q9Y2P4', 'Q12873')"
"('Q8N5I3', 'Q9BY27')"
"('Q9NX14', 'O95298')"
"('P84022', 'Q13501')"
"('P05112', 'P16871')"
"('Q8N5S9', 'Q14194')"
"('Q9UKA1', 'P63208')"
"('Q9H9D4', 'Q9HAU5')"
"('Q15436', 'Q99459')"
"('Q93009', 'P98177')"
"('Q92730', 'Q13153')"
"('P05231', 'Q01344')"
"('P17612', 'Q05469')"
"('Q9Y535', 'Q9Y250')"
"('Q8NI35', 'P56880')"
"('Q9P1Z0', 'P38936')"
"('P48729', 'P25054')"
"('O43164', 'O14933')"
"('P09341', 'P32302')"
"('P15882', 'P17081')"
"('Q9Y2X7', 'O43504')"
"('P04350', 'Q99558')"
"('Q6PIZ9', 'P07766')"
"('P02768', 'Q7Z392')"
"('P49137', 'P18848')"
"('Q13573', 'O95149')"
"('O75478', 'Q12962')"
"('P62280', 'P46782')"
"('P53618', 'Q16539')"
"('Q9NRI5', 'Q96D09')"
"('Q9HD26', 'P32745')"
"('P35222', 'P17252')"
"('Q16254', 'P06400')"
"('O95072', 'Q8NDV3')"
"('Q9GZR1', 'O14908')"
"('P02647', 'P02766')"
"('Q09161', 'P62633')"
"('Q9BZ29', 'Q15796')"
"('P63173', 'P62424')"
"('P46779', 'P18621')"
"('P10451', 'Q92985')"
"('Q9P0M9', 'P16220')"
"('Q92831', 'Q9Y6J9')"
"('Q9UHX1', 'Q14192')"
"('P31943', 'Q13243')"
"('Q9BU61', 'P43629')"
"('Q9Y618', 'P10276')"
"('Q9H1C4', 'Q9NR97')"
"('Q10586', 'O60264')"
"('Q00535', 'Q13153')"
"('O00463', 'P36941')"
"('O15444', 'P46094')"
"('Q13485', 'P13987')"
"('Q9NYZ3', 'P23258')"
"('P57739', 'O95500')"
"('P01106', 'Q96Q11')"
"('P43355', 'Q9NQG6')"
"('P63220', 'P61247')"
"('P35221', 'Q86UP0')"
"('Q9UJX4', 'Q05516')"
"('P16152', 'P56537')"
"('Q9BX70', 'Q7L190')"
"('O00463', 'P83436')"
"('P49796', 'Q13568')"
"('Q9C0K0', 'O94776')"
"('Q07889', 'O15511')"
"('Q5RL73', 'P40937')"
"('Q99836', 'O43791')"
"('Q09472', 'Q99967')"
"('O14543', 'P40189')"
"('P25054', 'Q12959')"
"('P24522', 'P52742')"
"('O43292', 'Q13002')"
"('Q9BRK4', 'Q14134')"
"('Q96RY5', 'P26992')"
"('Q9H490', 'Q96S52')"
"('P30304', 'O94921')"
"('Q13489', 'Q13546')"
"('P10275', 'Q04206')"
"('P98177', 'Q00987')"
"('Q13123', 'Q96N46')"
"('P07900', 'P12931')"
"('P62993', 'P08238')"
"('Q9H3S7', 'Q9GZR7')"
"('Q99963', 'P18077')"
"('P62424', 'P62750')"
"('Q9UK45', 'Q96B26')"
"('Q9UKB1', 'Q9UKT4')"
"('Q9UPS6', 'Q93079')"
"('Q7Z6M2', 'P62877')"
"('P78406', 'Q9NRG9')"
"('O43570', 'Q9H079')"
"('Q8TBB1', 'Q15834')"
"('Q8TDY2', 'O94817')"
"('Q8NGR8', 'P38405')"
"('Q8N3V7', 'P63104')"
"('P61981', 'Q07021')"
"('Q08211', 'Q13573')"
"('P35222', 'P41235')"
"('P10451', 'P06756')"
"('Q8N7H5', 'P36954')"
"('P20292', 'P49715')"
"('Q96EV8', 'P30281')"
"('Q01081', 'P51003')"
"('P08670', 'P37840')"
"('P39023', 'Q13233')"
"('Q9HC29', 'P29466')"
"('Q99460', 'Q9UNM6')"
"('O75956', 'P05386')"
"('P10828', 'P48736')"
"('Q9H2X3', 'P61586')"
"('P63104', 'Q13263')"
"('P48736', 'P61073')"
"('Q13263', 'P78396')"
"('P05787', 'P22607')"
"('P60763', 'Q9NPB6')"
"('P35998', 'Q9UNM6')"
"('P37231', 'Q15047')"
"('P10276', 'O15516')"
"('Q9Y4K3', 'Q15843')"
"('P41227', 'Q96HA1')"
"('Q9HC98', 'O95347')"
"('P08195', 'Q9UPY5')"
"('P55058', 'P02652')"
"('P68104', 'P49841')"
"('Q8N302', 'Q15428')"
"('P07814', 'Q15653')"
"('P33991', 'O75419')"
"('P31749', 'P10415')"
"('Q8WTW3', 'Q9H9E3')"
"('Q9NXR8', 'Q9Y4A5')"
"('Q9Y2P4', 'Q9NTM9')"
"('Q6XUX3', 'P51148')"
"('Q03135', 'P20264')"
"('Q8NEM7', 'Q9NRR5')"
"('P46109', 'Q8IZP0')"
"('P28482', 'Q01196')"
"('P06241', 'Q9Y210')"
"('Q14241', 'P62875')"
"('P01308', 'P21802')"
"('Q15080', 'Q9Y5S8')"
"('P01106', 'Q9UKY1')"
"('406984', 'P23468')"
"('P18206', 'P40126')"
"('Q14194', 'P62308')"
"('Q9P013', 'Q8WYA6')"
"('Q07666', 'P35225')"
"('Q99558', 'P62158')"
"('P41091', 'P49662')"
"('P20333', 'P11021')"
"('P14921', 'P15036')"
"('Q96ID5', 'P11274')"
"('Q9UI09', 'O95169')"
"('Q8TAA9', 'O94806')"
"('Q9Y3U8', 'P62910')"
"('P14151', 'Q13477')"
"('Q14137', 'Q13118')"
"('P23508', 'P56192')"
"('P61981', 'P46527')"
"('Q99558', 'Q9NYJ8')"
"('Q9UKE5', 'Q15365')"
"('Q14512', 'P98160')"
"('P04637', 'P04792')"
"('P58753', 'P21359')"
"('P62877', 'Q01831')"
"('Q9Y6X8', 'Q02750')"
"('P01106', 'Q9P2G3')"
"('Q13547', 'Q01826')"
"('P10398', 'P58753')"
"('Q8N257', 'P56524')"
"('Q99616', 'P25024')"
"('O14543', 'P26951')"
"('P02776', 'P46094')"
"('Q96AW1', 'P41146')"
"('P56945', 'TGFBR')"
"('P08107', 'Q5VVH5')"
"('P56199', 'Q07889')"
"('P42702', 'P62993')"
"('P08238', 'Q00653')"
"('Q07020', 'P46779')"
"('Q12834', 'O76009')"
"('P42704', 'Q9GZT3')"
"('Q92793', 'Q01892')"
"('Q13748', 'P06241')"
"('Q9BVA1', 'O43353')"
"('Q16637', 'O14893')"
"('P09544', 'Q14332')"
"('P21781', 'P07333')"
"('O43237', 'Q9BUF5')"
"('Q08945', 'P23508')"
"('P53708', 'P05556')"
"('Q13151', 'P84103')"
"('406987', 'Q96GD4')"
"('P49841', 'P30876')"
"('P67936', 'P16871')"
"('Q6ZRS2', 'Q9NPF5')"
"('P20073', 'P06576')"
"('P55899', 'P42224')"
"('P67870', 'Q5TA45')"
"('P20248', 'P06493')"
"('P0CG48', 'Q9Y572')"
"('Q9UI08', 'O00213')"
"('P52209', 'Q9Y4K3')"
"('P11532', 'Q14118')"
"('Q13409', 'P68363')"
"('P59768', 'O00329')"
"('Q13501', 'Q9NQC7')"
"('P05019', 'P08138')"
"('O95750', 'P35968')"
"('P05067', 'P36544')"
"('P49321', 'O00141')"
"('Q14204', 'Q96AH8')"
"('Q9NRG9', 'P78406')"
"('P01571', 'P48357')"
"('O95484', 'O95471')"
"('P06241', 'P06865')"
"('Q14197', 'Q3SY69')"
"('Q9Y6X6', 'Q7L576')"
"('P52272', 'Q92973')"
"('P51668', 'Q9ULK6')"
"('O43353', 'Q9H173')"
"('P17676', 'Q06546')"
"('O00238', 'Q96AE7')"
"('P15927', 'Q9BSB4')"
"('Q12931', 'O75381')"
"('Q13315', '84717')"
"('P48552', 'P35609')"
"('Q86YW0', 'Q04759')"
"('P62993', 'P48634')"
"('P62942', 'P00374')"
"('Q13404', 'Q14164')"
"('Q9Y2X0', 'Q9NPJ6')"
"('Q8IXK0', 'Q15750')"
"('P19438', 'P17066')"
"('Q9Y6W5', 'O15145')"
"('P48594', 'Q15853')"
"('Q5UIP0', 'O15235')"
"('Q5VTR2', 'O00231')"
"('P01106', 'Q96KA5')"
"('P78527', 'O60245')"
"('P62979', 'Q9P2N6')"
"('P17612', 'Q08493')"
"('P29475', 'P25963')"
"('Q9UKV8', 'P62906')"
"('Q92608', 'Q96L33')"
"('Q9H204', 'P07947')"
"('P35225', 'Q9UHF4')"
"('Q9UPY3', 'Q96C10')"
"('P04792', 'Q04637')"
"('P25788', 'P01106')"
"('P62834', 'Q14241')"
"('O60231', 'Q9HCS7')"
"('Q5T5U3', 'P17081')"
"('P06730', 'Q9UBU9')"
"('P42336', 'P42681')"
"('P10275', 'Q99801')"
"('Q9BXW4', 'Q9H1Y0')"
"('O15014', 'P54253')"
"('Q07011', 'Q9BUZ4')"
"('P00533', 'P31151')"
"('Q9BYB0', 'P46108')"
"('P50607', 'Q92609')"
"('P51617', 'Q15306')"
"('P54259', 'Q15654')"
"('P30480', 'P49189')"
"('Q07890', 'P63000')"
"('Q15843', 'Q03468')"
"('P01871', 'Q9NRR5')"
"('P62249', 'P62979')"
"('Q13242', 'Q01081')"
"('Q9UQL6', 'Q9UKV0')"
"('P62875', 'O95402')"
"('Q15700', 'P12980')"
"('P27540', 'Q9Y2N7')"
"('Q8TAQ2', 'P03372')"
"('O60880', 'Q15052')"
"('P05112', 'P10242')"
"('P62328', 'Q96ID5')"
"('P60880', 'Q12846')"
"('Q86WV6', 'Q99942')"
"('Q15811', 'P22674')"
"('P36544', 'P05067')"
"('Q86U86', 'Q6STE5')"
"('Q13573', 'Q8N1G4')"
"('P05412', 'P13631')"
"('Q15788', 'Q63ZY3')"
"('Q96PD4', 'Q96F46')"
"('P43146', 'P62829')"
"('O75444', 'P48436')"
"('Q5TCQ9', 'Q8TEU7')"
"('P01236', 'P14784')"
"('P19438', 'Q96EY1')"
"('O75128', 'Q9BY11')"
"('Q14194', 'P04183')"
"('P98161', 'P00519')"
"('Q06124', 'Q99704')"
"('O95477', 'Q13424')"
"('P28072', 'P01889')"
"('P07900', 'Q99459')"
"('Q9HCS7', 'P36954')"
"('Q7Z412', 'Q9UMX1')"
"('Q9UHD2', 'Q04206')"
"('Q9NWZ3', 'O14836')"
"('Q68DV7', 'P23246')"
"('Q5VTD9', 'Q96IF1')"
"('P27986', 'Q92730')"
"('P18615', 'Q15836')"
"('P31943', 'Q86V81')"
"('Q15427', 'Q15029')"
"('O75586', 'P10071')"
"('Q9NRG9', 'Q5SRE5')"
"('Q13310', 'Q9NY30')"
"('P62807', 'Q9Y5B9')"
"('Q9Y2Q3', 'Q9NZT2')"
"('Q9UKI9', 'P51610')"
"('Q13158', 'Q6WCQ1')"
"('P61964', 'Q8NEZ4')"
"('P14678', 'P54105')"
"('O15162', 'Q02218')"
"('Q86TI0', 'P61006')"
"('P08708', 'P62847')"
"('P05556', 'P46109')"
"('Q8N8V2', 'Q96QZ7')"
"('P01589', 'P23458')"
"('P50914', 'P18077')"
"('Q5U623', 'Q9UIS9')"
"('Q9H1C4', 'O14735')"
"('Q9Y3E2', 'O76081')"
"('Q9Y2I6', 'O15015')"
"('Q96CS2', 'P33991')"
"('Q8N264', 'P17081')"
"('P19338', 'P63104')"
"('Q00534', 'Q16543')"
"('Q96BK5', 'Q8NE71')"
"('PB_10', 'O60674')"
"('P35225', 'Q8N6P7')"
"('P00403', 'P00533')"
"('O43734', 'O43318')"
"('O60508', 'P55795')"
"('Q9HCK5', 'P60709')"
"('P35968', 'P49023')"
"('P46777', 'Q07020')"
"('Q9NY65', 'Q14204')"
"('Q9UGI9', 'P13807')"
"('Q0VDF9', 'Q9Y6K9')"
"('P62701', 'Q99558')"
"('P35372', 'O60262')"
"('Q9UQC9', 'P02768')"
"('Q9H0L4', 'P23246')"
"('Q9Y478', 'P62899')"
"('O75815', 'P25787')"
"('Q6P1M3', 'Q9GZV5')"
"('P51946', 'Q96JH8')"
"('Q92797', 'Q9H0L4')"
"('P06729', 'O43586')"
"('P31947', 'O43916')"
"('Q14005', 'Q06547')"
"('P23759', 'Q9H2G2')"
"('Q9BYJ9', 'Q9Y2Q3')"
"('Q86YR5', 'Q15038')"
"('Q7L0Q8', 'Q86UR1')"
"('O14920', 'P49642')"
"('O15121', 'P60228')"
"('Q96GD4', 'Q12788')"
"('O00459', 'P16885')"
"('Q8TCX5', 'Q969H4')"
"('Q9Y2J2', 'P00519')"
"('Q9Y4G8', 'P46934')"
"('Q09028', 'P06400')"
"('P04637', 'Q9NYY3')"
"('Q15843', 'P62280')"
"('Q99856', 'P63279')"
"('Q71UI9', 'Q96A08')"
"('Q9Y3E7', 'Q9H444')"
"('Q99558', 'P52272')"
"('Q15306', 'P41182')"
"('Q14164', 'P54577')"
"('Q12778', 'Q15848')"
"('Q9UI14', 'P20338')"
"('O14981', 'P01106')"
"('P39023', 'P62906')"
"('Q01082', 'Q8TDR0')"
"('Q9NZZ3', 'O75351')"
"('P01106', 'Q8N2A8')"
"('P07199', 'Q02224')"
"('P18206', 'P14174')"
"('P34931', 'Q13546')"
"('P05771', 'Q9Y2U5')"
"('P19544', 'Q15007')"
"('P05013', 'Q9UHF4')"
"('P19838', 'Q16663')"
"('Q9ULC4', 'Q13530')"
"('Q9H2G2', 'P31995')"
"('Q92913', 'P21802')"
"('P11802', 'Q9UIV1')"
"('Q15393', 'Q15427')"
"('Q8WUA4', 'P06400')"
"('P48552', 'Q99873')"
"('Q15834', 'Q96AQ6')"
"('P36873', 'P46020')"
"('Q92797', 'Q15366')"
"('P05129', 'P28482')"
"('Q8NDV3', 'Q9UJ98')"
"('Q9NYL2', 'Q13432')"
"('Q92925', 'O94805')"
"('Q09472', 'Q07812')"
"('P01571', 'O60674')"
"('O75460', 'P45983')"
"('Q01718', 'P84996')"
"('P19447', 'P62195')"
"('P63104', 'P67809')"
"('P29350', 'P20963')"
"('Q68CQ4', 'P43364')"
"('P35580', 'P62258')"
"('O15198', 'Q05086')"
"('Q9Y6W3', 'P53990')"
"('P11274', 'Q13191')"
"('Q15287', 'O43290')"
"('P78352', 'O75084')"
"('Q07812', 'P0CG47')"
"('O43318', 'O15264')"
"('O95897', 'P14618')"
"('Q15797', 'Q8TB52')"
"('P23760', 'Q96NX9')"
"('P01116', 'Q15759')"
"('Q9UJV9', 'Q99459')"
"('406912', 'Q99835')"
"('Q13023', 'P06241')"
"('Q9H7J1', 'Q16816')"
"('P07900', 'Q9UHH9')"
"('P52747', 'Q9HCK8')"
"('P54725', 'P54252')"
"('Q3ZCM7', 'Q14204')"
"('O95182', 'O95167')"
"('Q96S59', 'P08581')"
"('P01111', 'P48736')"
"('P51955', 'Q14511')"
"('Q8TAA9', 'Q15139')"
"('P01189', 'Q01726')"
"('Q14164', 'Q92922')"
"('Q15637', 'O75934')"
"('Q15428', 'P14678')"
"('Q9UBL3', 'Q16778')"
"('P46734', 'Q16539')"
"('Q16539', 'Q01085')"
"('P16871', 'P02775')"
"('Q71SY5', 'P10828')"
"('Q8N162', 'P38405')"
"('Q9UQM7', 'P27482')"
"('P08133', 'P60709')"
"('P35626', 'Q8NGS2')"
"('Q15334', 'Q9BYG5')"
"('Q96L34', 'P60953')"
"('Q13625', 'Q13107')"
"('Q13291', 'O60880')"
"('P62993', 'P02545')"
"('Q9BRV8', 'Q9UHD2')"
"('P41597', 'P63096')"
"('Q9UPT9', 'Q96AE4')"
"('Q04206', '407021')"
"('Q99814', 'P19419')"
"('P10767', 'P11362')"
"('Q15038', 'Q8NHQ1')"
"('Q8IX12', 'Q15428')"
"('P37802', 'Q9H1Y0')"
"('Q8NEU8', 'Q16576')"
"('Q9UI95', 'Q8NHZ8')"
"('Q96ME1', 'Q13137')"
"('P62937', 'P06400')"
"('P08238', 'Q13233')"
"('Q13535', 'O95707')"
"('Q15111', 'P18507')"
"('O75821', 'O75822')"
"('Q01094', 'Q9UNS1')"
"('Q05209', 'Q13224')"
"('Q07866', 'Q9UQF2')"
"('P47897', 'Q7L190')"
"('Q13796', 'P63261')"
"('Q01094', 'Q96KJ9')"
"('P62263', 'P46783')"
"('Q07021', 'Q04864')"
"('Q9H9T3', 'O95163')"
"('P14868', 'P68104')"
"('P02461', 'P18827')"
"('P27986', 'P60953')"
"('Q15637', 'P36406')"
"('Q9UET6', 'Q13087')"
"('P10145', 'P18827')"
"('P42345', 'P42224')"
"('P31994', 'Q92835')"
"('Q9NQ66', 'P05129')"
"('Q14152', 'O00303')"
"('P30304', 'P50613')"
"('P13942', 'P06756')"
"('P30050', 'P63173')"
"('Q16539', 'Q9BRR9')"
"('P05015', 'Q8N6P7')"
"('Q92915', 'P09619')"
"('Q12933', 'O43318')"
"('P23284', 'Q9Y4K3')"
"('P12931', 'P15036')"
"('O75400', 'P24347')"
"('P18146', 'P15036')"
"('Q14802', 'Q9NXK8')"
"('P20290', 'P62330')"
"('P28566', 'P17980')"
"('Q99567', 'Q96EE3')"
"('Q13501', 'Q12830')"
"('O75362', 'Q13547')"
"('P12956', 'Q9BTW9')"
"('Q9BRZ2', 'P62633')"
"('Q9Y243', 'O43889')"
"('Q9H0E9', 'O95619')"
"('O95967', 'Q03014')"
"('Q00653', 'P01567')"
"('P52298', 'Q14164')"
"('Q12982', 'P11362')"
"('O15239', 'P51970')"
"('Q9UKR5', 'Q14164')"
"('P84996', 'Q9P2W3')"
"('P21583', 'P35916')"
"('Q14653', 'Q8IZI9')"
"('Q52LW3', 'Q07889')"
"('P49841', 'Q96BR1')"
"('P51812', 'Q9Y2Q3')"
"('Q8WUI4', 'P62807')"
"('P30154', 'Q66LE6')"
"('Q96LR2', 'O14964')"
"('Q13009', 'P17081')"
"('Q92973', 'Q401N2')"
"('P35813', 'Q15796')"
"('P15248', 'P24394')"
"('P27635', 'P62917')"
"('P04275', 'P13612')"
"('O00193', 'P30480')"
"('O96000', 'O95139')"
"('P62888', 'P46776')"
"('P99999', 'P00167')"
"('Q96RI0', 'P84996')"
"('Q99459', 'O75934')"
"('Q9BXR5', 'P23378')"
"('P10124', 'P10147')"
"('P42785', 'P18146')"
"('O14976', 'Q96CW1')"
"('P51817', 'P50151')"
"('P33176', 'Q14164')"
"('P24593', 'P05019')"
"('P46782', 'P08865')"
"('P63104', 'P27448')"
"('P11021', 'P11142')"
"('P36873', 'O60840')"
"('P51817', 'Q92793')"
"('Q96CV9', 'P42858')"
"('Q9UL18', 'Q13435')"
"('P56880', 'O95471')"
"('P62993', 'P09493')"
"('P49910', 'Q9Y5X1')"
"('O75334', 'Q9Y2X7')"
"('Q12873', 'P47914')"
"('P21917', 'Q9HAV0')"
"('P52565', 'Q11206')"
"('407004', 'P18075')"
"('O75578', 'P18564')"
"('P25788', 'P04156')"
"('Q6IF99', 'P38405')"
"('Q9HAU4', 'P08621')"
"('Q9H324', 'P16220')"
"('P26038', 'Q6V0I7')"
"('Q99496', 'Q03164')"
"('P31947', 'P27348')"
"('P05108', 'P21281')"
"('P51149', 'P60520')"
"('O75925', 'Q8TAD8')"
"('P16581', 'P31269')"
"('P51668', 'Q9BUB5')"
"('P37268', 'Q9Y265')"
"('P25445', 'P68104')"
"('Q96DZ5', 'P31751')"
"('Q15149', 'P63010')"
"('P07199', 'Q17RP2')"
"('P26368', 'Q07666')"
"('Q71F56', 'Q96HR3')"
"('O14908', 'Q6P996')"
"('P25054', 'Q01082')"
"('P18669', 'Q14203')"
"('Q9Y4H2', 'P31946')"
"('Q96B02', 'O15344')"
"('P01236', 'P31785')"
"('O14933', 'O75369')"
"('Q14686', 'P55345')"
"('Q969H0', 'Q9Y6Q9')"
"('P15172', 'P11831')"
"('Q6P2Q9', 'Q15029')"
"('Q86U06', 'O14744')"
"('P56537', 'Q96B36')"
"('Q9Y5S2', 'Q8TDN6')"
"('P54760', 'P00519')"
"('Q9UBC3', 'Q92769')"
"('Q6PKG0', 'Q14141')"
"('Q13936', 'P62158')"
"('P84103', 'Q13151')"
"('P62266', 'P35544')"
"('P48023', 'P27986')"
