negatives
"('P51693', 'Q99547')"
"('O94832', 'Q13418')"
"('P27361', 'Q06546')"
"('Q9BQ66', 'Q9BXY8')"
"('Q9P126', 'Q9Y2I6')"
"('Q16627', 'P32246')"
"('P01566', 'Q08334')"
"('Q9UBB5', 'Q13547')"
"('406906', 'Q9NRW1')"
"('O75344', 'Q9Y5B8')"
"('Q15645', 'Q14847')"
"('P04637', 'Q99856')"
"('Q6UXN9', 'Q99877')"
"('P17544', 'P17676')"
"('Q02763', 'Q9NQ66')"
"('Q05519', 'O43390')"
"('P53803', '100008587')"
"('Q9H0U4', 'Q8N2Y8')"
"('P31751', 'P56277')"
"('Q13443', 'Q99962')"
"('P48443', 'Q03181')"
"('P20226', 'Q04864')"
"('P31785', 'O00459')"
"('P62979', 'P35998')"
"('P56545', 'Q3ZCQ8')"
"('Q13976', 'Q68CJ9')"
"('Q16740', 'Q9BUV8')"
"('Q13554', 'Q15796')"
"('P19876', 'P46094')"
"('Q8TBB1', 'P22234')"
"('P62324', 'P12956')"
"('P07942', 'P06756')"
"('Q9UJU2', 'Q99594')"
"('P19174', 'Q07889')"
"('O43707', 'Q15942')"
"('Q96GM5', 'P62805')"
"('Q6P1M3', 'Q9NPB6')"
"('P25686', 'Q9UMX0')"
"('P05771', 'Q9GZQ8')"
"('Q8TDD1', 'Q92731')"
"('Q02878', 'P63173')"
"('O43353', 'P19838')"
"('P08581', 'P46108')"
"('P05013', 'P52333')"
"('P04908', 'Q9HCK5')"
"('P10588', 'P24468')"
"('O43242', 'O00231')"
"('Q9BSM1', 'Q8IXK0')"
"('Q9H078', 'O15198')"
"('P32121', 'Q06190')"
"('P61254', 'Q9NX58')"
"('Q8WYA6', 'Q9H0G5')"
"('P08047', 'P06241')"
"('Q9NZT1', 'Q15853')"
"('O60244', 'P08833')"
"('O00743', 'O43318')"
"('Q8NFF5', 'Q9NRG1')"
"('P42773', 'P24385')"
"('O15379', 'P10827')"
"('P05413', 'Q59H18')"
"('O95832', 'P08253')"
"('P36873', 'O15392')"
"('Q9Y580', 'P61978')"
"('O60269', 'Q9Y3M8')"
"('Q9Y6Q1', 'Q9H1Y0')"
"('Q7L5N1', 'Q09472')"
"('O14490', 'Q9BYB0')"
"('Q00341', 'Q13573')"
"('Q6P2Q9', 'P55795')"
"('P78527', 'P68104')"
"('P16150', 'P17931')"
"('Q14194', 'P62308')"
"('P49593', 'Q13131')"
"('Q92858', 'Q15319')"
"('Q13555', 'Q15796')"
"('P31152', 'P01225')"
"('Q9HC38', 'Q14164')"
"('Q12841', 'Q8WZ42')"
"('Q6PI98', 'Q6P4R8')"
"('P21860', 'Q96B97')"
"('P01857', 'P00450')"
"('P12111', 'P05106')"
"('Q9ULK6', 'P51668')"
"('P62993', 'P43405')"
"('Q92832', 'Q9BSC4')"
"('Q13616', 'Q7Z6M2')"
"('O75381', 'Q13547')"
"('O14933', 'Q969V5')"
"('P51817', 'P15336')"
"('P06756', 'Q9Y4G6')"
"('P63211', 'Q00722')"
"('P05014', 'Q13651')"
"('P01106', 'Q9H3N1')"
"('O95257', 'Q9NQ29')"
"('P40429', 'P42766')"
"('P27448', 'Q96AD5')"
"('P13569', 'P11142')"
"('P63173', 'P30480')"
"('P46783', 'P16104')"
"('P18146', 'P26651')"
"('P17535', 'Q8WYK2')"
"('P01266', 'P07307')"
"('Q12851', 'Q16560')"
"('Q9H1K0', 'P20338')"
"('Q8WXU2', 'P60520')"
"('P62136', 'P24941')"
"('Q9P0S3', 'Q9HC24')"
"('Q13191', 'P53680')"
"('Q05397', 'P05106')"
"('Q8TEJ3', 'Q13177')"
"('P84022', 'P36578')"
"('P54652', 'Q01844')"
"('Q08380', 'Q15628')"
"('P09769', 'P04626')"
"('P19174', 'P01588')"
"('P04053', 'P12956')"
"('O75558', 'P63027')"
"('P32238', 'P30679')"
"('P25391', 'P16070')"
"('Q8NCM8', 'Q9BUF5')"
"('P60953', 'Q86Y07')"
"('Q15345', 'Q15370')"
"('Q9NQ25', 'Q15047')"
"('P01106', 'P16989')"
"('P42338', 'O43561')"
"('P31995', 'P53778')"
"('Q9BV68', 'Q9Y4K3')"
"('P49023', 'P26012')"
"('P35348', 'Q9Y210')"
"('Q15528', 'Q9NX70')"
"('O60216', 'Q9UQE7')"
"('Q86U06', 'O14744')"
"('Q9Y3Q8', 'O75800')"
"('Q9UN88', 'O95166')"
"('Q13569', 'Q13485')"
"('Q5VTD9', 'Q9BRK4')"
"('P24385', 'Q00534')"
"('Q9UHI6', 'Q9NWZ8')"
"('Q9P2K6', 'P38432')"
"('P30740', 'P08311')"
"('P78539', 'Q15118')"
"('Q9UJS0', 'Q8IY92')"
"('Q99570', 'P31749')"
"('P24941', 'Q02363')"
"('O75116', 'P62136')"
"('64397', 'P12757')"
"('P42574', 'P45984')"
"('P19793', 'P42575')"
"('P40337', 'Q3ZAQ7')"
"('Q9Y6Q6', 'Q13191')"
"('P61981', 'P0CG48')"
"('406906', 'P98196')"
"('Q9UBL3', 'Q8N257')"
"('Q02962', 'O75030')"
"('Q9Y2Z0', 'Q9NPP4')"
"('P32927', 'P43405')"
"('P13725', 'P38484')"
"('Q96S38', 'Q99624')"
"('P20265', 'O60828')"
"('Q9NXV2', 'Q15654')"
"('P17858', 'P19438')"
"('P26641', 'P13805')"
"('P13804', 'P23508')"
"('Q13573', 'Q9C0J8')"
"('Q09472', 'O15519')"
"('P14867', 'Q9NQX3')"
"('P36873', 'P06493')"
"('Q9BYH8', 'P40763')"
"('P51654', 'P56703')"
"('P13569', 'P55060')"
"('Q13049', 'O75800')"
"('Q08209', 'Q9NPC6')"
"('P17844', 'O43918')"
"('Q15118', 'Q05209')"
"('Q13077', 'Q8WYR1')"
"('Q15029', 'Q9BUQ8')"
"('O15550', 'P68431')"
"('Q07889', 'P08729')"
"('Q96LZ3', 'Q9H1A4')"
"('P55036', 'Q9H175')"
"('Q92796', 'Q7Z7M8')"
"('P27361', 'Q13480')"
"('P15692', 'P49763')"
"('Q8IWX8', 'O75554')"
"('Q9Y6W6', 'O75626')"
"('P35609', 'P68032')"
"('P26599', 'Q9Y5P6')"
"('Q9UK08', 'P43657')"
"('Q08050', 'P35575')"
"('Q9C0F1', 'P45984')"
"('P55036', 'Q9H816')"
"('Q9UKW4', 'P05787')"
"('Q2TAY7', 'P05787')"
"('Q7Z6J6', 'P14923')"
"('Q9BUV8', 'Q9NVI7')"
"('P26641', 'P04350')"
"('Q9UBU3', 'Q9BXA5')"
"('O60239', 'Q07889')"
"('Q5T2R2', 'P18146')"
"('P01834', 'Q03135')"
"('Q9UQ03', 'P18206')"
"('O94761', 'Q9BVW5')"
"('P22681', 'P27986')"
"('P32121', 'Q8NH19')"
"('Q13227', 'Q9Y618')"
"('Q8IZL8', 'Q14192')"
"('Q9UKE5', 'P35222')"
"('Q02556', 'Q9BUL8')"
"('Q9H0E3', 'O75528')"
"('Q13614', 'Q13424')"
"('O96017', 'Q9Y248')"
"('Q12888', 'Q6ZW49')"
"('P12314', 'Q8N6C8')"
"('Q7L5N1', 'Q13190')"
"('P05113', 'P38484')"
"('P16109', 'P26022')"
"('P49841', 'P01106')"
"('P09917', 'Q14019')"
"('P16070', 'Q8WVJ9')"
"('P63261', 'Q92747')"
"('Q9HD42', 'O95343')"
"('P27635', 'O95819')"
"('Q8TCT9', 'Q9H1C4')"
"('Q13315', 'Q9NZT1')"
"('P20618', 'P55036')"
"('Q96GM5', 'Q92925')"
"('Q9Y4K3', 'Q99460')"
"('Q14209', 'P14635')"
"('O43677', 'Q9UI09')"
"('Q01201', 'Q9UBN7')"
"('Q96K62', 'Q9Y3C7')"
"('P18146', 'Q8N726')"
"('Q92844', 'Q9Y4K4')"
"('Q9UQ35', 'Q08170')"
"('P35579', 'Q9Y6K9')"
"('Q13424', 'P01589')"
"('Q8IWZ8', 'P98175')"
"('P22612', 'P19634')"
"('P52435', 'P30876')"
"('P78344', 'Q9BUB5')"
"('406900', 'Q8WY64')"
"('Q9UL18', 'P30050')"
"('Q9Y478', 'P68402')"
"('O43745', 'P19634')"
"('Q9UJX2', 'Q8WWL7')"
"('P08620', 'Q07889')"
"('P28161', 'P21266')"
"('P30711', 'Q9UII2')"
"('P01106', 'Q9Y4X0')"
"('P01106', 'Q8TAQ2')"
"('Q13557', 'O75369')"
"('P32121', 'Q08499')"
"('Q14919', 'Q15642')"
"('P19784', 'Q15287')"
"('Q13007', 'Q969J5')"
"('Q9Y2X8', 'Q9NZS9')"
"('Q13315', 'Q8NDX5')"
"('O94762', 'P19387')"
"('P11171', 'Q15369')"
"('Q13363', 'Q9UBG7')"
"('Q99459', 'Q92804')"
"('P29274', 'O95467')"
"('Q9UNS1', 'Q9BRT9')"
"('P30968', 'Q02410')"
"('P05129', 'Q08828')"
"('P68400', 'Q16625')"
"('Q14181', 'Q86U06')"
"('Q9NZ52', 'P11717')"
"('O14775', 'Q15714')"
"('P24666', 'Q13177')"
"('P61026', 'Q9Y4K3')"
"('P20333', 'O14983')"
"('Q7L5N1', 'P40425')"
"('P63261', 'O75582')"
"('P49796', 'P52799')"
"('P61088', 'O00237')"
"('Q9UBC1', 'Q9NQ29')"
"('P22307', 'O75381')"
"('P53420', 'Q9HCN6')"
"('P13987', 'Q9H0H5')"
"('O00182', 'P04114')"
"('Q05397', 'P29353')"
"('Q15428', 'O43684')"
"('Q6PD62', 'P62487')"
"('Q13888', 'P19447')"
"('P19793', 'Q9H0E9')"
"('Q9GZP4', 'Q6P1J9')"
"('P20807', 'Q7Z6G3')"
"('P05362', 'P20701')"
"('Q9Y6X2', 'Q13547')"
"('P08047', 'Q8WWI5')"
"('P01111', 'P48736')"
"('P17612', 'Q9Y6W5')"
"('Q14832', 'O14610')"
"('O14920', 'Q86UT6')"
"('P32121', 'Q8NGE5')"
"('Q02556', 'Q02108')"
"('P52630', 'P10914')"
"('P42574', 'O15350')"
"('Q9Y3B3', 'Q8IUC6')"
"('P01106', 'P55851')"
"('Q99418', 'P49407')"
"('Q9HBE4', 'P10912')"
"('Q9UPT6', 'Q9UM73')"
"('O95347', 'Q9UBN6')"
"('Q14197', 'Q8NI60')"
"('Q9ULV8', 'Q13905')"
"('P38398', 'P23258')"
"('P62942', 'O43294')"
"('P26441', 'P26951')"
"('Q13137', 'Q7L590')"
"('Q00535', 'P51959')"
"('O94985', 'P98160')"
"('Q9HAV4', 'P78396')"
"('Q9BSJ1', 'O43597')"
"('O75563', 'O15117')"
"('P0CG48', 'Q05195')"
"('P0C5Y9', 'Q96DB2')"
"('O75970', 'O15551')"
"('P13569', 'P26599')"
"('Q14432', 'P10644')"
"('Q96RT1', 'P23508')"
"('P83731', 'P46777')"
"('P0CG48', 'O15350')"
"('P50552', 'Q13797')"
"('P41235', 'Q13503')"
"('P01106', 'Q6UB35')"
"('P01112', 'P05412')"
"('Q3ZCQ8', 'Q05193')"
"('P11171', 'Q96QB1')"
"('O75643', 'P58753')"
"('Q16600', 'O14965')"
"('Q15029', 'P11387')"
"('Q9Y478', 'P54840')"
"('O15350', 'P38936')"
"('Q92796', 'Q15323')"
"('Q15428', 'Q9BUQ8')"
"('P62987', 'Q9BXM7')"
"('O95793', 'P60709')"
"('Q9Y4G2', 'Q16659')"
"('P55795', 'P17844')"
"('P09467', 'O60684')"
"('P52735', 'Q8TEX9')"
"('Q8WVC0', 'P28328')"
"('407028', 'O00292')"
"('Q9BYG4', 'P63104')"
"('Q4G148', 'Q86XK2')"
"('P17252', 'P16220')"
"('O95178', 'O14561')"
"('P07910', 'Q93100')"
"('Q96EZ8', 'O14986')"
"('O60880', 'P20273')"
"('Q13043', 'Q12778')"
"('Q9NPJ6', 'O95402')"
"('P43243', 'P61978')"
"('Q9Y2J2', 'P46108')"
"('P17275', 'P38398')"
"('Q13131', 'P49815')"
"('Q13042', 'Q9H1A4')"
"('P23634', 'Q96RT1')"
"('P01116', 'O14939')"
"('P63000', 'Q9H9P5')"
"('P29460', 'P42701')"
"('P62847', 'P62273')"
"('P62424', 'P26373')"
"('407053', 'P55064')"
"('O75143', 'Q9BSB4')"
"('P17931', 'P05556')"
"('P14625', 'Q14573')"
"('Q7KZI7', 'P31946')"
"('Q06587', 'P35226')"
"('P14921', 'P51692')"
"('P60228', 'Q9Y5V3')"
"('P49005', 'Q9Y2S7')"
"('A2IXV5', 'O75015')"
"('Q96JQ0', 'P25942')"
"('Q8NC51', 'P08670')"
"('P26599', 'P31943')"
"('Q13131', 'O60825')"
"('O75159', 'P10912')"
"('O75251', 'O95139')"
"('P80192', 'P52564')"
"('P10827', 'Q9NX70')"
"('O75486', 'Q9HBM6')"
"('O95832', 'P56880')"
"('Q9Y5K5', 'P20618')"
"('P21281', 'P05090')"
"('P62158', 'O60869')"
"('P40818', 'Q96FZ7')"
"('P52797', 'P20936')"
"('O60232', 'P30480')"
"('Q16288', 'P35568')"
"('Q9P0M6', 'Q9UQL6')"
"('P08865', 'P62979')"
"('Q04726', 'Q08117')"
"('Q01844', 'P17844')"
"('Q9UK41', 'P05413')"
"('O43707', 'P18206')"
"('P20226', 'Q53T94')"
"('P59665', 'P50281')"
"('P31314', 'Q15172')"
"('Q9NWV8', 'P46736')"
"('Q92620', 'Q08170')"
"('Q9UKN8', 'Q13573')"
"('Q8N6Y0', 'Q9NTK1')"
"('P52798', 'P17948')"
"('P46777', 'O15297')"
"('P61421', 'O60663')"
"('P36897', 'O43172')"
"('P61916', 'Q86SQ9')"
"('O15523', 'Q15796')"
"('Q9H765', 'Q15370')"
"('O60729', 'Q9UM13')"
"('P42574', 'P62258')"
"('Q00005', 'Q7Z2W4')"
"('Q9Y2R2', 'O15530')"
"('P51965', 'Q9HCM9')"
"('P28482', 'Q00613')"
"('P46527', 'P16949')"
"('P16220', 'Q9H9S3')"
"('P04406', 'Q14919')"
"('Q07890', 'P11234')"
"('Q99459', 'P38919')"
"('Q92530', 'O95400')"
"('P63098', 'Q9UJX2')"
"('Q9NPJ6', 'Q96CW1')"
"('P60520', 'Q8N1C3')"
"('P08572', 'Q15038')"
"('Q12959', 'Q6P1M3')"
"('O14964', 'P27986')"
"('O95208', 'P21860')"
"('Q8IY92', 'Q13501')"
"('Q13885', 'P16871')"
"('P20333', 'P51813')"
"('P06241', 'P16284')"
"('Q07157', 'O43491')"
"('P53350', 'Q15811')"
"('Q13526', 'Q9GZT6')"
"('Q9Y678', 'P61923')"
"('Q99459', 'Q96P11')"
"('P55268', 'Q14118')"
"('Q8TAK6', 'P56645')"
"('O95897', 'O14775')"
"('P30559', 'Q13698')"
"('Q96B33', 'Q8N7P3')"
"('Q96J02', 'O15350')"
"('P12931', 'P15586')"
"('P09466', 'P12956')"
"('P60709', 'P17301')"
"('Q5RKV6', 'O43809')"
"('Q13976', 'O60840')"
"('P51784', 'Q9HC52')"
"('Q07960', 'P84095')"
"('P16671', 'O00206')"
"('P60568', 'Q9HBE5')"
"('P05014', 'Q969J5')"
"('A6NIT4', 'Q9UHF4')"
"('Q99873', 'Q96PU8')"
"('P45983', 'O95163')"
"('Q16829', 'P10912')"
"('P06748', 'P26599')"
"('Q9UBK2', 'Q12778')"
"('Q9C026', 'P60880')"
"('P53350', 'Q155Q3')"
"('P51610', 'Q15291')"
"('Q9H944', 'Q9NWA0')"
"('P20809', 'P14784')"
"('Q8IXL6', 'Q9BPY3')"
"('Q04864', 'Q07021')"
"('P06729', 'O43586')"
"('P84022', 'O60313')"
"('Q99466', 'Q8N9I9')"
"('Q13588', 'A7KAX9')"
"('Q9UIG0', 'Q9UBC5')"
"('P32121', 'Q15612')"
"('Q9Y5U2', 'Q13813')"
"('Q15796', 'P01243')"
"('P62993', 'Q9Y244')"
"('Q6P996', 'O75365')"
"('P05230', 'P68400')"
"('P62495', 'P48729')"
"('P34932', 'Q04864')"
"('Q8N5C8', 'Q96EX3')"
"('Q9NS91', 'Q14527')"
"('P18146', 'O95235')"
"('Q13573', 'P46100')"
"('Q13255', 'Q9NSB8')"
"('P49682', 'Q14847')"
"('Q12933', 'Q9Y4K3')"
"('Q9HCK8', 'P16220')"
"('Q71U36', 'Q96NA2')"
"('Q8N6P7', 'P29597')"
"('Q15628', 'Q96B97')"
"('Q8IWW6', 'P84095')"
"('406881', 'P01116')"
"('Q08752', 'P67870')"
"('O00763', 'Q00005')"
"('Q9Y4K3', 'Q16531')"
"('P46782', 'P62847')"
"('Q8WX94', 'P29466')"
"('P35626', 'Q8NGG7')"
"('Q07157', 'Q14247')"
"('Q16629', 'Q07021')"
"('406885', 'P52926')"
"('O96006', 'Q86YR5')"
"('Q04917', 'P41743')"
"('Q9BW27', 'P23258')"
"('Q96CG3', 'Q9Y3M8')"
"('Q08397', 'P35555')"
"('Q9NR12', 'Q13573')"
"('Q8TDR0', 'Q2I0M4')"
"('Q06187', 'P48426')"
"('Q12802', 'P22392')"
"('Q9NX58', 'Q9UMS4')"
"('Q13077', 'Q99558')"
"('P51817', 'Q6IN85')"
"('P20823', 'P55072')"
"('P57075', 'O60260')"
"('Q8WXI9', 'Q13330')"
"('Q13151', 'Q00839')"
"('Q9NVP2', 'Q86UE8')"
"('O14933', 'Q6ZMZ0')"
"('Q01081', 'Q13151')"
"('Q96B02', 'Q9HCM9')"
"('Q01970', 'P15311')"
"('O43639', 'Q13153')"
"('P25398', 'P60709')"
"('Q9UM73', 'Q99963')"
"('P63104', 'Q8WWI1')"
"('Q8TDR0', 'P60709')"
"('P01236', 'Q969J5')"
"('P55072', 'P67775')"
"('Q9H840', 'Q9UHI6')"
"('P62993', 'Q9P1A6')"
"('P40763', 'P06213')"
"('Q13619', 'Q13620')"
"('O96017', 'P06400')"
"('Q7L1Q6', 'Q92611')"
"('P15880', 'P46782')"
"('Q9NRQ2', 'Q15906')"
"('Q13617', 'Q15370')"
"('P61313', 'P62917')"
"('Q14168', 'Q96RT1')"
"('P51668', 'Q86Y01')"
"('Q15019', 'P23508')"
"('P07315', 'P02511')"
"('Q96M11', 'Q9UKR5')"
"('Q8N3L3', 'P40222')"
"('P63261', 'Q92729')"
"('Q9HAW0', 'O15260')"
"('P18146', 'P20142')"
"('P61077', 'Q8WWF5')"
"('P68400', 'P18846')"
"('P05129', 'Q9H492')"
"('O00329', 'Q06124')"
"('P08253', 'P00533')"
"('O00220', 'Q13501')"
"('Q8TAQ2', 'Q92538')"
"('P46108', 'Q9Y5H7')"
"('Q9UJX4', 'P06493')"
"('O60383', 'Q16637')"
"('P60510', 'Q14738')"
"('Q9Y3C7', 'Q9BPY3')"
"('Q12873', 'Q8N6T7')"
"('Q6ZSG1', 'Q969T4')"
"('406949', 'P24864')"
"('Q9NRI5', 'Q9Y2D1')"
"('Q96NT1', 'Q9Y383')"
"('P17900', 'P06865')"
"('P63151', 'Q92736')"
"('Q14764', 'Q16665')"
"('Q9P2H0', 'O95696')"
"('P10276', 'P55273')"
"('P19532', 'Q08211')"
"('O60934', 'Q15554')"
"('O95760', 'P0C0S8')"
"('Q9Y333', 'O75643')"
"('P01023', 'Q92956')"
"('P78537', 'Q9NS73')"
"('P60900', 'P28072')"
"('Q14164', 'O95861')"
"('Q14832', 'Q9UBI6')"
"('Q05513', 'Q9H0R8')"
"('P23508', 'Q9H0U4')"
"('Q8TBB1', 'Q9BT40')"
"('O60739', 'P10599')"
"('Q9UBU3', 'P30559')"
"('Q5EG05', 'O43353')"
"('O75376', 'P04150')"
"('O75340', 'P62993')"
"('P08754', 'P42338')"
"('Q66K74', 'O14599')"
"('O95685', 'P46020')"
"('P0DI81', 'O43617')"
"('Q92769', 'P26358')"
"('Q13217', 'Q9NZJ5')"
"('P11309', 'P40763')"
"('P43307', 'P01889')"
"('Q04724', 'P38936')"
"('O15534', 'O00327')"
"('P30480', 'P17812')"
"('P41220', 'P05129')"
"('Q5JWF2', 'Q9P2W3')"
"('Q9H832', 'O00237')"
"('Q99814', 'P08047')"
"('Q15370', 'Q96BD6')"
"('P62487', 'P49842')"
"('P01871', 'P04264')"
"('P09603', 'P29317')"
"('P25398', 'P61247')"
"('Q9Y6B6', 'O94979')"
"('P62826', 'P02686')"
"('Q9UM13', 'Q8NHZ8')"
"('O60493', 'P40337')"
"('Q02153', 'P33402')"
"('Q8WVZ9', 'Q9H7E9')"
"('P00533', 'P42224')"
"('P61254', 'Q9UL18')"
"('P01574', 'P10912')"
"('P53778', 'Q16644')"
"('P84243', 'Q8IZL8')"
"('P67775', 'Q16589')"
"('P52630', 'O14544')"
"('Q86U42', 'Q13247')"
"('P16220', 'Q93097')"
"('P16070', 'Q04206')"
"('P19388', 'P19387')"
"('P28472', 'Q15111')"
"('Q9GZN1', 'Q7L2H7')"
"('O43674', 'Q86Y39')"
"('Q96PM5', 'P04637')"
"('P13804', 'O60739')"
"('P01106', 'P49790')"
"('P41159', 'P40189')"
"('P49746', 'P53708')"
"('Q9NQZ8', 'P67870')"
"('Q9Y6N7', 'Q8TEY7')"
"('Q00403', 'P19438')"
"('O95238', 'P10275')"
"('P78406', 'O75694')"
"('Q6UXN9', 'Q9UPS6')"
"('P01876', 'Q6PD62')"
"('Q15173', 'Q9Y698')"
"('Q9H9A6', 'P01889')"
"('Q9BQ66', 'Q03014')"
"('O60566', 'P51587')"
"('O60869', 'P62158')"
"('Q9HCM9', 'P00519')"
"('Q13033', 'Q9Y6E0')"
"('P06241', 'Q13285')"
"('Q00005', 'Q13522')"
"('Q9P0U4', 'Q8N257')"
"('Q96BK5', 'Q9ULE0')"
"('P55884', 'O75822')"
"('Q14994', 'P02794')"
"('P10301', 'P46108')"
"('Q76FK4', 'Q9Y221')"
"('Q13177', 'Q9H1R3')"
"('P30480', 'O43242')"
"('Q8N6F1', 'O75970')"
"('Q5FWF5', 'O60341')"
"('P84022', 'Q9H0M0')"
"('P20809', 'Q99650')"
"('Q8TEW0', 'Q13009')"
"('P13489', 'P38646')"
"('O00626', 'P51679')"
"('P46940', 'P62158')"
"('Q16478', 'O43292')"
"('Q5JSJ4', 'Q96MT8')"
"('Q7L1Q6', 'P52735')"
"('Q9BYV9', 'P17544')"
"('P13688', 'P49023')"
"('Q9H1Y0', 'P42771')"
"('P04637', 'Q9BVP2')"
"('P55157', 'Q99259')"
"('P51159', 'Q9BV36')"
"('O95685', 'Q16816')"
"('Q14161', 'A8MVX0')"
"('P06213', 'Q16827')"
"('P20151', 'P05154')"
"('Q01201', 'P35869')"
"('P01889', 'Q9NP81')"
"('O60739', 'Q96CX2')"
"('Q0D2J5', 'P57086')"
"('P05129', 'P62879')"
"('Q9BXY4', 'O75581')"
"('Q9NQ76', 'P27986')"
"('O14543', 'P16471')"
"('P50990', 'Q13573')"
"('P0CG48', 'O43318')"
"('P04278', 'P60981')"
"('Q00653', 'Q03405')"
"('Q8IUE6', 'Q96A08')"
"('Q96HC4', 'P05129')"
"('P41143', 'Q96AW1')"
"('Q9H1D9', 'Q92993')"
"('P63218', 'Q00722')"
"('P26651', 'Q6P2E9')"
"('Q9NSB2', 'Q9BQ83')"
"('Q9Y6K9', 'O60763')"
"('P25054', 'P35527')"
"('Q15014', 'Q9Y605')"
"('Q04206', 'Q08117')"
"('O14980', 'P27540')"
"('P20809', 'P08887')"
"('Q13748', 'P19438')"
"('P60568', 'P42701')"
"('P49247', 'O75716')"
"('P22392', 'Q00005')"
"('P01375', 'P61289')"
"('Q5UIP0', 'P15927')"
"('P05014', 'Q99650')"
"('Q14457', 'Q9NYJ8')"
"('P63261', 'O14604')"
"('O95630', 'P0CG48')"
"('Q13501', 'P19447')"
"('Q9Y2Q3', 'Q9H2M9')"
"('O75365', 'Q9UI26')"
"('P12429', 'Q96ID5')"
"('Q02763', 'P46109')"
"('Q9Y6M4', 'P16220')"
"('O60814', 'O75367')"
"('Q02156', 'P63104')"
"('Q01974', 'Q9Y5V3')"
"('Q96R67', 'P38405')"
"('Q9UPN3', 'Q13439')"
"('O96019', 'Q12824')"
"('Q9H490', 'Q96S52')"
"('P12956', 'Q16531')"
"('Q15714', 'O75419')"
"('Q9Y478', 'Q13642')"
"('Q8WXH5', 'P42226')"
"('P62328', 'Q13432')"
"('P30480', 'P49189')"
"('Q14258', 'O95786')"
"('P13569', 'Q7Z2H8')"
"('P31749', 'P62987')"
"('Q9NRI5', 'Q92845')"
"('Q16620', 'Q00535')"
"('Q9HAV5', 'Q13114')"
"('P08254', 'P01033')"
"('Q16643', 'O95149')"
"('Q9Y4K3', 'Q13107')"
"('Q9Y6D9', 'O75182')"
"('P01106', 'P41212')"
"('O00182', 'P05155')"
"('P38159', 'P35637')"
"('P24043', 'P18084')"
"('P49789', 'Q9UJU2')"
"('P60709', 'P06753')"
"('Q14596', 'Q13501')"
"('P38936', 'P04150')"
"('Q8NEC5', 'Q15654')"
"('Q13547', 'Q9NYJ8')"
"('Q6ZNA4', 'Q8WVN8')"
"('Q9NQC7', 'Q13501')"
"('P05014', 'P48357')"
"('P17302', 'P68366')"
"('Q99459', 'Q9Y2Z0')"
"('O60814', 'Q6UXN9')"
"('P36957', 'P35080')"
"('O14978', 'Q8WV44')"
"('P14921', 'P62380')"
"('P15927', 'Q9UQ84')"
"('P41743', 'P14151')"
"('Q13547', 'Q14188')"
"('P0C5Z0', 'Q9UKV0')"
"('P61978', 'O60504')"
"('Q9HBE4', 'Q08334')"
"('Q15306', 'P29459')"
"('P07355', 'P23508')"
"('O60739', 'P42766')"
"('Q9BWF3', 'Q9UKV8')"
"('Q9P2E9', 'Q6VMQ6')"
"('P02647', 'P02766')"
"('Q13573', 'O14497')"
"('Q9UIS9', 'P45973')"
"('Q96LZ3', 'Q9UIK4')"
"('Q9H6E5', 'Q10570')"
"('P24394', 'P23458')"
"('P17301', 'P16144')"
"('P16671', 'Q9Y2C9')"
"('Q9H094', 'Q01844')"
"('P21802', 'O00329')"
"('P01871', 'Q92890')"
"('Q9Y294', 'P62805')"
"('Q92831', 'Q8WXI9')"
"('Q8NGZ3', 'P38405')"
"('Q9GZX7', 'O15131')"
"('Q13547', 'Q969G3')"
"('P17252', 'P15056')"
"('Q9UM47', 'Q9Y2E6')"
"('P42684', 'P16333')"
"('O00590', 'P51671')"
"('Q08881', 'P52292')"
"('P19525', 'P08107')"
"('P37802', 'Q9UET6')"
"('Q12873', 'Q15424')"
"('Q8TBN0', 'Q6ZVK8')"
"('P68133', 'P02774')"
"('Q9UMX1', 'Q96D15')"
"('P40337', 'Q8N4S0')"
"('Q9P2K5', 'P61978')"
"('Q9H0R8', 'Q15334')"
"('Q01344', 'O00560')"
"('Q96KM6', 'Q9UBW7')"
"('P35226', 'P35227')"
"('P14784', 'P23458')"
"('P31946', 'O14920')"
"('O60566', 'Q99459')"
"('O95831', 'P08107')"
"('P32519', 'P04839')"
"('P38398', 'P56545')"
"('P36897', 'P49795')"
"('P60903', 'P07355')"
"('Q12913', 'P10721')"
"('Q96AG4', 'Q9H1Y0')"
"('P12956', 'Q96FF9')"
"('P16234', 'Q9Y371')"
"('P55036', 'P54725')"
"('O15372', 'Q9GZS1')"
"('Q8N2Q7', 'Q9HD26')"
"('Q15428', 'Q13242')"
"('O43474', 'Q9H9S0')"
"('P16333', 'O75326')"
"('Q9UKW4', 'Q04695')"
"('Q92793', 'Q13568')"
"('Q05513', 'O60603')"
"('Q9H832', 'Q8N448')"
"('P50053', 'Q13418')"
"('P01106', 'Q9BTX1')"
"('Q9Y2V2', 'O00141')"
"('Q93033', 'P50502')"
"('O60739', 'P35244')"
"('Q13526', 'P07199')"
"('P36542', 'P30281')"
"('Q16539', 'Q86UR1')"
"('Q92922', 'O00716')"
"('P05000', 'Q5VWK5')"
"('P05129', 'P01111')"
"('O14732', 'Q92956')"
"('Q9H0L4', 'Q92797')"
"('P28065', 'Q9Y3R0')"
"('Q5T3J3', 'Q92993')"
"('Q9BQ66', 'Q9NRQ2')"
"('Q9H1I8', 'P35579')"
