negatives
"('Q8TD86', 'Q96LZ3')"
"('Q66K89', 'Q9NS23')"
"('P26367', 'O00505')"
"('P41235', 'Q99967')"
"('407055', 'Q8N122')"
"('Q9Y261', 'P43699')"
"('P22681', 'P31946')"
"('P62249', 'P22090')"
"('P23471', 'P04626')"
"('Q99879', 'Q9Y5B9')"
"('Q9NPB0', 'Q8IWF7')"
"('P14210', 'P22607')"
"('P43686', 'P28566')"
"('Q9BWC9', 'P04637')"
"('Q9H0N5', 'P20823')"
"('P30480', 'P09960')"
"('Q9H4K1', 'Q5JR59')"
"('Q17RW2', 'P26006')"
"('P39748', 'Q96NY9')"
"('Q13619', 'P49815')"
"('P17544', 'P25490')"
"('P47898', 'P63215')"
"('Q8TDB6', 'O14933')"
"('P61421', 'Q96GM5')"
"('Q99547', 'Q9NY61')"
"('P17301', 'P48736')"
"('Q9NWF9', 'Q99706')"
"('Q9Y243', 'Q9UKG1')"
"('O95989', 'P18621')"
"('O75807', 'Q96KM6')"
"('P10242', 'P14316')"
"('P31749', 'Q07817')"
"('Q9NRJ4', 'P00519')"
"('Q02363', 'P15173')"
"('Q13748', 'P19838')"
"('Q9BYB0', 'P19174')"
"('P62829', 'P46777')"
"('P52272', 'Q13573')"
"('P61457', 'P20823')"
"('A4D0S4', 'P53708')"
"('P10114', 'P01009')"
"('Q13315', 'P42684')"
"('P22314', 'P16455')"
"('Q02790', 'O95166')"
"('P45973', 'P52565')"
"('Q9H5K3', 'O00238')"
"('Q15365', 'O60508')"
"('Q92466', 'P54727')"
"('O14543', 'P20138')"
"('Q15139', 'Q8TAA9')"
"('Q9UKE5', 'P43487')"
"('P51965', 'Q8N8N0')"
"('P62906', 'P61254')"
"('Q96BK5', 'P14174')"
"('P19474', 'Q9H9G7')"
"('O75122', 'O94817')"
"('Q9Y4K3', 'P46781')"
"('P39656', 'Q9H7B4')"
"('Q16625', 'P57739')"
"('Q53TQ3', 'Q9H9F9')"
"('P01106', 'P20585')"
"('P08123', 'P26006')"
"('P31930', 'Q969Q1')"
"('P84022', 'Q9HAZ2')"
"('Q14164', 'P06748')"
"('P01106', 'Q14498')"
"('Q13554', 'Q15796')"
"('P37173', 'P84022')"
"('Q9Y478', 'Q15008')"
"('Q9GZY6', 'P22681')"
"('O14964', 'Q15038')"
"('Q9P2W3', 'P27361')"
"('Q8IX12', 'P09651')"
"('Q13315', 'Q9C0C9')"
"('Q8IY67', 'Q99459')"
"('Q9H2G2', 'Q05655')"
"('Q99963', 'Q9ULV8')"
"('P13942', 'Q16832')"
"('Q14571', 'Q9UQM7')"
"('Q8IVH8', 'P0CG47')"
"('P62136', 'O14965')"
"('Q9ULK5', 'P05129')"
"('P30153', 'Q9NUC0')"
"('Q2KJY2', 'P12980')"
"('O43395', 'Q14498')"
"('Q96GM5', 'P51531')"
"('P63261', 'Q8TF72')"
"('P46926', 'P23508')"
"('A8K8P3', 'P41208')"
"('P49792', 'Q8NFH3')"
"('Q96KC2', 'Q13485')"
"('O00548', 'Q99466')"
"('P11388', 'O14980')"
"('Q9GZX6', 'Q6UXL0')"
"('P08754', 'Q00975')"
"('P35548', 'P35269')"
"('P84098', 'P46776')"
"('Q01518', 'P50452')"
"('P53602', 'O14775')"
"('P62877', 'Q96L50')"
"('Q99567', 'P27701')"
"('Q12931', 'P16104')"
"('P05014', 'P26951')"
"('Q9Y2T4', 'Q9NWZ3')"
"('Q13428', 'P32121')"
"('P40337', 'P19105')"
"('P38159', 'Q9Y580')"
"('P13725', 'Q6UXL0')"
"('Q96KS0', 'Q9Y3A3')"
"('P03372', 'Q13485')"
"('P22087', 'A0JLT2')"
"('P01891', 'P04222')"
"('O95139', 'O00483')"
"('P56134', 'P56556')"
"('P01889', 'Q15631')"
"('Q96FJ2', 'Q01844')"
"('Q8TE23', 'P63092')"
"('P54646', 'P13569')"
"('P37235', 'Q9NP66')"
"('O95373', 'P13569')"
"('P10721', 'Q7Z699')"
"('P16234', 'Q9H201')"
"('Q9Y572', 'P06753')"
"('Q07890', 'Q12967')"
"('P08559', 'P56537')"
"('P34897', 'P01889')"
"('Q06323', 'O43242')"
"('P27348', 'P61326')"
"('Q9Y2Y6', 'P13805')"
"('P17542', 'Q99801')"
"('Q15714', 'O43264')"
"('Q15784', 'P04183')"
"('Q9UK08', 'Q13936')"
"('P68104', 'Q8N5U6')"
"('Q9NZ81', 'Q9H190')"
"('P51149', 'Q9Y478')"
"('P33240', 'Q9HBU1')"
"('O15357', 'Q15811')"
"('O14965', 'P53350')"
"('Q8N715', 'Q9BQ66')"
"('P63000', 'O15056')"
"('P26373', 'P62899')"
"('Q9BQY4', 'P57052')"
"('O60925', 'O94979')"
"('P30679', 'P25025')"
"('P30154', 'Q15173')"
"('Q92956', 'Q9UBB4')"
"('P61586', 'Q13464')"
"('P51965', 'Q969V5')"
"('O00339', 'O95460')"
"('Q9HCK5', 'P62316')"
"('Q7Z401', 'P27348')"
"('P55795', 'P52756')"
"('P49747', 'P05556')"
"('Q9P2H0', 'Q9H840')"
"('Q9H0R6', 'P05787')"
"('P09471', 'P35498')"
"('Q9UBT7', 'Q96PY6')"
"('P10721', 'P07947')"
"('P23396', 'P08865')"
"('P31947', 'O43916')"
"('Q99569', 'P18669')"
"('Q05397', 'P27986')"
"('P43686', 'O43242')"
"('P06400', 'Q92769')"
"('P35232', 'Q13547')"
"('P27361', 'O75116')"
"('Q9Y478', 'Q9Y3F4')"
"('P20333', 'O43175')"
"('Q99689', 'Q5T3J3')"
"('O95782', 'Q16695')"
"('P10114', 'Q04771')"
"('P49841', 'P15692')"
"('Q15788', 'Q13796')"
"('Q8TDX7', 'Q9HC98')"
"('Q9HAY6', 'Q9P2G9')"
"('Q16533', 'P20226')"
"('Q96PK6', 'Q14686')"
"('P00519', 'Q14247')"
"('P62837', 'Q9Y4L5')"
"('O00459', 'P61586')"
"('P19793', 'Q13133')"
"('P60660', 'O60739')"
"('P01574', 'P78552')"
"('Q9NRR4', '406991')"
"('P05067', 'P07339')"
"('Q08211', 'Q15428')"
"('O43172', 'Q9Y333')"
"('O94864', 'Q96BN2')"
"('Q13573', 'Q16625')"
"('P54920', 'Q13190')"
"('Q9NRR4', 'P17844')"
"('Q9NPC6', 'P12814')"
"('Q16555', 'Q15835')"
"('Q99558', 'Q9Y265')"
"('O94966', 'Q6ISU1')"
"('P43364', 'Q9Y2X8')"
"('Q14315', 'P53708')"
"('O75694', 'P40337')"
"('P22607', 'P98077')"
"('P04406', 'P62258')"
"('P13232', 'P16471')"
"('P04745', 'Q9HC24')"
"('Q16186', 'Q96IX5')"
"('P01106', 'Q6ZNE5')"
"('A4D0S4', 'Q13683')"
"('P0CG47', 'Q96PM5')"
"('P01569', 'P26992')"
"('O95166', 'O00591')"
"('P07910', 'Q13247')"
"('P49841', 'P10070')"
"('P06239', 'Q08881')"
"('P10276', 'P78543')"
"('Q01780', 'Q99828')"
"('Q9Y3C5', 'Q9H201')"
"('P06239', 'O00401')"
"('P17858', 'P19438')"
"('Q9HAW0', 'Q8N1F7')"
"('O75581', 'Q14696')"
"('P10828', 'Q96HR3')"
"('P17301', 'P63261')"
"('Q12929', 'Q8N2M8')"
"('O60216', 'O43918')"
"('Q14108', 'P19174')"
"('Q9NUQ8', 'O43261')"
"('P55103', 'P61812')"
"('P61981', 'P61326')"
"('Q9NW64', 'O60306')"
"('P09619', 'P42336')"
"('P62136', 'Q8TD86')"
"('O43149', 'Q12988')"
"('Q9UNA1', 'P08134')"
"('O75916', 'P63096')"
"('Q01726', 'P84996')"
"('P02461', 'Q9HCN6')"
"('P13693', 'O60739')"
"('P27105', 'P55854')"
"('P11474', 'Q9NPJ4')"
"('P31947', 'Q6R327')"
"('Q9UBL3', 'Q8N257')"
"('P63279', 'P46060')"
"('Q15080', 'P14598')"
"('Q9BUF5', 'Q71U36')"
"('Q15287', 'Q96HS1')"
"('P47914', 'P61254')"
"('P48723', 'P43307')"
"('O95197', 'Q14088')"
"('O95067', 'Q7Z5Q1')"
"('P0CJ68', 'P25090')"
"('P13645', 'P12931')"
"('P52742', 'P18754')"
"('Q5T3J3', 'O00231')"
"('Q8WTW4', 'P61081')"
"('P18146', 'P42771')"
"('406948', 'P24864')"
"('Q15303', 'P00533')"
"('P62070', 'Q9NS23')"
"('Q4VXU2', 'Q96EP5')"
"('P41134', 'P23409')"
"('Q13573', 'O14965')"
"('Q8NEM0', 'Q01094')"
"('406899', 'P06400')"
"('Q7L4P6', 'O75791')"
"('P62273', 'P62263')"
"('Q9Y5V3', 'O95071')"
"('Q96RT7', 'Q9H853')"
"('P50914', 'P62750')"
"('P25791', 'P42224')"
"('P63104', 'P63261')"
"('P04278', 'P68104')"
"('Q13616', 'Q9UBF6')"
"('O14625', 'P51681')"
"('Q08999', 'O75182')"
"('Q9NRY4', 'P41182')"
"('Q16777', 'Q13547')"
"('Q96ID5', 'Q9BX70')"
"('P06748', 'P42771')"
"('Q16695', 'O60341')"
"('Q9NV56', 'P16104')"
"('Q9Y6K1', 'Q15910')"
"('O15111', 'O14920')"
"('O96020', 'Q9UJX3')"
"('Q9H1C4', 'O96005')"
"('P30519', 'Q7L5N1')"
"('Q9Y230', 'Q09472')"
"('Q00005', 'O00571')"
"('Q6R327', 'Q15208')"
"('P61077', 'Q99942')"
"('Q9Y5J5', 'P48444')"
"('Q15046', 'P12236')"
"('Q9Y4K3', 'O43318')"
"('Q9UNS1', 'Q49AN0')"
"('P40933', 'P42701')"
"('P04350', 'Q9Y6K9')"
"('Q9NVI1', 'Q9Y2Q3')"
"('O60658', 'Q15653')"
"('O00329', 'P50570')"
"('Q9Y265', 'Q92793')"
"('Q13191', 'P49116')"
"('Q16637', 'Q9Y4Y9')"
"('P32927', 'P48736')"
"('Q9NRG4', 'P06730')"
"('Q13084', 'Q13509')"
"('P17844', 'P22681')"
"('Q9NQC3', 'Q9NZ81')"
"('Q8IZE3', 'P15311')"
"('Q08050', 'Q16363')"
"('O43639', 'P54259')"
"('O75044', 'Q07889')"
"('P36894', 'Q15797')"
"('P52735', 'P49354')"
"('Q8NHL6', 'P17693')"
"('P03886', 'Q16795')"
"('P20671', 'P83916')"
"('P05090', 'P0CAP2')"
"('P98170', 'Q9Y239')"
"('Q9Y230', 'P63104')"
"('P18146', 'P17612')"
"('Q6STE5', 'P04637')"
"('P61927', 'Q9NY93')"
"('P68104', 'P43307')"
"('P01889', 'O60506')"
"('Q15620', 'P38405')"
"('O00463', 'P36941')"
"('O60603', 'P00533')"
"('P06241', 'Q92988')"
"('P60568', 'P38484')"
"('P52756', 'O15042')"
"('Q99879', 'P0C5Z0')"
"('Q13557', 'P01116')"
"('Q9Y2I6', 'Q9BSW7')"
"('Q01844', 'Q9Y2I8')"
"('P52798', 'P11362')"
"('P54259', 'Q01844')"
"('Q8IUC6', 'Q92985')"
"('P36956', 'Q8WVJ9')"
"('P19419', 'Q02363')"
"('Q9NSV4', 'O15198')"
"('Q9BQ66', 'Q14966')"
"('Q00653', 'P98170')"
"('P48357', 'P23458')"
"('O96000', 'O95139')"
"('O14933', 'Q9Y3C5')"
"('P46779', 'P62888')"
"('Q8TAQ2', 'Q86U86')"
"('P81274', 'P04899')"
"('P22090', 'P62841')"
"('Q13535', 'Q92667')"
"('Q13315', 'Q13363')"
"('P63244', 'Q9Y6R4')"
"('Q8WZA2', 'Q9NRZ7')"
"('P00918', 'P12004')"
"('A6NM45', 'O75508')"
"('Q9Y561', 'Q9UBF9')"
"('O75689', 'P61289')"
"('Q9Y3C5', 'P51965')"
"('Q8WW43', 'P49768')"
"('P41134', 'P15173')"
"('Q9NSE2', 'P14784')"
"('Q96RL1', 'Q06609')"
"('Q53GL0', 'P80217')"
"('P78406', 'P49792')"
"('P31946', 'Q86X27')"
"('P41236', 'O95685')"
"('P16070', 'O60603')"
"('Q8TCC7', 'Q05513')"
"('Q14738', 'Q562F6')"
"('P35626', 'Q8WZ92')"
"('Q8N5S9', 'O43741')"
"('Q08211', 'Q86V81')"
"('P46778', 'P18621')"
"('P01375', 'P21810')"
"('Q9H7D0', 'P17081')"
"('Q9GZR1', 'O14908')"
"('P55157', 'Q8NFP9')"
"('P61266', 'P61764')"
"('Q15149', 'Q9H0H5')"
"('Q9H1Y0', 'Q8IUC4')"
"('P19793', 'P55345')"
"('P18077', 'Q15843')"
"('Q14203', 'P54727')"
"('Q8WYR1', 'P01112')"
"('P42704', 'P60709')"
"('Q8N5C8', 'P28482')"
"('Q16254', 'Q92600')"
"('Q92793', 'P10914')"
"('Q9UKB1', 'Q9UKT4')"
"('P08151', 'P30279')"
"('Q9NZ42', 'Q04721')"
"('Q9NWB1', 'Q9Y3T9')"
"('P62487', 'Q9GZS3')"
"('Q9HAV0', 'P11229')"
"('Q96KP1', 'Q9UGK8')"
"('Q9H2G2', 'O43918')"
"('P23246', 'Q9UKA9')"
"('P51671', 'P25025')"
"('Q9Y6K1', 'Q9UBC3')"
"('O75528', 'Q9H098')"
"('P62945', 'Q02543')"
"('Q9BZR9', 'Q96B02')"
"('Q9BYC9', 'Q14197')"
"('Q9H334', 'Q8WXI9')"
"('Q15291', 'P37231')"
"('P22681', 'P17948')"
"('Q12933', 'P19438')"
"('440264', 'Q04637')"
"('P24468', 'P49715')"
"('O00255', 'P61964')"
"('Q92769', 'Q9H7L9')"
"('Q9Y678', 'Q9Y4K3')"
"('O15265', 'Q13625')"
"('P18031', 'P29376')"
"('P46109', 'P28799')"
"('Q99706', 'Q9NWF9')"
"('Q99570', 'P31751')"
"('P57735', 'P53680')"
"('Q9H0R8', 'Q86V97')"
"('P49674', 'Q9GZV5')"
"('Q9BZ29', 'Q15796')"
"('Q08170', 'P14866')"
"('Q9UI14', 'Q8WUY8')"
"('P30968', 'P63092')"
"('P07332', 'Q9Y4H2')"
"('P46108', 'Q14289')"
"('Q9NPI1', 'Q9BUJ2')"
"('P62633', 'P39019')"
"('O14678', 'O43261')"
"('Q96N67', 'Q07890')"
"('P0CG47', 'Q16236')"
"('Q8N7W2', 'P26368')"
"('Q9BUV8', 'P52272')"
"('P21980', 'Q15796')"
"('P49711', 'P01579')"
"('Q8IZP0', 'O00459')"
"('Q9H9B4', 'Q9Y5J5')"
"('P05067', 'Q02410')"
"('P43146', 'Q9GZV4')"
"('Q9ULV8', 'Q6UXL0')"
"('P60866', 'Q92597')"
"('Q7Z3T1', 'P38405')"
"('O43181', 'O75380')"
"('P57739', 'O75970')"
"('P53778', 'P07197')"
"('Q92901', 'P83881')"
"('P09619', 'Q99933')"
"('O15111', 'O14965')"
"('Q86TJ2', 'O75529')"
"('O43924', 'P62834')"
"('P61586', 'P21980')"
"('Q8WYH8', 'Q14566')"
"('P21673', 'Q13432')"
"('P01889', 'P61086')"
"('Q9UKR5', 'Q9BUJ2')"
"('10984', 'Q15022')"
"('O95500', 'O95484')"
"('P06239', 'P60953')"
"('P08700', 'Q99665')"
"('P38398', 'O14867')"
"('Q9NS87', 'P46013')"
"('P21246', 'P21673')"
"('Q9NRH3', 'Q06609')"
"('Q9NRI5', 'Q6ZP82')"
"('P37231', 'P63165')"
"('O14733', 'P53779')"
"('P40424', 'P04839')"
"('Q7L804', 'P62491')"
"('P18206', 'O15375')"
"('Q13435', 'Q96FV9')"
"('P14625', 'P31751')"
"('P01024', 'P00746')"
"('Q96Q15', 'P30153')"
"('Q00597', 'P06493')"
"('O95704', 'P04626')"
"('Q16787', 'P26006')"
"('Q15172', 'Q13153')"
"('Q8IVM0', 'Q86UA6')"
"('Q8NCU1', 'Q96BD8')"
"('O75970', 'O95484')"
"('O75888', 'O14836')"
"('P53396', 'P62330')"
"('P62256', 'Q9NTX7')"
"('Q8N806', 'P39023')"
"('O43464', 'Q9P0J0')"
"('O60641', 'O14920')"
"('P25208', 'P30307')"
"('Q12962', 'O75478')"
"('P48736', 'Q16236')"
"('Q9UKV0', 'Q9BTM1')"
"('Q15078', 'P11171')"
"('Q99575', 'Q9BUL9')"
"('Q8IY92', 'Q5QP82')"
"('Q9H2F5', 'Q13315')"
"('P05771', 'Q12879')"
"('P16333', 'Q9UPX8')"
"('Q9NYJ8', 'P45983')"
"('O75937', 'Q15366')"
"('Q14204', 'Q9H4B7')"
"('P13569', 'Q14669')"
"('P02679', 'Q6P1J9')"
"('Q15102', 'Q9UKR5')"
"('Q13155', 'P62979')"
"('Q8N423', 'P29350')"
"('Q16644', 'P61019')"
"('P35626', 'Q8NGP6')"
"('P38398', 'P67870')"
"('Q16890', 'P31946')"
"('P29320', 'P20936')"
"('P35372', 'Q9HAV0')"
"('Q7Z7F7', 'Q14197')"
"('P35269', 'P10914')"
"('Q15111', 'P18507')"
"('P62888', 'P40429')"
"('O95832', 'P57739')"
"('Q99459', 'O75116')"
"('P61353', 'P50914')"
"('Q9BRR6', 'O75528')"
"('O14896', 'Q9H3D4')"
"('P25787', 'P30504')"
"('P54253', 'Q7Z6M4')"
"('P13994', 'P14923')"
"('Q92844', 'O15111')"
"('Q14240', 'O43432')"
"('P09936', 'P83916')"
"('P01100', 'P10276')"
"('Q71SY5', 'Q9NX70')"
"('Q96MG7', 'Q96MF7')"
"('P56539', 'P00533')"
"('P60228', 'P60709')"
"('P01106', 'Q9P1Z0')"
"('P49407', 'P51684')"
"('P32456', 'Q92734')"
"('Q14164', 'O00303')"
"('Q9H974', 'P01857')"
"('Q15303', 'Q9H201')"
"('Q9NX76', 'P02775')"
"('Q96JC1', 'P36897')"
"('P56270', 'P43146')"
"('Q13432', 'P17540')"
"('P18754', 'O14980')"
"('P01732', 'P30466')"
"('O60383', 'Q99447')"
"('O95157', 'P00519')"
"('Q8N1F7', 'Q99623')"
"('O95402', 'P0CAP2')"
"('Q9H1K0', 'P20338')"
"('Q7KZF4', 'Q6P2Q9')"
"('P49747', 'P18084')"
"('Q15262', 'Q9UM73')"
"('P04150', 'O75626')"
"('Q04206', 'P19876')"
"('O60783', 'Q14164')"
"('P49792', 'Q13426')"
"('Q9UKM9', 'P07910')"
"('P12034', 'P35968')"
"('Q01094', 'P04198')"
"('Q00013', 'P55055')"
"('P46779', 'P46776')"
"('P21675', 'P09429')"
"('P07900', 'Q15831')"
"('P08651', 'P18146')"
"('Q9C000', 'P99999')"
"('Q9BVA1', 'O43353')"
"('Q13191', 'P46108')"
"('O94973', 'P63010')"
"('P30048', 'O14920')"
"('P18146', 'P29350')"
"('P41220', 'Q86VF5')"
"('Q99570', 'Q9Y6M9')"
"('P0CG48', 'P06493')"
"('P19793', 'Q92831')"
"('Q6ZU52', 'P61981')"
"('P31946', 'P18583')"
"('Q9HBW0', 'P62879')"
"('O43559', 'Q06124')"
"('P07478', 'Q8TEW0')"
"('Q9H832', 'Q9ULK6')"
"('P48736', 'Q8TCU6')"
"('P35638', 'Q07889')"
"('O43405', 'P02458')"
"('Q8N163', 'Q9Y2Q3')"
"('P29350', 'Q92734')"
"('O95219', 'Q53H12')"
"('7012', 'O14746')"
"('P18206', 'P62847')"
"('P55072', 'P27824')"
"('P62987', 'Q9NVI1')"
"('P36957', 'Q05516')"
"('Q9ULV1', 'Q01970')"
"('Q07812', 'O43464')"
"('P05129', 'P48058')"
"('Q9NYB9', 'P35900')"
"('P24864', 'Q99728')"
"('Q96GM8', 'Q15393')"
"('Q9BT78', 'Q9H9Q2')"
"('Q05655', 'Q9GZQ8')"
"('P00338', 'P63104')"
"('P61073', 'P08648')"
"('P51617', 'P31749')"
"('Q93097', 'Q9ULV1')"
"('P04626', 'Q6PKX4')"
"('Q9Y620', 'Q9UJX2')"
"('Q16619', 'P48357')"
"('P61981', 'Q6PKG0')"
"('Q14318', 'Q9GZT9')"
"('Q13156', 'Q96E14')"
"('O75925', 'Q15797')"
"('Q92878', 'Q9H816')"
"('P31749', 'O60285')"
"('P07602', 'P10912')"
"('P62979', 'P38936')"
"('Q9BYQ4', 'Q12834')"
"('Q9HCK5', 'Q9H936')"
"('A0JLT2', 'Q9NWA0')"
"('P84022', 'P29590')"
"('Q00613', 'P78527')"
"('Q13901', 'Q01780')"
"('P26045', 'P61981')"
"('P08670', 'P02766')"
"('406901', 'P46109')"
"('O60603', 'Q99519')"
"('Q96CS2', 'Q7Z4H7')"
"('P62841', 'P23396')"
"('P25788', 'P14678')"
"('P56705', 'O60353')"
"('O14744', 'P68431')"
"('O14933', 'Q96BH1')"
"('Q96HA7', 'Q6ZRQ5')"
"('Q9BQ66', 'O60269')"
"('Q86UX7', 'P05106')"
"('Q9Y613', 'P49792')"
"('Q13573', 'O75400')"
"('P30480', 'P38606')"
"('P85298', 'P60763')"
"('Q08170', 'Q99590')"
"('Q8IV61', 'O14807')"
"('Q9Y2Q3', 'P28222')"
"('P62993', 'P08047')"
"('O60925', 'P59666')"
"('P54252', 'Q9BUB5')"
"('O94906', 'Q15287')"
"('P60866', 'P62701')"
"('Q13724', 'P05060')"
"('P04792', 'Q15181')"
"('406989', 'P20366')"
"('Q99816', 'Q8WUM4')"
"('P67775', 'Q15173')"
"('P25786', 'Q9P0V3')"
"('P01106', 'Q75NE6')"
"('Q9NYY1', 'Q01113')"
"('P49747', 'Q13797')"
"('Q9UNZ2', 'P37108')"
"('P22607', 'P46108')"
"('P43360', 'Q9UGP8')"
"('P27708', 'Q13233')"
"('Q6PEY2', 'Q9H4B7')"
"('Q15750', 'Q86VX9')"
"('O94805', 'Q8NFD5')"
"('P10276', 'P14653')"
"('O95630', 'Q9NRV9')"
"('Q13938', 'Q9Y383')"
"('P22392', 'P63173')"
"('Q8WVC0', 'Q8N7H5')"
"('Q9Y3C7', 'Q9BWU1')"
"('P42338', 'Q13393')"
"('Q15843', 'P13639')"
"('P58876', 'P04908')"
"('Q15257', 'P48643')"
"('Q9H4K7', 'Q16659')"
"('P12004', 'O60739')"
"('Q9NV58', 'O43809')"
"('Q6VMQ6', 'P43121')"
"('O95295', 'P55268')"
"('Q15596', 'P11473')"
"('Q9BS40', 'O15479')"
"('Q92552', 'Q9UL18')"
"('Q86YZ3', 'P63104')"
"('P08069', 'Q99963')"
"('P61077', 'P12757')"
"('P01106', 'Q13568')"
"('P25788', 'P22392')"
"('O43676', 'O95139')"
"('P43307', 'P27824')"
"('Q14832', 'P35626')"
"('P04085', 'P16234')"
"('O43293', 'P19105')"
"('O14493', 'P56747')"
"('P26196', 'O94817')"
"('Q86V81', 'P52597')"
"('P55345', 'Q07869')"
"('Q15025', 'Q9NPE3')"
"('P16619', 'P51681')"
"('Q8WZ73', 'Q13546')"
"('Q9GZQ8', 'Q14596')"
"('O14908', 'Q9GZR1')"
"('P52735', 'P08729')"
"('O43929', 'Q13415')"
"('Q13573', 'Q8NB16')"
"('O00267', 'P16104')"
"('P46379', 'P62979')"
"('P56178', 'P35548')"
"('Q9Y6K9', 'P18146')"
"('Q9UBD9', 'P26951')"
"('Q13257', 'P56537')"
"('P61289', 'O00232')"
"('Q9UN88', 'P46459')"
"('Q96B97', 'Q99961')"
"('P50151', 'P40145')"
"('P46778', 'P62899')"
"('O94817', 'Q99729')"
"('O00571', 'P55884')"
"('P05231', 'P13725')"
"('P49023', 'P05556')"
"('P03372', 'Q16352')"
"('Q15942', 'Q9H4A3')"
"('Q9NRR5', 'P10746')"
"('P54257', 'Q13562')"
"('O15211', 'O95251')"
"('P04406', 'P00558')"
"('P29376', 'P18031')"
"('P62987', 'P63173')"
"('P53420', 'P18827')"
"('Q9Y4G6', 'P23229')"
"('P51398', 'P99999')"
"('P10275', 'P09429')"
"('Q8TBB1', 'P61457')"
"('P10244', 'Q92769')"
"('P12081', 'P46777')"
"('Q12840', 'P42262')"
"('P10242', 'Q5TKA1')"
"('P68363', 'Q99836')"
"('Q14197', 'Q9NVS2')"
"('P85299', 'Q9BQA1')"
"('Q5MJ70', 'Q13309')"
"('P04908', 'Q99879')"
"('Q96PM5', 'Q96KC2')"
"('P30411', 'P50148')"
"('P08047', 'P08910')"
"('Q99750', 'Q9H5Z6')"
"('P23284', 'Q96BK5')"
"('Q13526', 'P40763')"
"('P30154', 'P62955')"
"('P18887', 'P22674')"
"('Q16543', 'Q00534')"
"('Q14164', 'Q7KZF4')"
"('P27540', 'P11169')"
"('P26368', 'P22626')"
"('Q9Y4W2', 'P01106')"
"('O43427', 'Q9H0A6')"
"('Q96PU5', 'Q9H469')"
"('O00459', 'Q13094')"
"('Q8N2W9', 'O15105')"
"('P35609', 'Q96RT1')"
"('Q8IYL3', 'Q7L5N1')"
"('Q9HBH0', 'O75914')"
"('P62875', 'Q15560')"
"('P10275', 'O60711')"
"('Q9HC24', 'P58511')"
"('P05412', 'P35228')"
"('O95295', 'O00559')"
"('P05412', 'P17275')"
"('Q14008', 'P16333')"
"('Q9Y6K9', 'P78527')"
"('O14686', 'Q9UBL3')"
"('O75478', 'P41235')"
"('Q5T3J3', 'P02774')"
"('P30305', 'Q08050')"
"('Q9NR80', 'P31749')"
"('Q13315', 'Q9H4L7')"
"('P04279', 'Q9NRR5')"
"('P49356', 'P49354')"
"('O00231', 'Q13885')"
"('O75899', 'P63215')"
"('Q9UHI6', 'P01106')"
"('Q8N264', 'P60763')"
"('P21246', 'P49841')"
"('Q13535', 'Q15382')"
"('P49736', 'Q99741')"
"('P05113', 'Q01344')"
"('P62280', 'P62979')"
"('P62993', 'P84022')"
"('P62241', 'Q13233')"
"('P47897', 'Q99558')"
"('Q9UL25', 'Q9UJ41')"
"('Q00653', 'P25963')"
"('O75015', 'P53778')"
"('P58401', 'Q16659')"
"('P49715', 'P42226')"
"('Q9NRL3', 'Q9Y4P8')"
"('Q05513', 'Q8TAA9')"
"('P02766', 'P68104')"
"('P01106', 'P00367')"
"('P31948', 'Q13557')"
"('P09429', 'Q04206')"
"('P15056', 'Q16539')"
"('P61978', 'Q9BXP5')"
"('P62854', 'P60866')"
"('P27482', 'Q13554')"
"('O60313', 'O75365')"
"('Q13077', 'O15519')"
"('Q92914', 'P08069')"
"('P46108', 'Q9HCU4')"
"('P62258', 'Q15365')"
"('P23258', 'P49840')"
"('P01569', 'Q08334')"
"('Q6EEV6', 'P0DJD0')"
"('Q8IX12', 'Q08170')"
"('Q8IWV7', 'O94761')"
"('P25490', 'Q16236')"
"('P62316', 'Q07889')"
"('O14497', 'P38936')"
"('Q99459', 'P08237')"
"('P30050', 'Q00005')"
"('Q96JB5', 'Q14194')"
"('Q15459', 'Q86XP3')"
"('O75676', 'P68431')"
"('O00459', 'P35790')"
"('P30480', 'P61970')"
"('O60603', 'P04839')"
"('P62158', 'P46019')"
"('P53350', 'Q5SQH8')"
"('Q00688', 'Q00987')"
"('Q9Y6M4', 'P16220')"
"('Q15628', 'O95831')"
"('O95169', 'Q9UI09')"
"('P67870', 'Q16236')"
"('P62258', 'O43896')"
"('Q13347', 'O14602')"
"('P04637', 'P21953')"
"('Q8WW35', 'P62714')"
"('Q13315', 'P40425')"
"('P05386', 'Q02543')"
"('Q9H2G2', 'P42566')"
"('P22607', 'Q6S5L8')"
"('Q9UKB1', 'P56645')"
"('P41235', 'Q9Y2X0')"
"('P10415', 'Q9HCN2')"
"('P30480', 'Q15758')"
"('P27348', 'Q7Z401')"
"('P42166', 'O75531')"
"('P46777', 'P67870')"
"('O95677', 'O95343')"
"('P28482', 'Q13733')"
"('P60568', 'Q14626')"
"('P19838', 'P01584')"
"('Q96PU5', 'Q15796')"
"('Q96RT1', 'Q14155')"
"('O60884', 'P62993')"
"('Q93009', 'P63208')"
"('P42226', 'Q16649')"
"('Q13573', 'P40692')"
"('O15520', 'P35916')"
"('P61158', 'Q07889')"
"('P62807', 'Q9UBN7')"
"('Q8N122', 'Q14318')"
"('P29992', 'P39877')"
"('Q05397', 'Q9Y6Q9')"
"('Q96SB4', 'Q13247')"
"('O75909', 'Q15834')"
"('Q8WW43', 'Q96BI3')"
"('Q4LDE5', 'P84022')"
