negatives
"('P32121', 'Q9UGF6')"
"('P40337', 'Q13263')"
"('Q7Z614', 'P43364')"
"('P49459', 'P14373')"
"('Q7LDG7', 'O14807')"
"('Q92793', 'Q06330')"
"('Q99933', 'P10275')"
"('Q92597', 'P60866')"
"('P11171', 'P49411')"
"('P63165', 'P83916')"
"('Q9Y3B2', 'Q12769')"
"('P46108', 'P78357')"
"('Q9Y277', 'P30480')"
"('P51654', 'Q93097')"
"('Q9UKW4', 'P21860')"
"('Q15554', 'Q9NYB0')"
"('Q16531', 'P35222')"
"('Q86SQ7', 'Q9Y4K3')"
"('Q9HAW4', 'Q96RU2')"
"('O14798', 'P62834')"
"('Q99496', 'Q16777')"
"('P12956', 'O95997')"
"('Q15047', 'Q9NY59')"
"('P00533', 'Q9NR46')"
"('P11387', 'P51991')"
"('Q13618', 'Q16236')"
"('Q9H461', 'P50148')"
"('P18146', 'O15524')"
"('Q9HAU4', 'Q99717')"
"('P48740', 'P0C0L4')"
"('P0CG48', 'P10636')"
"('Q92636', 'Q9GZQ8')"
"('O95810', 'P08567')"
"('P02766', 'P60709')"
"('P35225', 'Q9UHF4')"
"('P22612', 'P63211')"
"('Q07021', 'P01042')"
"('P05388', 'P84022')"
"('P43360', 'P04792')"
"('Q9UHV9', 'Q92956')"
"('Q9UBY9', 'Q9UJY1')"
"('Q12824', 'Q01831')"
"('Q9UJX2', 'Q9NZH5')"
"('O95347', 'Q8NEM0')"
"('A0JLT2', 'Q9UJX6')"
"('Q9UGN5', 'Q9HBE4')"
"('P63208', 'P67809')"
"('P61244', 'Q99814')"
"('P00519', 'Q13588')"
"('Q6PD62', 'P52435')"
"('P31751', 'P49841')"
"('P99999', 'P01243')"
"('Q9NTI5', 'Q7Z5K2')"
"('P51817', 'Q9P2W3')"
"('Q9UJX2', 'O95997')"
"('O15126', 'Q05086')"
"('Q9NQU5', 'Q15746')"
"('Q13464', 'Q9BUA6')"
"('Q14790', 'Q8WXF8')"
"('P61513', 'P62424')"
"('P35240', 'Q13188')"
"('Q32MK0', 'P62993')"
"('Q8WXF1', 'P23246')"
"('O15344', 'P61088')"
"('Q13315', 'Q9UGK8')"
"('P30101', 'P56817')"
"('O75030', 'P63165')"
"('O60262', 'P28482')"
"('Q9UJX2', 'Q9UM13')"
"('Q5JWF2', 'P63218')"
"('Q969S8', 'P04908')"
"('Q03164', 'O60563')"
"('Q14703', 'P27824')"
"('P28070', 'P28074')"
"('Q9NWF9', 'P58753')"
"('P46777', 'P12081')"
"('O95500', 'Q16625')"
"('406887', 'Q9H9Z2')"
"('Q9NPI1', 'Q9P2D1')"
"('Q9NSA1', 'P08138')"
"('Q9H4M3', 'P63208')"
"('Q13507', 'P54920')"
"('P61289', 'Q99460')"
"('Q09472', 'Q12906')"
"('Q7L5N1', 'Q9BX70')"
"('P13501', 'P15336')"
"('Q9NQ34', 'Q9GZR7')"
"('Q9UBS5', 'P63215')"
"('P12270', 'Q9UKX7')"
"('P12314', 'Q6PI73')"
"('P54252', 'P54725')"
"('P02511', 'P05067')"
"('Q16787', 'P05106')"
"('Q12824', 'O95257')"
"('Q92934', 'Q92843')"
"('Q14232', 'Q9NR50')"
"('P56704', 'O75581')"
"('Q14697', 'P21796')"
"('P29350', 'Q08334')"
"('Q15038', 'O14964')"
"('P14316', 'Q09472')"
"('P17844', 'P61981')"
"('P39019', 'P46782')"
"('Q9NQX6', 'Q9H7E9')"
"('Q13007', 'Q6UXL0')"
"('P0C0S5', 'P58876')"
"('Q04206', 'Q07325')"
"('Q9H832', 'Q6PJ69')"
"('O75019', 'P12314')"
"('P51149', 'P40337')"
"('P09651', 'P16104')"
"('P55212', 'Q8WUI4')"
"('P52434', 'Q14164')"
"('O15031', 'Q04912')"
"('Q13332', 'P61956')"
"('P05014', 'P38484')"
"('O95967', 'P0CG48')"
"('P62987', 'P05388')"
"('Q5JY77', 'P11229')"
"('O15530', 'P51812')"
"('P10301', 'Q13393')"
"('P01732', 'P01889')"
"('Q04917', 'P48729')"
"('Q9BUZ4', 'Q9Y4K3')"
"('P62191', 'Q99460')"
"('P30101', 'P27824')"
"('P60709', 'P50570')"
"('Q05209', 'Q8IY31')"
"('Q07890', 'P17081')"
"('Q15329', 'O15392')"
"('P50542', 'O95989')"
"('P21802', 'Q9NQ66')"
"('P63218', 'P53779')"
"('P04637', 'Q9BRQ8')"
"('Q08211', 'O76054')"
"('Q9H492', 'P24723')"
"('P54253', 'Q9Y2Y4')"
"('O43707', 'P68032')"
"('P19012', 'P08727')"
"('P42262', 'Q12879')"
"('P13637', 'O75312')"
"('Q13480', 'P46109')"
"('A4FU01', 'O15198')"
"('Q96LD1', 'O43556')"
"('O14948', 'O75030')"
"('O43172', 'P55769')"
"('P84022', 'P53355')"
"('P02647', 'P00738')"
"('O14965', 'O15392')"
"('Q9Y572', 'P46940')"
"('Q9UJX3', 'Q8NHZ8')"
"('Q96Q83', 'Q9Y265')"
"('Q14164', 'P05814')"
"('Q9HBM6', 'O75486')"
"('P51531', 'P04637')"
"('Q8WV28', 'P52735')"
"('Q9Y4P1', 'Q5VYV7')"
"('Q9UD71', 'Q12972')"
"('P16220', 'Q9UIH9')"
"('O00232', 'Q9UET6')"
"('O94817', 'Q16543')"
"('Q9NYW4', 'A8MTJ3')"
"('P38398', 'P52292')"
"('O95405', 'O00267')"
"('P04150', 'O75626')"
"('Q9UJX3', 'Q9H1A4')"
"('Q9P2D1', 'Q969G3')"
"('P22681', 'P10721')"
"('O00590', 'P10147')"
"('P01106', 'Q9UGJ1')"
"('Q9Y6K5', 'O15355')"
"('Q04206', 'P08107')"
"('Q9NVD7', 'P17301')"
"('P35626', 'Q9UKL2')"
"('P63000', 'P23246')"
"('Q02543', 'P47914')"
"('Q9NZT1', 'P46020')"
"('P54252', 'Q9UMX0')"
"('Q9UK32', 'Q06330')"
"('P22301', 'P14784')"
"('Q8IYB7', 'P08670')"
"('P84022', 'P04150')"
"('Q8IV63', 'Q6IBS0')"
"('Q02543', 'Q96BK5')"
"('Q04206', 'P56545')"
"('Q9NPH0', 'P48059')"
"('P01889', 'P38606')"
"('Q92925', 'Q68CP9')"
"('P62244', 'Q9Y6K9')"
"('Q13332', 'Q13432')"
"('P01903', 'P02686')"
"('Q96SB8', 'Q96MG7')"
"('Q9BYX4', 'O94817')"
"('Q92729', 'P35222')"
"('Q9GZP0', 'P04626')"
"('P18084', 'P53708')"
"('Q12979', 'P00519')"
"('Q13616', 'P84022')"
"('P22612', 'Q16558')"
"('Q13797', 'P19438')"
"('Q9Y5X3', 'Q15811')"
"('P38936', 'Q01105')"
"('Q14103', 'Q14683')"
"('Q9HCK5', 'Q9UKV8')"
"('P54252', 'Q01844')"
"('Q9UBS5', 'Q9H2G2')"
"('P60981', 'P01243')"
"('P42677', 'Q9Y328')"
"('P36897', 'Q12931')"
"('Q9Y2H5', 'P13569')"
"('Q15047', 'Q13263')"
"('P08172', 'Q9UBI6')"
"('Q16630', 'Q92945')"
"('O15198', 'Q96RR1')"
"('Q9Y2W7', 'P49810')"
"('P35813', 'Q9BS40')"
"('O00418', 'Q15418')"
"('P67870', 'P07686')"
"('Q9HAY6', 'Q9P2G9')"
"('Q9Y675', 'P49703')"
"('P42262', 'Q9Y3R0')"
"('Q10586', 'P20585')"
"('Q13387', 'O75380')"
"('Q16566', 'Q13370')"
"('P00519', 'P04040')"
"('Q99459', 'Q9H307')"
"('Q9UPQ4', 'Q5VVX9')"
"('Q15834', 'Q9BVJ6')"
"('P27824', 'P78504')"
"('P16615', 'O75365')"
"('Q99986', 'Q14789')"
"('Q99613', 'O75822')"
"('O15455', 'P27986')"
"('Q7L590', 'Q96BR9')"
"('Q99759', 'P61758')"
"('Q9Y5S8', 'P01375')"
"('Q13315', 'Q02413')"
"('P29372', 'P25786')"
"('P04626', 'Q9H6Q3')"
"('Q9HAU4', 'Q9NZU5')"
"('Q8IVL0', 'P25054')"
"('P38646', 'Q9Y6K9')"
"('Q68CJ9', 'P53567')"
"('O00471', 'Q9BQ52')"
"('Q86US8', 'Q14738')"
"('P62899', 'P05388')"
"('Q15819', 'Q8IUQ4')"
"('P27348', 'P49286')"
"('Q5HYC2', 'P60953')"
"('Q01780', 'Q13148')"
"('O75334', 'Q99459')"
"('O15344', 'Q96B02')"
"('O14827', 'P01111')"
"('P01106', 'P14316')"
"('Q8IYB3', 'P35637')"
"('P39656', 'Q9UKV8')"
"('O75822', 'Q04637')"
"('Q13546', 'P11142')"
"('O95059', 'P06576')"
"('P08912', 'Q5JY77')"
"('P52735', 'P51956')"
"('Q16630', 'O60925')"
"('O43617', 'Q9Y2L5')"
"('Q9Y5B9', 'Q9H9T3')"
"('P0CAP2', 'Q13574')"
"('Q9NVC6', 'Q6P2C8')"
"('P08571', 'Q9NR97')"
"('Q14203', 'P55210')"
"('P48556', 'O43242')"
"('Q00987', 'P62829')"
"('P84098', 'P40429')"
"('O95751', 'Q9BXS5')"
"('P99999', 'P00167')"
"('Q13009', 'P08134')"
"('O43809', 'Q9BPX1')"
"('Q14457', 'O95229')"
"('Q9NPF7', 'Q8IU57')"
"('P58107', 'Q9Y4K3')"
"('P03372', 'Q13233')"
"('574507', 'P21728')"
"('P98171', 'P52198')"
"('Q13242', 'Q08211')"
"('PB_10', 'O00459')"
"('Q8WVZ7', 'P62256')"
"('O00232', 'P62191')"
"('P54756', 'P20936')"
"('Q12772', 'P63279')"
"('P18621', 'P42766')"
"('P18124', 'Q00653')"
"('Q6ZUJ8', 'P48736')"
"('P51817', 'Q14432')"
"('Q08043', 'P18564')"
"('Q9ULU4', 'P41182')"
"('P33992', 'Q9Y5N6')"
"('P00533', 'Q9NRV9')"
"('Q9Y5M8', 'Q99608')"
"('Q9NXK8', 'P49918')"
"('P27701', 'Q8TAA9')"
"('Q13131', 'P11166')"
"('Q14181', 'Q9NQW7')"
"('P19438', 'O60641')"
"('Q9NR96', 'P08571')"
"('P01106', 'Q969H0')"
"('P51948', 'Q13330')"
"('P15692', 'P09619')"
"('Q9NX70', 'O00571')"
"('Q16629', 'Q00839')"
"('Q5XKL5', 'Q9Y4P8')"
"('Q96ST3', 'Q00653')"
"('Q8N474', 'P09544')"
"('P55769', 'Q5T3J3')"
"('P56524', 'P61981')"
"('P29590', 'Q16254')"
"('Q8WVM7', 'Q9NTI5')"
"('P52565', 'P61960')"
"('P52333', 'Q99570')"
"('Q969G3', 'O94805')"
"('O75112', 'P02768')"
"('Q14686', 'Q9UMN6')"
"('Q13464', 'P35580')"
"('Q92973', 'P62993')"
"('P14316', 'P61073')"
"('Q13952', 'P12107')"
"('P21673', 'Q13574')"
"('O43295', 'P15153')"
"('Q14CB8', 'Q07890')"
"('P02768', 'P01614')"
"('O76003', 'Q6UY14')"
"('P51124', 'P09874')"
"('Q99814', 'Q07812')"
"('Q13114', 'Q92569')"
"('Q92609', 'P60520')"
"('Q8WV41', 'P48023')"
"('Q16539', 'Q9UGU0')"
"('P78369', 'P57739')"
"('P62714', 'Q5THK1')"
"('P03905', 'Q9UI09')"
"('O60343', 'Q9NR30')"
"('P32927', 'P08631')"
"('P16104', 'P12236')"
"('Q8WUW1', 'Q92747')"
"('P16581', 'P45983')"
"('P46060', 'A0JLT2')"
"('Q15370', 'Q9H765')"
"('Q9NR12', 'Q9NRR5')"
"('P07910', 'P51991')"
"('P16885', 'Q8TD86')"
"('Q8N257', 'Q9UKV0')"
"('O15160', 'Q9GZS1')"
"('P22612', 'O95622')"
"('P01562', 'Q13651')"
"('O75508', 'P56746')"
"('P27540', 'P10275')"
"('P08138', 'P48736')"
"('P46108', 'Q15303')"
"('Q9P1Z2', 'Q99963')"
"('O14836', 'Q9NWZ3')"
"('Q9H6X2', 'Q07817')"
"('Q15287', 'Q86V81')"
"('Q13315', 'P63027')"
"('P23416', 'P46379')"
"('P26010', 'P46109')"
"('P02787', 'Q13509')"
"('O95155', 'Q12959')"
"('Q9UQM7', 'O43889')"
"('P19878', 'P62873')"
"('P36954', 'P19388')"
"('P54259', 'Q5TH69')"
"('P60484', 'Q7L5N1')"
"('P01106', 'O00159')"
"('P41240', 'P04626')"
"('O95376', 'P30153')"
"('Q00013', 'Q9UNE7')"
"('P18031', 'O43561')"
"('Q9UBN7', 'Q99880')"
"('P27487', 'P00813')"
"('P08572', 'Q9UKX5')"
"('P52272', 'P52597')"
"('P38398', 'Q8TAQ2')"
"('Q14240', 'P51955')"
"('Q96RE9', 'P17947')"
"('P38398', 'P54727')"
"('P62158', 'Q9Y283')"
"('Q92729', 'Q02763')"
"('Q9GZS3', 'P61218')"
"('Q13304', 'Q14344')"
"('P06241', 'Q8WUM4')"
"('Q8N720', 'Q9BQ66')"
"('Q9BV38', 'Q9NXF1')"
"('Q9UGI9', 'O95822')"
"('Q05586', 'P35609')"
"('P56192', 'P01889')"
"('Q99459', 'Q9UGJ1')"
"('P12314', 'P35354')"
"('Q8NFZ0', 'P62877')"
"('P62316', 'P53680')"
"('Q14192', 'P33993')"
"('P32121', 'Q00987')"
"('Q9Y2W1', 'Q15654')"
"('P04731', 'Q13585')"
"('P31943', 'Q14103')"
"('P40198', 'P43405')"
"('P01568', 'P23458')"
"('P18206', 'P12830')"
"('Q9H0L4', 'Q9NRR5')"
"('P05783', 'Q8IUC4')"
"('P07948', 'P14859')"
"('P05129', 'Q9NYA1')"
"('Q96RQ1', 'P31995')"
"('P35626', 'Q8NGR3')"
"('O15151', 'P0CG48')"
"('Q92729', 'P06753')"
"('Q5JSL3', 'P63000')"
"('Q9UHD2', 'P25705')"
"('Q00005', 'O94761')"
"('Q07889', 'P22681')"
"('Q9GZY0', 'Q9BZI7')"
"('P25024', 'P30679')"
"('Q8N1C3', 'P46459')"
"('P82675', 'Q9NY93')"
"('Q9P2E3', 'Q96KG7')"
"('P01834', 'P01857')"
"('Q8IY92', 'Q9UHW5')"
"('P20333', 'Q13490')"
"('Q9H201', 'Q15303')"
"('P36888', 'P62993')"
"('Q9UPT5', 'Q8N6Y0')"
"('P43403', 'Q9H4E7')"
"('Q9ULV8', 'P21802')"
"('O15145', 'P62993')"
"('Q6ICR9', 'P01730')"
"('Q92759', 'P10275')"
"('Q8IUE6', 'Q99879')"
"('Q08881', 'Q09472')"
"('Q9NVU0', 'P05423')"
"('Q96ED9', 'Q7L590')"
"('Q4LE39', 'P01106')"
"('P08238', 'Q04206')"
"('Q9NRR5', 'Q8N111')"
"('Q02543', 'P46934')"
"('Q14CW9', 'P35125')"
"('Q15369', 'O15524')"
"('Q16623', 'Q9H270')"
"('P11473', 'Q00403')"
"('P02768', 'P10124')"
"('P61964', 'Q96DI7')"
"('Q07817', 'Q14457')"
"('Q16659', 'Q08345')"
"('P50458', 'O75030')"
"('Q9NSI5', 'Q07157')"
"('P49023', 'Q08043')"
"('Q15831', 'P51532')"
"('Q9Y265', 'Q13315')"
"('Q99459', 'Q9Y2X0')"
"('P60866', 'P62847')"
"('P49411', 'O75909')"
"('Q99459', 'Q99460')"
"('P02545', 'P63104')"
"('O14543', 'P15260')"
"('P29590', 'P36897')"
"('P29350', 'Q6PI73')"
"('Q9NRG4', 'Q9UKA4')"
"('O15533', 'P30466')"
"('P30405', 'Q9H0C2')"
"('Q5T3J3', 'Q99689')"
"('P49840', 'P61981')"
"('Q05048', 'Q9H0E2')"
"('O75886', 'P29597')"
"('P13236', 'P49682')"
"('406906', 'P51959')"
"('Q8NEZ4', 'Q9UBL3')"
"('O15169', 'Q9Y6R4')"
"('P51965', 'Q8N5I2')"
"('Q5UIP0', 'P19387')"
"('O15514', 'Q15560')"
"('P27448', 'Q8WXK3')"
"('Q8TD86', 'Q08828')"
"('Q8N196', 'P11831')"
"('P12111', 'P23229')"
"('Q9UNN5', 'P18754')"
"('Q9H334', 'Q13330')"
"('P57088', 'Q15714')"
"('P00750', 'P09429')"
"('Q6ZVK8', 'Q8TBN0')"
"('P05067', 'O95837')"
"('Q8NCM8', 'Q9NY65')"
"('P51531', 'P62805')"
"('O95405', 'P30153')"
"('Q96EV8', 'Q9ULM2')"
"('P00403', 'P63104')"
"('P98095', 'P53420')"
"('O75925', 'Q99873')"
"('Q9NPD8', 'O15360')"
"('Q9Y4K3', 'P25788')"
"('O14493', 'Q96AP7')"
"('P62917', 'Q9UL18')"
"('Q9BQ83', 'P62826')"
"('O43353', 'O00463')"
"('P07333', 'P06241')"
"('Q9UIF8', 'P56545')"
"('P53350', 'P61968')"
"('P60228', 'Q9Y262')"
"('Q9Y5Z7', 'P61964')"
"('Q99459', 'Q9H0S4')"
"('P51817', 'Q92934')"
"('P63151', 'Q7Z3S7')"
"('Q14103', 'Q13243')"
"('P02768', 'P02671')"
"('P11387', 'P67870')"
"('Q9Y6K9', 'P35568')"
"('Q14332', 'O75581')"
"('Q99712', 'Q14005')"
"('P11474', 'Q9UPN3')"
"('Q16695', 'P25963')"
"('P27986', 'Q9NQ76')"
"('Q9UD71', 'P62140')"
"('Q12830', 'P84243')"
"('P10914', 'P61769')"
"('O00487', 'Q13200')"
"('Q9UKI8', 'P62258')"
"('P32248', 'P32121')"
"('Q07955', 'O60508')"
"('P04004', 'P05106')"
"('P62258', 'P49796')"
"('P51671', 'O00590')"
"('Q13158', 'Q6WCQ1')"
"('P19544', 'P18146')"
"('P42768', 'O15144')"
"('Q96S59', 'O00762')"
"('P14778', 'Q9Y616')"
"('P25025', 'P49407')"
"('P12931', 'P12814')"
"('Q01081', 'Q13243')"
"('Q05655', 'Q15717')"
"('P06493', 'Q96KB5')"
"('P63010', 'P05783')"
"('P46108', 'Q9UBM4')"
"('P09619', 'P48736')"
"('P24928', 'Q6P1J9')"
"('P49796', 'P62258')"
"('Q9C086', 'Q8NBZ0')"
"('O60936', 'Q9GZT8')"
"('O95178', 'P51970')"
"('P05014', 'P24394')"
"('Q08211', 'P31943')"
"('Q05655', 'O43306')"
"('P31749', 'Q07812')"
"('Q9BZZ5', 'Q9UKV3')"
"('Q7L5N1', 'P49888')"
"('P38936', 'Q13509')"
"('P37198', 'O60941')"
"('P62820', 'P38936')"
"('Q6ZN30', 'O14896')"
"('Q15834', 'Q8NEF3')"
"('Q08043', 'Q13797')"
"('Q8IZD9', 'Q9H2G2')"
"('P16104', 'A6NMY6')"
"('Q16619', 'P17181')"
"('Q13285', 'Q9H2G2')"
"('O95402', 'P60842')"
"('Q07666', 'P22681')"
"('P60842', 'Q04637')"
"('Q01094', '283120')"
"('P08238', 'O00401')"
"('P20226', 'O75629')"
"('P12757', 'P30260')"
"('Q8IVV2', 'Q02790')"
"('P06899', 'Q13547')"
"('P01570', 'P17181')"
"('P13987', 'P07357')"
"('Q9Y5L4', 'Q13617')"
"('Q3V6T2', 'Q13177')"
"('Q8NFH3', 'P52948')"
"('P09651', 'Q13151')"
"('Q15796', 'Q15583')"
"('O15116', 'Q9UBK9')"
"('Q9UBR4', 'P61371')"
"('Q15393', 'Q9UKV8')"
"('O43918', 'P16104')"
"('Q13547', 'O95983')"
"('Q13217', 'P54652')"
"('Q14194', 'P62308')"
"('P11274', 'P62993')"
"('Q9Y508', 'Q8IWF7')"
"('Q14164', 'Q99471')"
"('P11802', 'P06576')"
"('Q14181', 'Q8IW50')"
"('Q06330', 'P48544')"
"('Q86YH6', 'P27986')"
"('Q9Y333', 'P55769')"
"('O14561', 'O95182')"
"('P56705', 'Q9ULW2')"
"('P31946', 'P49674')"
"('Q00534', 'P30281')"
"('Q9NR61', 'P46531')"
"('P22612', 'Q13972')"
"('Q9Y6H6', 'Q9NS23')"
"('P32927', 'Q9Y4K3')"
"('Q9UQL6', 'Q16778')"
"('Q13387', 'Q16584')"
"('Q13243', 'P26599')"
"('Q16665', 'Q92831')"
"('Q13315', 'Q13263')"
"('Q16513', 'Q04206')"
"('P62330', 'P09661')"
"('Q9UQ72', 'P68104')"
"('Q9Y5I7', 'Q07157')"
"('P58107', 'P52735')"
"('Q9UBU3', 'P28566')"
"('Q9Y4D1', 'Q15642')"
"('P01562', 'Q99650')"
"('Q30201', 'Q9UP52')"
"('P08123', 'Q9UKX5')"
"('P68431', 'P62993')"
"('Q16576', 'O94776')"
"('Q92841', 'Q9NQT5')"
"('Q96RD6', 'P62993')"
"('Q9NXR7', 'Q15018')"
"('Q9H9Y6', 'O95602')"
"('Q9Y6Q5', 'O14976')"
"('Q9Y4K3', 'Q9UGP4')"
"('P48436', 'P62158')"
"('Q13233', 'P36507')"
"('Q13555', 'O95622')"
"('Q99704', 'P20936')"
"('Q969T4', 'Q96BH1')"
"('Q00013', 'Q96RT1')"
"('Q92620', 'Q08211')"
"('O43915', 'P00533')"
"('Q86XR7', 'P58753')"
"('P08684', 'Q13895')"
"('P23258', 'Q99459')"
"('Q8NAP1', 'Q9Y265')"
"('P27348', 'Q92574')"
"('P04637', 'Q9NPP4')"
"('Q9BXW9', 'O00255')"
"('Q16829', 'P28482')"
"('Q07890', 'P26006')"
"('Q92915', 'P08138')"
"('O76062', 'P10114')"
"('Q96EQ8', 'P68036')"
"('P48736', 'Q05655')"
"('Q8IY92', 'Q13428')"
"('P27348', 'P46527')"
"('Q8NAC3', 'Q96PD4')"
"('P62258', 'P10398')"
"('Q969G3', 'Q68CP9')"
"('P02462', 'O43405')"
"('Q16778', 'Q92769')"
"('574032', 'Q16827')"
"('P13798', 'P53990')"
"('P68363', 'Q99836')"
"('Q15797', 'Q01844')"
"('P54727', 'P41208')"
"('P49458', 'Q9NX58')"
"('P35227', 'Q5VVX9')"
"('O96020', 'Q9BS18')"
"('O15259', 'P56945')"
"('P15153', 'P41743')"
"('Q15334', 'Q8TEW0')"
"('O15524', 'P04626')"
"('P25963', 'P62195')"
"('Q13233', 'P57678')"
"('Q01082', 'Q9HAU0')"
"('P60022', 'Q12851')"
"('Q5VTD9', 'Q96HC4')"
"('P29590', 'P04280')"
"('Q9HBW0', 'P62879')"
"('P31943', 'O60508')"
"('Q5VU43', 'Q5VTD9')"
"('P48357', 'P18084')"
"('P58340', 'Q16478')"
"('Q9UGJ0', 'Q96B36')"
"('O95551', 'Q16659')"
"('P08107', 'P59046')"
"('P33991', 'Q8WYH8')"
"('P35813', 'O15169')"
"('Q9UL18', 'Q9BQA1')"
"('O15392', 'Q13490')"
"('P07996', 'P02751')"
"('P49407', 'P18146')"
"('P42766', 'P39023')"
"('O75478', 'O75486')"
"('P61586', 'P63267')"
"('Q6NUN9', 'O75569')"
"('Q9ULW2', 'P35222')"
"('P21675', '26765')"
"('Q8TDR0', 'P18124')"
"('P04350', 'P02787')"
"('P56747', 'O95484')"
"('Q04917', 'Q99759')"
"('P08559', 'Q13352')"
"('Q86UP0', 'P35222')"
"('P62258', 'Q96GE4')"
"('P60709', 'P63261')"
"('P55769', 'O43172')"
"('P52272', 'O14593')"
"('Q8WVM7', 'O43521')"
"('Q13573', 'Q10567')"
"('Q96KB5', 'Q9Y6X8')"
"('O43513', 'O14964')"
"('Q9UHI6', 'Q15287')"
"('Q92945', 'Q15717')"
"('P32121', 'A4D2G3')"
"('Q5SXM2', 'O75971')"
"('Q9NP95', 'Q07889')"
"('Q9Y3T9', 'Q9Y5V3')"
"('P13805', 'P51116')"
"('O95405', 'Q9Y3C5')"
"('Q9Y4K3', 'Q15691')"
"('Q86TJ2', 'Q9Y4A5')"
"('Q8TEW0', 'O95433')"
"('P01242', 'Q14627')"
"('P49840', 'Q9NZD8')"
"('Q13526', 'O60739')"
"('Q13976', 'P04049')"
"('P26038', 'P08567')"
"('P28702', 'P37231')"
"('O14980', 'P35658')"
"('P08047', 'Q99988')"
"('A5PKW4', 'Q96S21')"
"('Q96A08', 'Q9BY41')"
"('Q99623', 'Q9UHI6')"
"('Q14197', 'P04181')"
"('O15397', 'P46060')"
"('Q96G74', 'O15145')"
"('Q9Y6I3', 'O95782')"
"('P62140', 'P49427')"
"('Q9H7X7', 'O15479')"
"('P46459', 'Q9Y383')"
"('P11215', 'P42336')"
"('P62829', 'P35268')"
"('P17948', 'P48736')"
"('P32121', 'Q8NH42')"
"('Q8IZP0', 'O00459')"
"('P13500', 'P51686')"
"('Q13077', 'P48736')"
"('Q6PKG0', 'Q07817')"
"('P22694', 'O60359')"
"('Q9C040', 'P78324')"
"('Q8IXH7', 'Q04637')"
"('P04049', 'P29597')"
"('P26951', 'P52333')"
"('Q93074', 'O95402')"
"('P40937', 'Q13432')"
"('P53041', 'Q99683')"
"('Q9NYL2', 'O95865')"
"('P16220', 'O00470')"
"('Q9UJ41', 'P20338')"
"('Q13326', 'O43556')"
"('Q9Y4E8', 'P25942')"
"('Q8WYL5', 'P60709')"
"('P12236', 'Q9UPY3')"
"('Q13257', 'Q13127')"
"('Q96G23', 'P27449')"
"('Q9NQT5', 'Q96B26')"
"('P07202', 'P15260')"
"('P23528', 'Q13387')"
"('P46783', 'P23396')"
"('P22612', 'Q07343')"
"('P62241', 'P62081')"
"('P51116', 'Q06787')"
"('P35609', 'P50395')"
"('P46777', 'P27635')"
"('P59768', 'P04899')"
"('P20774', 'P12931')"
"('O75508', 'P56750')"
"('Q9NRH3', 'Q06609')"
"('P29466', 'Q13075')"
"('P01857', 'Q6PD62')"
"('Q9UJF2', 'P62070')"
"('P12956', 'Q9UL18')"
"('Q9GZY6', 'Q8WV28')"
"('P15311', 'O14745')"
"('Q8WYR1', 'P13637')"
"('Q9UJX2', 'P42771')"
"('P35998', 'P61289')"
"('Q13444', 'Q9Y371')"
"('Q8TDP1', 'O96006')"
"('P23508', 'P22061')"
"('Q8N752', 'O75581')"
"('Q96CS7', 'O76011')"
"('Q99623', 'P14923')"
"('P46459', 'Q99459')"
"('Q9UET6', 'Q96CV9')"
"('Q8TAA9', 'P17252')"
"('Q96HA7', 'P12956')"
"('P04350', 'P68366')"
"('Q9Y676', 'Q14197')"
"('Q9Y3U8', 'P62913')"
"('P10767', 'Q07889')"
"('Q9Y4D8', 'P63104')"
"('P56199', 'P05106')"
"('P18146', 'P60002')"
"('P05771', 'P18084')"
"('P84090', 'Q92905')"
"('Q9UK32', 'Q86WZ6')"
"('P52735', 'P62316')"
"('Q14197', 'Q9BYD1')"
"('P60228', 'O15121')"
"('P01344', 'P24592')"
"('P54727', 'P29372')"
"('Q9Y619', 'Q99741')"
"('Q8N1I0', 'Q9HBH0')"
"('O94916', 'P48065')"
"('Q5VTR2', 'P63146')"
"('P49768', 'O00548')"
"('P06400', 'Q13547')"
"('Q8WTW4', 'P10644')"
"('Q9NZT1', 'Q8IY92')"
"('P21246', 'P23467')"
"('Q9BZ29', 'P84095')"
"('P29350', 'P32927')"
"('P38398', 'O96019')"
"('Q9HC52', 'Q9BSM1')"
"('O95168', 'P17568')"
"('Q09472', 'P20265')"
"('Q14974', 'P51178')"
"('Q96HA7', 'Q9NVP2')"
"('Q13573', 'Q14978')"
"('Q14697', 'P78545')"
"('P27694', 'P67870')"
"('P62906', 'P62829')"
"('Q9H8T0', 'P41227')"
"('P46734', 'P53779')"
"('O00268', 'P42858')"
"('P27694', 'P09884')"
"('Q6IA17', 'A6NDB9')"
"('O15541', 'Q5VVX9')"
"('Q92552', 'P63104')"
"('P01106', 'P50539')"
"('Q8N2W9', 'O95257')"
"('Q96MA1', 'Q9GZT8')"
"('Q08170', 'P52597')"
"('O75940', 'P39023')"
"('Q99759', 'Q9Y266')"
"('Q92597', 'P17844')"
"('Q92900', 'Q9BQY4')"
"('O95071', 'Q9BPZ3')"
"('O15550', 'Q15291')"
"('Q14197', 'Q9BYN8')"
"('406988', 'P37275')"
"('P06454', 'Q92793')"
"('Q9Y6K9', 'P62263')"
"('P32121', 'Q15612')"
"('P61978', 'P17844')"
"('Q9NUP1', 'Q9UL45')"
"('P28340', 'P01106')"
"('Q15843', 'O75925')"
"('P11047', 'P24043')"
"('P68400', 'P14316')"
"('Q13573', 'Q13547')"
