negatives
"('Q9HAW0', 'Q92616')"
"('O00231', 'P28074')"
"('Q13111', 'Q9H9D4')"
"('Q9NZU5', 'Q8WW24')"
"('P53350', 'Q9Y266')"
"('P56705', 'O75150')"
"('P42224', 'Q9UIV1')"
"('Q16825', 'Q08379')"
"('P31151', 'O75901')"
"('P04637', 'Q3YEC7')"
"('Q9BYD3', 'P49760')"
"('Q8NE01', 'A6NEM1')"
"('Q15910', 'P68371')"
"('P17661', 'P49137')"
"('O14610', 'P10301')"
"('P61221', 'O75475')"
"('P05015', 'P08887')"
"('P09874', 'P09629')"
"('P46087', 'Q9H0A0')"
"('Q9BTE6', 'P35244')"
"('Q13563', 'P60369')"
"('Q3V6T2', 'Q9NRI5')"
"('P04217', 'Q14451')"
"('P49736', 'Q15185')"
"('Q96RU7', 'P18848')"
"('P53567', 'P18848')"
"('Q15650', 'Q9H204')"
"('O15269', 'O15270')"
"('P41218', 'Q99700')"
"('Q9Y2I6', 'P40222')"
"('P30049', 'Q9Y277')"
"('Q9H936', 'Q9HCK5')"
"('P43686', 'O00233')"
"('P48436', 'Q12933')"
"('Q8WYB5', 'O43639')"
"('P61978', 'O95166')"
"('Q00537', 'P63104')"
"('P62888', 'Q969P0')"
"('Q9BWH6', 'Q96KR1')"
"('Q8WW22', 'O95433')"
"('P62910', 'Q14164')"
"('A6NGG8', 'P61960')"
"('Q9UM73', 'A0JLT2')"
"('Q6ZU80', 'Q9BYJ9')"
"('P46736', 'Q4G0J3')"
"('Q9H4L4', 'P15880')"
"('O60331', 'P19022')"
"('Q9Y5K5', 'Q9BTT0')"
"('Q13617', 'Q15369')"
"('Q13158', 'Q9HAV5')"
"('P62244', 'Q5TC82')"
"('Q15286', 'P61218')"
"('P04843', 'P61019')"
"('Q99731', 'P41597')"
"('O14980', 'P08621')"
"('P30505', 'P43632')"
"('P23528', 'P00338')"
"('Q93097', 'Q9NPG1')"
"('O96028', 'Q96ST3')"
"('Q9NRL3', 'P25054')"
"('O95271', 'Q9UKE5')"
"('P49916', 'P05412')"
"('P57078', 'Q6UWR7')"
"('O15234', 'P22455')"
"('P49257', 'P0DMV8')"
"('P52564', 'P49137')"
"('P12268', 'P62993')"
"('Q96HE9', 'Q13310')"
"('Q9NZW5', 'O75821')"
"('Q14165', 'O95714')"
"('Q7L576', 'Q9UHB6')"
"('P19320', 'P26599')"
"('P30307', 'Q8NEY1')"
"('O95274', 'O95429')"
"('O95271', 'Q9NRI5')"
"('O75616', 'Q14CZ7')"
"('Q9GZQ8', 'Q9UJS0')"
"('Q03164', 'Q96EB6')"
"('Q9Y3M9', 'Q13137')"
"('P05162', 'Q9Y6K9')"
"('P32121', 'O75056')"
"('Q9H0E2', 'Q13287')"
"('P52948', 'P68400')"
"('P35609', 'A8MYP8')"
"('P04150', 'P53041')"
"('B2RXF5', 'P51451')"
"('Q8TBC4', 'Q12792')"
"('P07900', 'P51812')"
"('P26368', 'Q00987')"
"('Q6W2J9', 'Q99856')"
"('P18146', 'P37231')"
"('P09936', 'Q8NI37')"
"('P08235', 'Q08752')"
"('P07900', 'P10275')"
"('P46934', 'Q2KJY2')"
"('P28070', 'Q9Y5K5')"
"('Q13422', 'P38936')"
"('Q96T76', 'Q9Y2R4')"
"('Q13619', 'Q9H936')"
"('P10826', 'P48552')"
"('Q96RU7', 'Q02750')"
"('P63261', 'O75582')"
"('P05067', 'Q9H0U9')"
"('Q92540', 'Q00987')"
"('P83731', 'P39023')"
"('P12931', 'O00757')"
"('Q9H0E2', 'Q9NR96')"
"('Q9Y265', 'Q15365')"
"('Q00534', 'P35711')"
"('O95947', 'Q96A09')"
"('P31946', 'Q9Y4L5')"
"('Q99623', 'Q15907')"
"('Q5TAQ9', 'O43463')"
"('P03928', 'O00400')"
"('Q5JRA6', 'P05543')"
"('P49642', 'P25963')"
"('Q9BVV2', 'O76011')"
"('P62910', 'Q96BK5')"
"('O15530', 'Q12913')"
"('P57086', 'Q9NRD5')"
"('O95363', 'Q14197')"
"('Q9UDY8', 'P60604')"
"('P48047', 'O60260')"
"('Q00613', 'Q96EB6')"
"('Q13185', 'O75367')"
"('Q13643', 'Q9UHR5')"
"('P35626', 'P51681')"
"('P22626', 'P38398')"
"('Q709F0', 'Q8IZU1')"
"('Q16778', 'P61964')"
"('P51688', 'Q07021')"
"('Q99607', 'P49662')"
"('P33151', 'P23381')"
"('Q04837', 'P05412')"
"('P62308', 'Q15287')"
"('Q9NQS3', 'Q16643')"
"('Q9Y2T5', 'Q5BKT4')"
"('Q92731', 'Q7Z4L5')"
"('Q93098', 'O75581')"
"('P61964', 'Q96DI7')"
"('P05155', 'P11226')"
"('P43686', 'Q13618')"
"('Q92793', 'P51668')"
"('Q12906', 'Q9UQ35')"
"('P49450', 'P60709')"
"('O75964', 'A1L0T0')"
"('Q9Y248', 'Q9BTE3')"
"('P69905', 'Q05086')"
"('Q13315', 'O75396')"
"('Q9BWJ5', 'O75533')"
"('P19320', 'P53990')"
"('Q8IYX7', 'Q96EF6')"
"('Q8TAF3', 'Q14191')"
"('Q9H4B6', 'Q15717')"
"('Q66K14', 'P0DMS8')"
"('P54760', 'Q15717')"
"('Q9BY77', 'P09651')"
"('Q04206', 'Q15034')"
"('Q15717', 'Q15404')"
"('P40763', 'Q5VWN6')"
"('P32969', 'Q5S007')"
"('Q6PCE3', 'Q14807')"
"('Q96LJ7', 'P60369')"
"('P08473', 'Q9Y4D1')"
"('P50406', 'Q9Y4R8')"
"('P50416', 'Q92731')"
"('Q7Z4N2', 'Q9H9S0')"
"('Q9Y5M8', 'Q86UK5')"
"('Q8NHG8', 'P51965')"
"('P18146', 'Q96RK1')"
"('Q99459', 'Q13347')"
"('Q9Y2J2', 'Q9BZM1')"
"('Q16659', 'P28288')"
"('P23560', 'P20783')"
"('P12277', 'Q8NI37')"
"('O00400', 'Q969V3')"
"('P49407', 'P23528')"
"('P62805', 'P01106')"
"('P18084', 'Q13443')"
"('Q02878', 'Q96L21')"
"('P30566', 'P78347')"
"('O15287', 'P13646')"
"('Q9BXS5', 'Q13422')"
"('Q99832', 'Q13509')"
"('Q8NC42', 'Q9BZD7')"
"('P62937', 'P37802')"
"('Q6P597', 'O75558')"
"('Q8TBB1', 'P62937')"
"('O95989', 'P04181')"
"('P12035', 'Q9BYV2')"
"('O75159', 'Q5VWK5')"
"('Q9H063', 'Q8IXT1')"
"('P01588', 'P16234')"
"('P01112', 'Q9Y613')"
"('Q96HA8', 'Q4VCS5')"
"('P62937', 'Q16719')"
"('P11387', 'P13612')"
"('A6NCE7', 'Q9GZQ8')"
"('Q6VAB6', 'Q92947')"
"('Q9BSJ2', 'Q9Y297')"
"('P40337', 'Q8TAX0')"
"('P00441', 'Q15493')"
"('O95793', 'O75116')"
"('P36897', 'Q03135')"
"('O95544', 'Q86SQ0')"
"('P57059', 'P39023')"
"('Q9NQ39', 'P15559')"
"('P26038', 'Q5TGI0')"
"('P61960', 'P46060')"
"('P62807', 'P20671')"
"('Q7L273', 'Q15654')"
"('Q9Y230', 'Q9NYJ8')"
"('Q9BQ65', 'Q96EX1')"
"('P49715', 'Q9UPN3')"
"('Q9Y3D6', 'Q96HA9')"
"('O75558', 'Q9UHD2')"
"('P62136', 'O00327')"
"('O00165', 'P37840')"
"('Q9H3U1', 'O00159')"
"('Q9UKA1', 'O95714')"
"('P12830', 'Q15907')"
"('Q96G25', 'Q9P086')"
"('Q96Q15', 'Q15172')"
"('Q9BRQ0', 'Q16594')"
"('Q96GM8', 'Q13501')"
"('P30260', 'P51955')"
"('O14920', 'Q92918')"
"('Q14676', 'P43307')"
"('Q12905', 'Q9NUD5')"
"('Q9Y266', 'P30504')"
"('Q9NQB0', 'Q8N2W9')"
"('Q92764', 'P61981')"
"('Q15149', 'P35228')"
"('P54132', 'O15360')"
"('Q6A162', 'P27658')"
"('P36406', 'Q8N2X6')"
"('Q9BQB6', 'P09871')"
"('P62753', 'P62273')"
"('O75604', 'Q5TA45')"
"('O75533', 'P08579')"
"('Q13554', 'P0DP25')"
"('Q9NQW6', 'Q9Y4I1')"
"('P06850', 'Q99750')"
"('P48556', 'P35228')"
"('Q9UJX2', 'Q9ULM3')"
"('Q96D03', 'Q7L273')"
"('Q8NB16', 'Q92896')"
"('P63172', 'Q9NYP9')"
"('Q08AG7', 'O75494')"
"('Q96RP9', 'P07550')"
"('P32121', 'Q9Y2I6')"
"('Q8WWZ4', 'Q92905')"
"('Q0VD86', 'P62993')"
"('P62854', 'Q02543')"
"('P55854', 'A6NKT7')"
"('P12235', 'Q6NUK1')"
"('Q9Y478', 'A2RTX5')"
"('P21283', 'Q8N4P3')"
"('O75592', 'Q9BXB1')"
"('O95619', 'P07948')"
"('P48039', 'Q96AG4')"
"('P78371', 'Q9Y3A3')"
"('Q9UMN6', 'P41182')"
"('Q9UKT9', 'Q13422')"
"('P04637', 'P21333')"
"('P10275', 'P16118')"
"('Q00765', 'Q14202')"
"('Q9Y4K3', 'P22681')"
"('Q9Y6G3', 'O43169')"
"('P11441', 'Q3ZCM7')"
"('Q92764', 'Q9BWG6')"
"('P09086', 'P26583')"
"('Q9NVH2', 'Q8IYR6')"
"('P60520', 'P18505')"
"('P11021', 'O95757')"
"('Q13618', 'P49137')"
"('Q969Q6', 'Q9P209')"
"('O94868', 'Q8N5S3')"
"('Q8NFH5', 'Q96A37')"
"('Q70CQ1', 'O95373')"
"('Q96RQ1', 'P31995')"
"('P40763', 'Q8NEM7')"
"('Q15427', 'P19338')"
"('Q96PV4', 'P52292')"
"('O95251', 'O14980')"
"('Q13451', 'Q3SYB3')"
"('P50150', 'Q13131')"
"('Q969G2', 'Q8N680')"
"('P11586', 'Q9UBN6')"
"('Q16526', 'P62191')"
"('Q9NRC8', 'Q9UJS0')"
"('Q9UBU9', 'P61326')"
"('Q9GZQ4', 'P15884')"
"('P25786', 'Q04323')"
"('P84085', 'P25445')"
"('Q92560', 'O00410')"
"('Q9ULV8', 'P15260')"
"('O75083', 'P60981')"
"('Q8N653', 'Q9NY61')"
"('P60568', 'P19235')"
"('P02751', 'Q8WXE9')"
"('Q9NRD1', 'P39656')"
"('Q9UKN8', 'P04629')"
"('P55157', 'P50851')"
"('O95793', 'P51991')"
"('P14921', 'P07199')"
"('P58012', 'P13056')"
"('P04637', 'Q8N163')"
"('P62829', 'P19320')"
"('Q99732', 'Q15717')"
"('O15042', 'P15880')"
"('Q15326', 'O75494')"
"('Q99759', 'P0DP23')"
"('Q13200', 'O15060')"
"('P08238', 'Q9GZT9')"
"('P32969', 'P62891')"
"('P31943', 'P27694')"
"('P60328', 'Q9BYQ4')"
"('Q04206', 'Q04864')"
"('Q93034', 'P04264')"
"('Q13882', 'P50991')"
"('P14923', 'Q14574')"
"('Q7Z3C6', 'Q8IWL3')"
"('Q00403', 'Q09472')"
"('P45974', 'Q9NZI7')"
"('P53567', 'P33076')"
"('P27361', 'Q13464')"
"('P13639', 'P49736')"
"('P48431', 'O96019')"
"('P05060', 'P60484')"
"('P20851', 'P04003')"
"('P20963', 'Q6PKG0')"
"('Q9Y5B9', 'P11387')"
"('P49279', 'P18146')"
"('P02751', 'Q06141')"
"('P54707', 'Q86VR2')"
"('P45880', 'Q04837')"
"('Q8NFH3', 'Q8TCT6')"
"('O95166', 'O60506')"
"('P60896', 'Q13838')"
"('P46109', 'Q9BTA9')"
"('P50552', 'P18564')"
"('Q9BUZ4', 'P02794')"
"('P14735', 'P10147')"
"('Q6PCB8', 'O00214')"
"('Q96M94', 'Q9Y664')"
"('Q9P2P5', 'Q9NS73')"
"('Q13361', 'P23142')"
"('P42345', 'Q96HR8')"
"('Q96JB3', 'Q8NHQ1')"
"('Q3YEC7', 'Q96LK0')"
"('Q8TBB1', 'P31150')"
"('O15379', 'O60814')"
"('P05067', 'Q86X83')"
"('Q9UKV3', 'A0JLT2')"
"('Q9NRD5', 'Q6UWP7')"
"('P32927', 'Q15744')"
"('Q13200', 'Q01860')"
"('P16220', 'Q12873')"
"('P07550', 'P32121')"
"('P62136', 'Q9NVI7')"
"('Q9NP55', 'Q96LI6')"
"('Q8N5P1', 'Q13435')"
"('P05067', 'O75602')"
"('Q6A162', 'Q96LL4')"
"('Q5VWN6', 'Q6PF18')"
"('Q15022', 'P00747')"
"('O95833', 'Q96D03')"
"('Q12968', 'Q06413')"
"('O15381', 'P61586')"
"('Q96PV6', 'Q8NHQ1')"
"('P67809', 'Q13151')"
"('Q53TQ3', 'O96019')"
"('Q8NEV4', 'O14744')"
"('P52597', 'O75360')"
"('P21359', 'P29590')"
"('O60256', 'Q8N1G4')"
"('Q8IZJ0', 'P19235')"
"('P27816', 'O95817')"
"('Q96LK0', 'Q8TEP8')"
"('Q9GZM8', 'Q5SW79')"
"('Q13618', 'P46087')"
"('Q8WW22', 'O60884')"
"('P31749', 'P56270')"
"('Q6W2J9', 'Q09028')"
"('Q9NX58', 'Q99496')"
"('Q9Y5B8', 'O14978')"
"('P0DPB3', 'Q9UNN5')"
"('Q68D86', 'Q9H0I2')"
"('P27694', 'Q8WVB6')"
"('Q9Y366', 'Q96K37')"
"('P17482', 'P26371')"
"('Q04637', 'Q13347')"
"('Q9NQC3', 'Q9H8W4')"
"('P60866', 'P08865')"
"('Q8IYU8', 'Q8WUA7')"
"('P05362', 'Q14103')"
"('Q9UJ70', 'O95684')"
"('Q9HCU4', 'P12931')"
"('Q9BTE7', 'Q9NRD5')"
"('Q8N128', 'Q9H8W3')"
"('Q8N5R6', 'P50402')"
"('P38398', 'O00148')"
"('P01571', 'Q99062')"
"('Q9H0W5', 'O14893')"
"('Q92831', 'P30305')"
"('Q96FV3', 'Q15842')"
"('Q5VWG9', 'P49848')"
"('Q07666', 'Q5VWX1')"
"('P60660', 'P63261')"
"('Q13617', 'P39023')"
"('Q02363', 'Q6P5X5')"
"('P25054', 'P19474')"
"('P01889', 'P30504')"
"('Q04206', 'Q9UL18')"
"('P36543', 'P21283')"
"('Q14687', 'Q9BTC8')"
"('Q8WTV0', 'P02647')"
"('Q96SB8', 'Q14108')"
"('Q16617', 'Q9ULY5')"
"('O43639', 'Q8NES8')"
"('P34931', 'P39023')"
"('Q9P1A6', 'P62993')"
"('Q13489', 'Q04323')"
"('P38606', 'O94832')"
"('O00206', 'P55085')"
"('O95625', 'Q9H9Z2')"
"('Q13148', 'Q9UN86')"
"('Q9NRW1', 'P50222')"
"('O95988', 'Q16204')"
"('Q8NI27', 'O95793')"
"('Q9UD71', 'Q13263')"
"('O95231', 'P78424')"
"('Q9NPI6', 'Q92636')"
"('Q8WZA2', 'Q9UQ26')"
"('P12931', 'P08238')"
"('P15927', 'P51572')"
"('B0YJ81', 'P35232')"
"('P68032', 'Q9UJM3')"
"('P55809', 'Q15051')"
"('Q8N8S7', 'Q9UGI8')"
"('Q86UX2', 'O15297')"
"('Q13618', 'Q9H492')"
"('Q8TF39', 'P50222')"
"('Q9BZR9', 'Q5VVQ6')"
"('Q3LI66', 'Q6PJG9')"
"('Q96FV9', 'O00148')"
"('P10914', 'O00526')"
"('Q8IY92', 'O00159')"
"('P67870', 'Q92784')"
"('O43660', 'Q9HCS7')"
"('P00533', 'P36542')"
"('Q92900', 'Q96F86')"
"('Q9BXT5', 'P01008')"
"('Q92905', 'Q9NZT1')"
"('Q9NVA2', 'Q14141')"
"('O95793', 'P46459')"
"('O75530', 'Q8TEM1')"
"('P07550', 'Q9H4P4')"
"('Q92769', 'Q16531')"
"('Q8IX06', 'O75864')"
"('P42771', 'Q9NZM5')"
"('Q92624', 'Q8N140')"
"('P25786', 'Q16401')"
"('P22626', 'Q06609')"
"('Q8IY81', 'P27635')"
"('Q92731', 'Q9NW13')"
"('Q14498', 'P62277')"
"('Q10586', 'Q12873')"
"('P04629', 'Q96S59')"
"('Q14CW9', 'Q96T21')"
"('O15165', 'Q15796')"
"('P39023', 'P18621')"
"('P35712', 'Q14669')"
"('Q9NRR5', 'O75830')"
"('Q9UBS0', 'P17844')"
"('Q8N1K5', 'Q96LA8')"
"('P42345', 'Q8N122')"
"('Q15545', 'Q9GZQ8')"
"('Q01201', 'Q8N339')"
"('O75525', 'Q96AD5')"
"('P55316', 'P02649')"
"('A6NHC0', 'Q9H1Y0')"
"('Q71U36', 'P04637')"
"('Q13227', 'Q15323')"
"('Q13620', 'Q9H4B7')"
"('Q6PKC3', 'P29474')"
"('Q9HCE1', 'Q8N5U6')"
"('P35558', 'Q9UNF1')"
"('Q9GZY8', 'Q9NUL7')"
"('P18615', 'Q9BRP8')"
"('P61586', 'P63267')"
"('P78406', 'Q9UBU9')"
"('P20618', 'Q9NZD4')"
"('Q9HC52', 'Q02543')"
"('Q68CZ1', 'Q5SW79')"
"('P17252', 'P19634')"
"('O60216', 'P20160')"
"('Q9H1D9', 'Q9H5I1')"
"('Q9NRZ7', 'Q9H6D8')"
"('P62314', 'Q8IVT5')"
"('P43235', 'P49917')"
"('Q16864', 'Q9BYN0')"
"('Q9Y3D7', 'O75208')"
"('P27348', 'Q13469')"
"('P49116', 'Q99570')"
"('Q92900', 'O75164')"
"('Q5T749', 'Q9BYR7')"
"('P06132', 'Q9NRG0')"
"('P53618', 'P56945')"
"('P24928', 'O15393')"
"('O00445', 'Q8NEY4')"
"('P61006', 'Q96CV9')"
"('P50991', 'P60033')"
"('P16104', 'Q9BXW9')"
"('Q9NQ29', 'Q13573')"
"('Q9NZJ7', 'Q00839')"
"('Q9UPQ3', 'Q9Y597')"
"('Q96IZ5', 'Q8ND90')"
"('O14832', 'Q9P2S5')"
"('P35232', 'P62820')"
"('Q92624', 'Q9BV35')"
"('Q9BZF1', 'Q9NRC8')"
"('P13598', 'Q96G97')"
"('Q9NR12', 'P14384')"
"('Q6A162', 'P14678')"
"('P22612', 'Q02750')"
"('Q13489', 'Q01094')"
"('Q6IQ23', 'Q96DX4')"
"('Q9BZK7', 'P63208')"
"('P60520', 'Q16629')"
"('Q9NPP4', 'Q9C000')"
"('Q9Y4G8', 'P63104')"
"('Q9Y6X8', 'Q13177')"
"('P16333', 'P48023')"
"('Q86XR8', 'P62829')"
"('Q16623', 'Q9NVR5')"
"('O95294', 'P01116')"
"('P30939', 'P04899')"
"('Q9BVG8', 'Q9Y4B6')"
"('Q6UWR7', 'O43402')"
"('P06576', 'O95793')"
"('P50552', 'P18084')"
"('Q63HR2', 'O60941')"
"('P53396', 'Q14999')"
"('Q9H0N5', 'P43364')"
"('O00203', 'P61218')"
"('P43307', 'Q9Y277')"
"('Q9Y2P8', 'Q9P2P5')"
"('P35556', 'Q99684')"
"('Q9NS56', 'Q05516')"
"('P00338', 'P60174')"
"('A1A4Y4', 'O75385')"
"('P41235', 'Q9H6P5')"
"('P62249', 'P52272')"
"('P61296', 'P07199')"
"('Q16643', 'Q6P4F7')"
"('Q9Y4K3', 'P09543')"
"('P60484', 'P22681')"
"('Q9Y230', 'Q9UEE9')"
"('Q5SW79', 'Q9BUH8')"
"('P28070', 'P04222')"
"('Q9NZD8', 'P49840')"
"('Q9BY89', 'O75665')"
"('P04350', 'Q68CR1')"
"('P48023', 'Q9BY11')"
"('P78508', 'P11142')"
"('Q9Y250', 'O95995')"
"('Q9Y2M5', 'P20042')"
"('O60884', 'Q15717')"
"('P12830', 'Q9H329')"
"('Q71U36', 'Q9H4B7')"
"('P60369', 'Q96ME1')"
"('P20719', 'P48431')"
"('Q7L9B9', 'Q96QD9')"
"('Q00839', 'P60896')"
"('P36896', 'Q9UER7')"
"('P61225', 'Q59EK9')"
"('Q96AH8', 'Q13885')"
"('Q6UY14', 'Q5TA78')"
"('Q96I25', 'O14980')"
"('P82673', 'A1L188')"
"('Q92569', 'Q8IZQ1')"
"('P05067', 'Q99616')"
"('Q14315', 'Q9UHR5')"
"('P55884', 'Q13043')"
"('P62993', 'P26641')"
"('Q96M27', 'P68402')"
"('Q13618', 'Q15645')"
"('Q16531', 'Q86VP6')"
"('P31947', 'P62269')"
"('Q8WZ19', 'Q8TBB1')"
"('P12830', 'P63241')"
"('Q9BYD3', 'Q9P0M9')"
"('P53611', 'Q99755')"
"('Q96NU0', 'P29016')"
"('Q9H2K2', 'Q9UL54')"
"('Q9UL45', 'Q8IYI6')"
"('P05067', 'Q86UD3')"
"('Q15910', 'Q9UPY5')"
"('P60709', 'P07900')"
"('Q96N28', 'P25788')"
"('P52655', 'P20749')"
"('Q13404', 'P61088')"
"('P31949', 'P40337')"
"('P18621', 'P18124')"
"('P43354', 'O60313')"
"('Q96NH3', 'P48380')"
"('Q86SG6', 'Q71U36')"
"('P21127', 'P49756')"
"('O14641', 'Q13105')"
"('P26371', 'P43353')"
"('P15927', 'Q8TEQ6')"
"('Q9BSD7', 'P00533')"
"('Q6A162', 'Q7L273')"
"('Q99538', 'Q9H0R8')"
"('Q07820', 'Q9H2K2')"
"('P09651', 'A8K2U0')"
"('Q96GM5', 'P47813')"
"('Q9NX58', 'Q6IBS0')"
"('Q8N9N5', 'Q8NEG0')"
"('P05154', 'P10323')"
"('P19387', 'Q8IXH7')"
"('P04637', 'Q53H96')"
"('P49023', 'P13612')"
"('Q14849', 'A8MVW5')"
"('Q9NX70', 'P51681')"
"('P57081', 'P30566')"
"('P07910', 'P63279')"
"('Q9NRX1', 'Q00839')"
"('Q8NG31', 'P36873')"
"('P40933', 'Q99665')"
"('P62241', 'Q8NEJ9')"
"('O00273', 'P27708')"
"('Q9UBU9', 'Q96I45')"
"('P30153', 'Q86Y56')"
"('P11940', 'O00571')"
"('P18075', 'Q5VWX1')"
"('O60636', 'Q92569')"
"('Q96QF0', 'Q9BPZ7')"
"('Q15154', 'Q9HBF4')"
"('O14925', 'O75208')"
"('P10912', 'P04637')"
"('Q8N5C7', 'P05067')"
"('Q8WZ94', 'P38405')"
"('P61981', 'O76011')"
"('P06401', 'P78317')"
"('P78362', 'Q5C9Z4')"
"('O43189', 'Q16531')"
"('P35222', 'P19022')"
"('Q92560', 'Q15819')"
"('P07948', 'Q9UQC2')"
"('P24941', 'Q9NSV4')"
"('P19838', 'P00403')"
"('P23528', 'Q15631')"
"('O95983', 'Q03164')"
"('Q86VI3', 'P04629')"
"('Q8WVM8', 'Q9NQ50')"
"('O60216', 'P43246')"
"('O43524', 'Q9Y4H2')"
"('Q92734', 'Q6MZM0')"
"('P28074', 'P11171')"
"('P32189', 'O43638')"
"('Q15562', 'P31276')"
"('O75127', 'P49736')"
"('Q9NYJ8', 'Q9Y2K2')"
"('Q9UMR2', 'P01857')"
"('P12814', 'P68032')"
"('Q9NYF8', 'Q6I9Y2')"
"('P62829', 'P62945')"
"('Q15717', 'Q8NEZ4')"
"('Q12981', 'Q7Z5B4')"
"('Q13683', 'P05106')"
"('Q14934', 'P45983')"
"('P55851', 'P27348')"
"('Q02750', 'Q8IWL3')"
"('P06730', 'P38646')"
"('P61981', 'P46937')"
"('Q9NRY6', 'Q15915')"
"('Q13618', 'P61081')"
"('Q9BTP7', 'Q6NZ36')"
"('Q9H0U9', 'Q96EB6')"
"('P49736', 'O75419')"
"('Q9Y2U8', 'Q92633')"
"('Q9BPX1', 'Q9NU19')"
"('Q6ZU80', 'Q49A88')"
"('Q86Z20', 'Q9HAQ2')"
"('P0DML3', 'Q13485')"
"('Q13131', 'Q96SW2')"
"('Q92624', 'Q92824')"
"('Q12840', 'P04183')"
"('Q9BVI4', 'Q7L775')"
"('Q16555', 'Q14195')"
"('Q5JY77', 'P41145')"
"('P01023', 'Q96QH2')"
"('Q8N137', 'Q96EN8')"
"('O14735', 'O95793')"
"('Q96FS4', 'Q9UHB6')"
"('Q05516', 'Q9NWR8')"
"('P42696', 'P05412')"
"('Q9H492', 'P07900')"
"('Q13573', 'Q14669')"
"('Q9NVN8', 'P13196')"
"('P58753', 'Q06187')"
"('P31350', 'O00429')"
"('P07437', 'P09874')"
"('O43175', 'Q13123')"
"('Q9BVG8', 'P12830')"
"('Q13885', 'P68371')"
"('Q9HAT2', 'O75354')"
"('Q99708', 'O43255')"
"('P04626', 'P62873')"
"('Q15835', 'O00574')"
"('Q99666', 'P08473')"
"('P16581', 'Q05397')"
"('Q9NY65', 'Q9BQ04')"
"('Q99814', 'O60573')"
"('Q9P0T4', 'Q8TBB1')"
"('P78527', 'Q9P2K8')"
"('Q14103', 'Q01081')"
"('P82650', 'Q02878')"
"('P60174', 'P49917')"
"('P35968', 'O00459')"
"('P02766', 'Q7Z5J4')"
"('Q8IW45', 'P24941')"
"('Q9UGC6', 'O14633')"
"('Q92905', 'Q9H3M7')"
"('P06213', 'Q01970')"
"('P04080', 'Q6MZP7')"
"('Q08AM6', 'Q8N1A6')"
"('Q8WXH2', 'P21810')"
"('P01889', 'Q9GZX7')"
"('Q8IYD1', 'Q5JQF8')"
"('P06493', 'P54578')"
"('P21333', 'P59998')"
"('P63104', 'Q6PKG0')"
"('P54802', 'Q02083')"
"('Q14192', 'Q8N9N5')"
"('Q6ZU67', 'P05412')"
"('B0YJ81', 'O43795')"
"('P40227', 'Q00005')"
"('Q8WVC0', 'P04629')"
"('P02656', 'Q06945')"
"('Q9ULV4', 'P04637')"
"('Q13835', 'Q15022')"
"('Q16778', 'Q86Y13')"
"('O15015', 'Q13976')"
"('Q14BN4', 'Q9BUL8')"
"('O43854', 'P02787')"
"('P46060', 'P49790')"
"('P14678', 'P62318')"
"('P35244', 'Q15029')"
"('P10515', 'O94806')"
"('Q86VP6', 'Q01081')"
"('Q14999', 'P55786')"
"('Q7Z434', 'Q8NFH5')"
"('O94842', 'Q15717')"
"('Q9H492', 'O00410')"
"('Q9HCE7', 'P54725')"
"('Q14674', 'Q9UQE7')"
"('Q99623', 'Q92621')"
"('Q9Y297', 'Q9HAU4')"
"('P06400', 'Q06710')"
"('Q99706', 'Q15654')"
"('Q09666', 'Q14847')"
"('Q13009', 'P15153')"
"('Q9NXR7', 'Q15018')"
"('O75251', 'P03897')"
"('Q96L34', 'Q96F07')"
"('Q9P2X3', 'Q6P1M3')"
"('Q8IZ07', 'Q9Y3C5')"
"('P68366', 'O14980')"
"('P12081', 'Q14008')"
"('O95292', 'Q7L4E1')"
"('O75478', 'Q7L2H7')"
"('P05412', 'P39019')"
"('Q9NZT1', 'P16298')"
"('P22694', 'P42262')"
"('Q6VMQ6', 'Q9BV73')"
"('Q8NHW5', 'P62851')"
"('Q9HAW8', 'O43240')"
"('P31943', 'Q9C0B0')"
"('O94806', 'P12931')"
"('Q8N6T7', 'Q14694')"
"('P52739', 'Q9UBU8')"
"('Q86UR5', 'P00519')"
"('P00156', 'P47985')"
"('Q10567', 'Q5H9R7')"
"('Q9NRD1', 'Q9BXX0')"
"('P17861', 'P27824')"
"('Q16401', 'P49915')"
"('O14980', 'P46779')"
"('Q9HCE1', 'O43752')"
"('P42858', 'Q99623')"
"('P49662', 'P57764')"
"('Q86X19', 'O75976')"
"('P62258', 'P10398')"
"('P15924', 'P04629')"
"('O15360', 'O15111')"
"('Q92621', 'Q9Y5J5')"
"('Q96Q80', 'Q9UKG4')"
"('P10914', 'P10275')"
"('P78367', 'Q15797')"
"('P38398', 'O75952')"
"('Q14676', 'P13010')"
"('Q9NTX7', 'P07437')"
"('Q13402', 'P16455')"
"('P51451', 'P48047')"
"('Q99962', 'P13945')"
"('Q9NR09', 'P20248')"
"('Q8TAD2', 'Q01113')"
"('P08670', 'Q9BVI4')"
"('P34947', 'Q9NRL2')"
"('Q14164', 'P41091')"
"('Q9P1U0', 'Q99700')"
"('Q7Z2V1', 'Q8N1F8')"
"('P62906', 'Q5QNW6')"
"('P25098', 'Q13635')"
"('Q15714', 'P35606')"
"('P11142', 'Q29974')"
"('Q6L8H1', 'Q5TA76')"
"('Q14683', 'Q8IZU3')"
"('P47755', 'Q09666')"
"('Q9ULJ6', 'P01106')"
"('Q9NPL8', 'Q9Y375')"
